name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
都会轩 实验学区 精装一居 黄金楼层 私产过2 大产权,单价59723元/平米,430,| 1室1厅 | 72平米 | 西北 | 精装,低楼层(共49层)  2012年建板楼  -,
迎新里 1室0厅 80万,单价36183元/平米,80,| 1室0厅 | 22.11平米 | 南 | 其他,高楼层(共5层)  1993年建板楼  -,
新华路 1室0厅 80万,单价35119元/平米,80,| 1室0厅 | 22.78平米 | 南 | 其他,低楼层(共3层)  板楼  -,
春荣里 繁华地段 低楼层 地铁房,单价56750元/平米,198,| 1室1厅 | 34.89平米 | 南 | 其他,低楼层(共6层)  1983年建板楼  -,
银行里 地理位置优越 交通便利 学区房,单价31848元/平米,370,| 2室2厅 | 116.18平米 | 西 北 | 其他,低楼层(共6层)  1997年建板楼  -,
众诚里 低楼层 户型方正 可做底商 临近地铁,单价83169元/平米,420,| 2室0厅 | 50.5平米 | 东 西 | 其他,低楼层(共6层)  1985年建板楼  -,
私产房 中间楼层 无遮挡 格局好,单价25625元/平米,205,| 2室1厅 | 80平米 | 东 | 其他,中楼层(共11层)  2004年建塔楼  -,
华润紫阳里 中间楼层 精装一室 配套齐全,单价28261元/平米,130,| 1室1厅 | 46平米 | 东 | 其他,中楼层(共15层)  2015年建塔楼  -,
佳怡公寓 黄金楼层 交通方便 小区环境优美,单价25000元/平米,150,| 1室0厅 | 60平米 | 西 | 简装,低楼层(共15层)  2004年建塔楼  -,
山东路6号  坐落市中心 企业产 交通便利,单价27340元/平米,130,| 2室1厅 | 47.55平米 | 东 西 | 简装,高楼层(共5层)  板楼  -,
振河里 一楼带小院 私产唯一 配合过两年,单价44896元/平米,252,| 2室1厅 | 56.13平米 | 南 北 | 简装,低楼层(共7层)  1985年建板楼  -,
树德楼 新兴小学片 黄金二楼阳面,单价50000元/平米,110,| 1室0厅 | 22平米 | 南 | 其他,中楼层(共5层)  1988年建板楼  -,
沙市道  交通方便  配套设施完善 阳光充足,单价30389元/平米,108,| 1室0厅 | 35.54平米 | 西 | 简装,高楼层(共8层)  1999年建板楼  -,
同庆后 交通便利 黄金楼层 完全学区,单价65000元/平米,130,| 1室0厅 | 20平米 | 东 西 | 其他,中楼层(共4层)  板楼  -,
瑞景名郡 复式精装修 视野开阔 配套齐全,单价30533元/平米,145,| 2室1厅 | 47.49平米 | 西 | 其他,高楼层(共18层)  2012年建塔楼  -,
裕德里 精装修  金银角 万全学区房铁片,单价56141元/平米,320,| 2室0厅 | 57平米 | 东南 西南 | 精装,低楼层(共7层)  1985年建板楼  -,
诚基经贸中心 纯阳平层 采光充沛 配套齐全,单价24880元/平米,150,| 1室1厅 | 60.29平米 | 南 | 简装,高楼层(共50层)  2008年建塔楼  -,
新中里 楼层好 公产房 适合一次性付款,单价38462元/平米,50,| 1室0厅 | 13平米 | 南 | 其他,低楼层(共6层)  1985年建板楼  -,
嘉利中心 电梯高层 地铁房 采光好 无遮挡,单价18927元/平米,335,| 3室2厅 | 177平米 | 南 | 其他,高楼层(共30层)  2000年建塔楼  -,
环球津门公寓  70年产权 临近地铁 可观海河,单价55300元/平米,1200,| 3室2厅 | 217平米 | 南 北 | 其他,中楼层(共41层)  2009年建板塔结合  -,
森淼清华园 交通便利 配套齐全 低楼层,单价46903元/平米,530,| 1室2厅 | 113平米 | 南 | 其他,低楼层(共20层)  2002年建板楼  -,
卫津路 电梯房 楼层好 采光棒 交通便利,单价24090元/平米,430,| 3室1厅 | 178.5平米 | 南 北 | 其他,高楼层(共8层)  板楼  -,
港湾中心 临近海河 交通便利 配套成熟,单价18029元/平米,156,| 2室1厅 | 86.53平米 | 西 | 其他,低楼层(共28层)  板楼  -,
宁夏路 1室0厅 110万,单价39328元/平米,110,| 1室0厅 | 27.97平米 | 西南 | 其他,低楼层(共2层)  板楼  -,
马场别墅 1室0厅 130万,单价65990元/平米,130,| 1室0厅 | 19.7平米 | 东南 | 其他,低楼层(共6层)  1985年建板楼  -,
湖北路 1室0厅 90万,单价37500元/平米,90,| 1室0厅 | 24平米 | 东 | 其他,低楼层(共3层)  1997年建板楼  -,
赛顿大厦 高端写字楼 黄金楼层 位置优越,单价27808元/平米,700,| 4室1厅 | 251.73平米 | 南 | 简装,低楼层(共30层)  1990年建板楼  -,
瑞竹大厦 经典复式 视野好  临地铁,单价34043元/平米,160,| 2室1厅 | 47平米 | 南 | 精装,低楼层(共19层)  1990年建塔楼  -,
诚基中心 低楼层 精装修 学片房,单价21427元/平米,128,| 1室0厅 | 59.74平米 | 北 | 其他,低楼层(共50层)  2008年建塔楼  -,
紧邻海河 交通便利 次新房 送精装修,单价51547元/平米,500,| 1室2厅 | 97平米 | 南 | 其他,低楼层(共57层)  2015年建板楼  -,
港湾中心 交通便利 中高楼层 采光好,单价20326元/平米,300,| 2室2厅 | 147.6平米 | 南 | 其他,中楼层(共28层)  板楼  -,
塞顿大厦 无浪费面积 配套齐全 出行便利,单价28000元/平米,700,| 1室0厅 | 250平米 | 南 北 | 其他,中楼层(共30层)  1990年建板楼  -,
烟台道 学区房 环境幽静 交通便利,单价17334元/平米,52,| 1室1厅 | 30平米 | 东 | 其他,低楼层(共1层)  板楼  -,
卫华里 私产可贷款 南北通透 采光充足,单价30253元/平米,180,| 2室1厅 | 59.5平米 | 南 北 | 其他,高楼层(共6层)  1988年建板楼  -,
新汇华庭公寓 采光好 中间楼层 交通便利,单价31356元/平米,185,| 1室1厅 | 59平米 | 南 | 其他,中楼层(共28层)  塔楼  -,
同庆后 1室0厅 110万,单价51163元/平米,110,| 1室0厅 | 21.5平米 | 南 | 其他,高楼层(共7层)  板楼  -,
马场别墅 黄金楼层 交通便利 周边配套齐全,单价76434元/平米,120,| 2室0厅 | 15.7平米 | 西南 西北 | 简装,低楼层(共1层)  板楼  -,
云台花园 阳面一室 采光好 格局方正,单价40252元/平米,250,| 1室1厅 | 62.11平米 | 南 | 毛坯,中楼层(共27层)  2006年建板塔结合  -,
睦南道 历史风貌建筑 交通便利 配套齐全,单价46000元/平米,115,| 1室0厅 | 25平米 | 西北 | 简装,低楼层(共3层)  1990年建板楼  -,
忠信里 一室一厅  采光充足 格局方正,单价18000元/平米,90,| 1室1厅 | 50平米 | 东 | 其他,中楼层(共8层)  1996年建板楼  -,
昆明路144号，昆明路小学学区 私产可配合过两年,单价60466元/平米,260,| 2室1厅 | 43平米 | 南 | 简装,中楼层(共5层)  1990年建板楼  -,
河沿里 户型方正 采光好 无遮挡 精装修,单价33847元/平米,110,| 1室1厅 | 32.5平米 | 南 | 简装,高楼层(共6层)  1985年建板楼  -,
保利金香槟 民水民电 复式 交通便利,单价45834元/平米,330,| 2室1厅 | 72平米 | 东 | 精装,中楼层(共24层)  2012年建板楼  -,
长寿公寓 私产可贷款 低楼层 繁华地段,单价37500元/平米,525,| 3室2厅 | 140平米 | 东 西 | 其他,低楼层(共10层)  1999年建板楼  -,
环球金融中心津塔公寓 2室1厅 520万,单价40311元/平米,520,| 2室1厅 | 129平米 | 南 北 | 其他,中楼层(共30层)  2010年建塔楼  -,
宜昌南里 户型方正 采光好 交通便利 私产,单价32991元/平米,410,| 2室1厅 | 124.28平米 | 西北 | 其他,中楼层(共15层)  2000年建板楼  -,
瑞竹大厦 精装复式 东照采光好 交通便利,单价51876元/平米,260,| 2室1厅 | 50.12平米 | 东 | 其他,低楼层(共19层)  1990年建塔楼  -,
交通便利  配套齐全  黄金楼层   私产可贷款,单价29936元/平米,180,| 1室0厅 | 60.13平米 | 东 | 其他,低楼层(共50层)  2008年建塔楼  -,
华润紫阳里 和平市中心 配套设施齐全 交通便捷,单价30358元/平米,170,| 1室1厅 | 56平米 | 北 | 其他,高楼层(共15层)  2015年建塔楼  -,
新景居 万全小学学区房 带电梯 出行方便 低楼层,单价44682元/平米,260,| 1室0厅 | 58.19平米 | 东南 | 其他,低楼层(共30层)  2006年建板楼  -,
同方花园 万全学区 临地铁 采光好,单价55605元/平米,750,| 3室1厅 | 134.88平米 | 南 北 | 其他,高楼层(共25层)  2006年建板楼  -,
西康路三十六号 地铁房 交通便利 配套齐全,单价49877元/平米,665,| 2室2厅 | 133.33平米 | 东 | 精装,高楼层(共18层)  2009年建板楼  -,
汇名苑 新星小学学区 高楼层 临近地铁,单价42411元/平米,950,| 3室2厅 | 224平米 | 南 北 | 精装,高楼层(共9层)  2006年建板楼  -,
聚英大楼 公产的拆间 户型方正 低楼层,单价60543元/平米,87,| 1室1厅 | 14.37平米 | 北 | 其他,低楼层(共2层)  板楼  -,
西安道95号 交通便利 配套齐全 低楼层,单价129218元/平米,180,| 1室0厅 | 13.93平米 | 北 | 其他,低楼层(共1层)  2000年建板楼  -,
庆成里小区  户型规整 交通便利 视野开阔,单价48889元/平米,88,| 1室0厅 | 18平米 | 南 北 | 其他,低楼层(共2层)  1989年建板楼  -,
都会轩 精装修 西南银角视野开阔 宜居,单价60302元/平米,1200,| 3室2厅 | 199平米 | 西南 | 其他,中楼层(共53层)  2012年建板楼  -,
瑞景名郡 中间楼层 新星小学学区房 阳面,单价32094元/平米,138,| 1室1厅 | 43平米 | 南 | 其他,高楼层(共18层)  2012年建塔楼  -,
赛顿大厦 精装修 学区房 可贷款 宜居,单价42930元/平米,850,| 3室2厅 | 198平米 | 南 | 其他,低楼层(共32层)  1990年建板楼  -,
诚基中心 过五年 后期税费低 双地铁覆盖,单价30883元/平米,210,| 2室2厅 | 68平米 | 北 | 其他,低楼层(共34层)  2008年建塔楼  -,
瑞景名郡 地铁沿线 精装 小学片,单价32559元/平米,140,| 2室1厅 | 43平米 | 北 | 其他,中楼层(共17层)  2012年建塔楼  -,
善德里 1室1厅 70万,单价26975元/平米,70,| 1室1厅 | 25.95平米 | 东 | 其他,低楼层(共3层)  板楼  -,
文化里 1室0厅 95万,单价58354元/平米,95,| 1室0厅 | 16.28平米 | 南 | 其他,低楼层(共3层)  板楼  -,
忠信里 2室1厅 120万,单价29269元/平米,120,| 2室1厅 | 41平米 | 东 | 其他,高楼层(共8层)  1996年建板楼  -,
松月村 1室1厅 220万,单价56702元/平米,220,| 1室1厅 | 38.8平米 | 东 南 | 其他,高楼层(共8层)  1988年建板楼  -,
辅恩里 2室1厅 260万,单价50000元/平米,260,| 2室1厅 | 52平米 | 西南 | 其他,中楼层(共6层)  1986年建板楼  -,
山西路 1室1厅 410万,单价62122元/平米,410,| 1室1厅 | 66平米 | 西 | 精装,低楼层(共1层)  板楼  -,
吉利花园 3室1厅 500万,单价49564元/平米,500,| 3室1厅 | 100.88平米 | 西北 | 其他,高楼层(共32层)  2002年建板楼  -,
鞍山道168号社区 2室1厅 240万,单价53334元/平米,240,| 2室1厅 | 45平米 | 南 | 其他,中楼层(共5层)  1991年建板楼  -,
东亚里 3室1厅 360万,单价49917元/平米,360,| 3室1厅 | 72.12平米 | 东 西 | 简装,低楼层(共6层)  板楼  -,
吉利花园 2室2厅 425万,单价58824元/平米,425,| 2室2厅 | 72.25平米 | 东 | 精装,中楼层(共32层)  2002年建板楼  -,
瑞竹大厦 2室1厅 230万,单价38340元/平米,230,| 2室1厅 | 59.99平米 | 东北 | 精装,高楼层(共19层)  1990年建塔楼  -,
光华巷 2室1厅 340万,单价53125元/平米,340,| 2室1厅 | 64平米 | 东 西 | 简装,高楼层(共7层)  1990年建板楼  -,
常德道 3室1厅 2700万,单价84375元/平米,2700,| 3室1厅 | 320平米 | 南 北 | 其他,低楼层(共2层)  1978年建板楼  -,
港湾中心 2室1厅 180万,单价21930元/平米,180,| 2室1厅 | 82.08平米 | 西 | 其他,低楼层(共28层)  板楼  -,
永勤里 1室0厅 70万,单价72539元/平米,70,| 1室0厅 | 9.65平米 | 西 | 其他,低楼层(共7层)  1991年建板楼  -,
港湾中心 3室1厅 278万,单价20403元/平米,278,| 3室1厅 | 136.26平米 | 东南 | 其他,低楼层(共28层)  板楼  -,
众诚里 1室0厅 200万,单价66667元/平米,200,| 1室0厅 | 30平米 | 南 | 其他,低楼层(共6层)  1985年建板楼  -,
诚基经贸中心 1室1厅 138万,单价22993元/平米,138,| 1室1厅 | 60.02平米 | 北 | 其他,中楼层(共50层)  2008年建塔楼  -,
同安新里 2室1厅 145万,单价34353元/平米,145,| 2室1厅 | 42.21平米 | 东 西 | 其他,高楼层(共6层)  1995年建板楼  -,
昆明路 1室0厅 125万,单价50000元/平米,125,| 1室0厅 | 25平米 | 南 | 其他,低楼层(共3层)  1990年建板楼  -,
同安南里 1室1厅 142万,单价43031元/平米,142,| 1室1厅 | 33平米 | 南 | 其他,高楼层(共6层)    -,
南海楼 1室1厅 90万,单价37500元/平米,90,| 1室1厅 | 24平米 | 北 | 其他,中楼层(共4层)    -,
环球金融中心津塔公寓 2室1厅 400万,单价31008元/平米,400,| 2室1厅 | 129平米 | 东 东南 北 | 其他,低楼层(共30层)  2010年建塔楼  -,
乐福里 2室1厅 340万,单价50000元/平米,340,| 2室1厅 | 68平米 | 南 北 | 其他,中楼层(共7层)  1997年建板楼  -,
港湾中心 3室2厅 310万,单价15010元/平米,310,| 3室2厅 | 206.54平米 | 南 北 | 其他,中楼层(共28层)  板楼  -,
环球金融中心津塔公寓 1室0厅 400万,单价44445元/平米,400,| 1室0厅 | 90平米 | 西南 | 其他,中楼层(共30层)  2010年建塔楼  -,
港湾中心 3室2厅 359万,单价15020元/平米,359,| 3室2厅 | 239.02平米 | 南 北 | 其他,中楼层(共28层)  板楼  -,
大同道 1室1厅 140万,单价45162元/平米,140,| 1室1厅 | 31平米 | 南 | 其他,中楼层(共5层)  板楼  -,
环球金融中心津塔公寓 2室1厅 387万,单价30000元/平米,387,| 2室1厅 | 129平米 | 东 东南 北 | 其他,低楼层(共30层)  2010年建塔楼  -,
林东大楼 1室0厅 61万,单价46924元/平米,61,| 1室0厅 | 13平米 | 南 | 其他,低楼层(共4层)  板楼  -,
康乐里 2室2厅 365万,单价36139元/平米,365,| 2室2厅 | 101平米 | 南 北 | 其他,低楼层(共6层)  1983年建板楼  -,
规划里 2室1厅 350万,单价70000元/平米,350,| 2室1厅 | 50平米 | 南 北 | 其他,低楼层(共5层)  1980年建板楼  -,
诚基经贸中心 1室1厅 163万,单价27036元/平米,163,| 1室1厅 | 60.29平米 | 北 | 其他,高楼层(共50层)  2008年建塔楼  -,
湯臣津湾一品 2室1厅 800万,单价66890元/平米,800,| 2室1厅 | 119.6平米 | 西南 | 其他,中楼层(共57层)  2015年建板楼  -,
环球金融中心津塔公寓 1室1厅 260万,单价43713元/平米,260,| 1室1厅 | 59.48平米 | 南 | 其他,中楼层(共30层)  2010年建塔楼  -,
诚基经贸中心 1室0厅 145万,单价28150元/平米,145,| 1室0厅 | 51.51平米 | 西南 | 其他,高楼层(共50层)  2008年建塔楼  -,
世昌里 2室1厅 400万,单价58030元/平米,400,| 2室1厅 | 68.93平米 | 东 西 | 其他,低楼层(共6层)  板楼  -,
康定路 3室0厅 280万,单价42425元/平米,280,| 3室0厅 | 66平米 | 东 西 | 其他,中楼层(共4层)  1984年建板楼  -,
忠信里 2室1厅 146万,单价23360元/平米,146,| 2室1厅 | 62.5平米 | 南 北 | 其他,高楼层(共8层)  1996年建板楼  -,
诚基经贸中心 2室2厅 280万,单价31461元/平米,280,| 2室2厅 | 89平米 | 西北 | 其他,低楼层(共33层)  2008年建塔楼  -,
港湾中心 1室1厅 146万,单价20009元/平米,146,| 1室1厅 | 72.97平米 | 南 | 其他,中楼层(共28层)  板楼  -,
嘉利中心 3室1厅 290万,单价16845元/平米,290,| 3室1厅 | 172.16平米 | 南 北 | 其他,低楼层(共30层)  2000年建塔楼  -,
世昌里 1室1厅 180万,单价47369元/平米,180,| 1室1厅 | 38平米 | 西北 | 其他,高楼层(共7层)  板楼  -,
诚基经贸中心 1室1厅 150万,单价25000元/平米,150,| 1室1厅 | 60平米 | 北 | 其他,高楼层(共50层)  2008年建塔楼  -,
同安新里 1室1厅 150万,单价34091元/平米,150,| 1室1厅 | 44平米 | 南 | 其他,高楼层(共6层)  1995年建板楼  -,
怀远里 1室1厅 175万,单价43500元/平米,175,| 1室1厅 | 40.23平米 | 南 北 | 其他,高楼层(共7层)  1993年建板楼  -,
诚基经贸中心 2室1厅 360万,单价52942元/平米,360,| 2室1厅 | 68平米 | 南 | 其他,低楼层(共33层)  2008年建塔楼  -,
诚基经贸中心 1室1厅 158万,单价32245元/平米,158,| 1室1厅 | 49平米 | 北 | 其他,高楼层(共33层)  2008年建塔楼  -,
诚基经贸中心 2室1厅 240万,单价50000元/平米,240,| 2室1厅 | 48平米 | 南 | 其他,低楼层(共33层)  2008年建塔楼  -,
环球金融中心津塔公寓 1室0厅 260万,单价43334元/平米,260,| 1室0厅 | 60平米 | 南 | 其他,高楼层(共30层)  2010年建塔楼  -,
团圆里 1室0厅 155万,单价51667元/平米,155,| 1室0厅 | 30平米 | 南 | 其他,中楼层(共4层)  1984年建板楼  -,
新宜里 1室1厅 145万,单价41429元/平米,145,| 1室1厅 | 35平米 | 东北 | 简装,低楼层(共6层)  塔楼  -,
松月村 2室1厅 320万,单价54348元/平米,320,| 2室1厅 | 58.88平米 | 北 | 其他,高楼层(共8层)  1988年建板楼  -,
环球金融中心津门公寓 3室2厅 1042万,单价48019元/平米,1042,| 3室2厅 | 217平米 | 南 北 | 其他,低楼层(共41层)  2009年建塔楼  -,
哈尔滨道 2室1厅 230万,单价33431元/平米,230,| 2室1厅 | 68.8平米 | 东 西 | 其他,中楼层(共7层)  板楼  -,
电台道 1室1厅 150万,单价37500元/平米,150,| 1室1厅 | 40平米 | 东 西 | 其他,高楼层(共6层)  1980年建板楼  -,
康乐里 私产可贷款 地铁房 繁华地段,单价61334元/平米,368,| 2室1厅 | 60平米 | 西北 | 其他,低楼层(共6层)  1983年建板楼  -,
长寿公寓 低楼层 学区房 采光好,单价37242元/平米,540,| 3室1厅 | 145平米 | 东 西 | 其他,中楼层(共10层)  1999年建板楼  -,
庆云里 1室0厅 70万,单价30435元/平米,70,| 1室0厅 | 23平米 | 南 | 其他,低楼层(共3层)  1999年建板楼  -,
河北路 2室1厅 380万,单价61094元/平米,380,| 2室1厅 | 62.2平米 | 南 北 | 其他,高楼层(共6层)  1993年建板楼  -,
金伦公寓 1室1厅 240万,单价38096元/平米,240,| 1室1厅 | 63平米 | 西南 | 其他,中楼层(共6层)  1997年建板楼  -,
瑞景名郡 2室1厅 300万,单价31250元/平米,300,| 2室1厅 | 96平米 | 南 北 | 其他,低楼层(共17层)  2012年建塔楼  -,
瑞星里 1室0厅 100万,单价38462元/平米,100,| 1室0厅 | 26平米 | 西南 | 其他,低楼层(共3层)    -,
河川大厦 3室1厅 246万,单价9971元/平米,246,| 3室1厅 | 246.72平米 | 南 北 | 其他,低楼层(共39层)  1994年建塔楼  -,
都会轩 2室1厅 680万,单价57628元/平米,680,| 2室1厅 | 118平米 | 东南 | 其他,高楼层(共49层)  2012年建板楼  -,
新汇华庭 1室1厅 245万,单价41526元/平米,245,| 1室1厅 | 59平米 | 南 | 其他,高楼层(共28层)  2015年建板楼  -,
新汇华庭 1室1厅 240万,单价40678元/平米,240,| 1室1厅 | 59平米 | 南 | 其他,高楼层(共28层)  2015年建板楼  -,
西康路三十六号 年轻的别墅群 豪华装修,单价66185元/平米,4580,| 7室3厅 | 692平米 | 东 南 西 北 | 精装,低楼层(共3层)  2009年建板楼  -,
诚基中心 次阳面 低楼层 耀华学片,单价21349元/平米,190,| 1室1厅 | 89平米 | 东南 | 其他,低楼层(共33层)  2008年建塔楼  -,
津塔公寓 中高楼层 地铁房 临近海河,单价45184元/平米,280,| 1室0厅 | 61.97平米 | 北 | 其他,中楼层(共30层)  2010年建塔楼  -,
迎新里 交通便利 配套齐全 采光充足,单价50000元/平米,120,| 1室0厅 | 24平米 | 南 | 其他,低楼层(共5层)  1993年建板楼  -,
怀远里 低楼层 阳面 采光好 配套齐全 交通便利,单价61882元/平米,200,| 1室1厅 | 32.32平米 | 南 | 其他,低楼层(共6层)  1993年建板楼  -,
何兴里 1室0厅 48万,单价26861元/平米,48,| 1室0厅 | 17.87平米 | 南 西 | 其他,中楼层(共5层)  1980年建板楼  -,
开发里 2室1厅 270万,单价38298元/平米,270,| 2室1厅 | 70.5平米 | 南 北 | 其他,低楼层(共14层)  板楼  -,
吉利花园 1室1厅 260万,单价43654元/平米,260,| 1室1厅 | 59.56平米 | 西北 | 其他,中楼层(共32层)  2002年建板楼  -,
吉利花园 2室1厅 680万,单价69559元/平米,680,| 2室1厅 | 97.76平米 | 西南 | 精装,中楼层(共32层)  2002年建板楼  -,
世升花园 拆间 交通便利 低楼层,单价47757元/平米,248,| 2室1厅 | 51.93平米 | 南 | 其他,低楼层(共16层)  2000年建板楼  -,
福缘里 一楼落户房 周边配套成熟 交通方便,单价95786元/平米,75,| 1室1厅 | 7.83平米 | 南 北 | 其他,低楼层(共1层)  1975年建板楼  -,
团圆里 1室1厅 130万,单价43334元/平米,130,| 1室1厅 | 30平米 | 南 | 其他,高楼层(共4层)  板楼  -,
天兴里 1室0厅 100万,单价45455元/平米,100,| 1室0厅 | 22平米 | 南 | 其他,高楼层(共5层)  1979年建板楼  -,
诚基经贸中心 2室1厅 160万,单价29630元/平米,160,| 2室1厅 | 54平米 | 南 | 其他,高楼层(共33层)  2008年建塔楼  -,
诚基经贸中心 2室1厅 210万,单价34832元/平米,210,| 2室1厅 | 60.29平米 | 北 | 其他,高楼层(共50层)  2008年建塔楼  -,
安乐村 1室0厅 140万,单价57378元/平米,140,| 1室0厅 | 24.4平米 | 西 | 其他,低楼层(共3层)  1988年建板楼  -,
诚基经贸中心 2室2厅 400万,单价24243元/平米,400,| 2室2厅 | 165平米 | 东北 | 其他,中楼层(共33层)  2008年建塔楼  -,
诚基经贸中心 1室1厅 130万,单价21667元/平米,130,| 1室1厅 | 60平米 | 北 | 其他,低楼层(共50层)  2008年建塔楼  -,
海光寺地铁站附近 复试结构两室 楼层好,单价33779元/平米,200,| 2室1厅 | 59.21平米 | 东北 | 其他,低楼层(共18层)  2012年建塔楼  -,
康达公寓 闹中取静 交通便利 银角采光无挡,单价36800元/平米,460,| 2室1厅 | 125平米 | 西南 | 简装,高楼层(共15层)  1999年建板塔结合  -,
庆成里  低楼层 户型规整 地铁房,单价55492元/平米,96,| 2室0厅 | 17.3平米 | 东 | 其他,低楼层(共3层)  1989年建板楼  -,
宏达公寓 公产房 耀华学区 紧邻地铁,单价42493元/平米,300,| 3室1厅 | 70.6平米 | 东 西 | 简装,低楼层(共7层)  2003年建板楼  -,
大沽北路，独厨，一次性，适合投资，不临街,单价32000元/平米,80,| 1室0厅 | 25平米 | 南 | 其他,中楼层(共5层)  1998年建板楼  -,
松乐里 昆明路学片 采光好视野佳 交通便利,单价51283元/平米,300,| 2室1厅 | 58.5平米 | 西南 东北 | 其他,高楼层(共6层)    -,
金德园 无遮挡 采光充足 非顶楼 视野开阔,单价67416元/平米,600,| 2室1厅 | 89平米 | 南 | 精装,高楼层(共31层)  2011年建板楼  -,
贵都大厦小区  采光佳  低楼层  电梯直达,单价42048元/平米,2300,| 1室1厅 | 547平米 | 南 北 | 其他,低楼层(共17层)  2001年建塔楼  -,
君隆广场，管家式物业，耀华学区房，双地铁,单价23457元/平米,190,| 1室1厅 | 81平米 | 北 | 其他,高楼层(共38层)  2009年建塔楼  -,
君隆写字楼 适合办公 地段好 交通便利,单价30000元/平米,240,| 1室1厅 | 80平米 | 西 | 其他,高楼层(共38层)  2009年建塔楼  -,
富顿大厦 2室0厅 420万,单价57073元/平米,420,| 2室0厅 | 73.59平米 | 南 | 其他,高楼层(共30层)  2008年建板楼  -,
大理道 繁华地段 配套齐全 交通便利,单价69231元/平米,90,| 1室0厅 | 13平米 | 西 | 毛坯,低楼层(共3层)  1990年建板楼  -,
云南路1-0*0*1的平房拆间，房屋基本信息介绍,单价85000元/平米,68,| 1室0厅 | 8平米 | 东 | 其他,低楼层(共1层)  板楼  -,
瑞景名郡 复式结构 精装修 采光好 中间楼层,单价34043元/平米,160,| 2室1厅 | 47平米 | 西 | 其他,中楼层(共17层)  2012年建塔楼  -,
新文化花园新雅居 H户型两室学区房 地铁房,单价59526元/平米,648,| 2室2厅 | 108.86平米 | 南 北 | 精装,低楼层(共15层)  2001年建板楼  -,
新福方里   底商   交通便利    位置优越,单价29956元/平米,1360,| 1室1厅 | 454平米 | 南 | 其他,低楼层(共17层)  1998年建板楼  -,
诚基中心 耀华学区房   可落户 有学区,单价38971元/平米,265,| 3室1厅 | 68平米 | 南 | 其他,中楼层(共33层)  2008年建塔楼  -,
瑞景名郡 商住两用 东北向视野好 复式户型,单价35834元/平米,215,| 2室2厅 | 60平米 | 东北 | 其他,高楼层(共18层)  2012年建塔楼  -,
君隆广场  周边配套齐全 学区房 商水商电,单价28083元/平米,205,| 1室1厅 | 73平米 | 南 北 | 其他,中楼层(共38层)  2009年建塔楼  -,
振河里 交通便利 无遮挡 视野开阔 户型方正,单价35715元/平米,175,| 2室1厅 | 49平米 | 东 | 其他,中楼层(共8层)  1985年建板楼  -,
津门公寓 海河景观 临近地铁 高楼层,单价42017元/平米,1500,| 4室2厅 | 357平米 | 南 北 | 其他,高楼层(共47层)  2009年建塔楼  -,
同庆后 交通便利 配套齐全 采光好,单价62326元/平米,268,| 2室1厅 | 43平米 | 南 | 其他,中楼层(共7层)  板楼  -,
诚基经贸中心 黄金地段 地铁房 学区房,单价40625元/平米,195,| 2室2厅 | 48平米 | 北 | 精装,中楼层(共33层)  2008年建塔楼  -,
诚基中心 68平复式 次北向 紧邻公交地铁,单价37500元/平米,255,| 2室2厅 | 68平米 | 北 | 其他,高楼层(共34层)  2008年建塔楼  -,
诚基中心 68平复式 耀华学片 双地铁,单价44118元/平米,300,| 2室2厅 | 68平米 | 南 | 其他,高楼层(共34层)  2008年建塔楼  -,
大都会尚苑 万全小学学区房 交通便利 高品质社区,单价51653元/平米,1250,| 3室2厅 | 242平米 | 南 北 | 精装,低楼层(共38层)  2012年建板楼  -,
裕德里 精装两室 南北通透 采光好,单价59260元/平米,320,| 2室1厅 | 54平米 | 南 北 | 精装,高楼层(共7层)  板楼  -,
诚基中心 精装阳面一居 紧邻多个重点学片 双地铁,单价26658元/平米,160,| 1室1厅 | 60.02平米 | 南 | 精装,中楼层(共50层)  2008年建塔楼  -,
诚基经贸中心私产可贷款交通便利,单价33055元/平米,225,| 2室2厅 | 68.07平米 | 南 | 其他,中楼层(共33层)  2008年建塔楼  -,
华润紫阳里 出行便利 配套齐全 地铁房,单价31380元/平米,182,| 1室1厅 | 58平米 | 东 南 | 精装,高楼层(共15层)  2015年建塔楼  -,
诚基经贸中心 交通便利 纯阳复式 私产满五,单价36491元/平米,220,| 2室1厅 | 60.29平米 | 南 | 简装,高楼层(共50层)  2008年建塔楼  -,
河川大厦 甲级写字楼 地理位置好 适合投资,单价18293元/平米,450,| 5室2厅 | 246平米 | 南 | 简装,低楼层(共39层)  1994年建塔楼  -,
嘉利中心 商住两用 中间楼层 无遮挡 视野好,单价23943元/平米,249,| 2室1厅 | 104平米 | 南 北 | 简装,中楼层(共30层)  2000年建塔楼  -,
世昌里 黄金二楼 东西通透 低楼层 交通便利,单价40000元/平米,260,| 2室1厅 | 65平米 | 东 西 | 简装,低楼层(共7层)  板楼  -,
诚基经贸中心 交通方便 采光好 耀华学片,单价33824元/平米,230,| 2室2厅 | 68平米 | 北 | 其他,低楼层(共33层)  2008年建塔楼  -,
新汇华庭公寓 中间楼层 采光好 交通便利,单价27064元/平米,160,| 1室0厅 | 59.12平米 | 南 | 其他,高楼层(共28层)  2015年建板楼  -,
紧邻滨江道 永德里 耀华学区 地铁1、3号线,单价54303元/平米,130,| 3室0厅 | 23.94平米 | 南 | 其他,低楼层(共2层)  1989年建板楼  -,
