name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
海珠半岛 东南向 保养很好 安静不吵,单价32521元/平米,400,| 3室2厅 | 123平米 | 东南 | 精装,低楼层(共42层)  2006年建塔楼  -,
逸景翠园 东南向四房,单价27206元/平米,370,| 4室2厅 | 136平米 | 南 | 其他,低楼层(共33层)  2002年建塔楼  -,
宝业路 居士地 装修保养好 采光通风一流,单价19474元/平米,185,| 3室2厅 | 95平米 | 南 | 其他,中楼层(共9层)  1996年建塔楼  -,
昌岗 江南雅居 电梯高层精装 近地铁,单价26352元/平米,195,| 2室2厅 | 74平米 | 东 | 简装,高楼层(共27层)  1995年建塔楼  -,
江南新苑 少有205方4房 南向望花园,单价54635元/平米,1120,| 4室2厅 | 205平米 | 南 | 精装,中楼层(共30层)  2009年建塔楼  -,
海城花园 单间出售,单价19231元/平米,50,| 1室0厅 | 26平米 | 南 | 其他,中楼层(共9层)  1998年建塔楼  -,
前进路 围院式实用两房 临近地铁,单价22808元/平米,130,| 2室1厅 | 57平米 | 北 | 简装,中楼层(共8层)  塔楼  -,
实用三房 业主诚意出售,单价29650元/平米,305,| 3室2厅 | 102.87平米 | 西北 | 其他,低楼层(共29层)  2001年建塔楼  -,
实用四房 业主诚意出售,单价41135元/平米,580,| 4室2厅 | 141平米 | 东北 | 精装,高楼层(共19层)  2005年建塔楼  -,
光大花园榕上居 西南向单位 中高楼层,单价39670元/平米,480,| 3室2厅 | 121平米 | 西南 | 简装,中楼层(共33层)  2006年建塔楼  -,
罗马家园 南北对流 业主诚意出售,单价25325元/平米,390,| 3室2厅 | 154平米 | 南 | 其他,低楼层(共12层)  2007年建塔楼  -,
江南骏园 豪华三房主套 业主诚意出售,单价29127元/平米,300,| 3室2厅 | 103平米 | 东南 | 其他,中楼层(共18层)  1998年建塔楼  -,
光大花园 实用两房 学位未用 通风采光,单价37180元/平米,290,| 2室1厅 | 78平米 | 东北 | 简装,低楼层(共33层)  2006年建塔楼  -,
南洲大厦 电梯三房 房大厅大 安静舒适,单价17143元/平米,168,| 3室2厅 | 98平米 | 东北 | 其他,高楼层(共9层)  1995年建塔楼  -,
穗花新村 电梯两房 入读名校,单价26667元/平米,200,| 2室1厅 | 75平米 | 北 | 简装,低楼层(共20层)  1990年建塔楼  -,
时代廊桥 南向四房,单价25000元/平米,350,| 4室2厅 | 140平米 | 南 | 精装,高楼层(共18层)  2004年建塔楼  -,
双子星城 三房南向 复式单位,单价33065元/平米,205,| 3室1厅 | 62平米 | 东南 | 精装,高楼层(共18层)  2005年建塔楼  -,
旺中带静、出行方便、东南靓向,单价26667元/平米,200,| 2室2厅 | 75平米 | 暂无数据 | 其他,低楼层(共20层)  1990年建塔楼  -,
第三金碧花园 宽大两房 安静舒适,单价26250元/平米,210,| 2室2厅 | 80平米 | 北 | 精装,低楼层(共32层)  2000年建塔楼  -,
基立大厦 新装修 中层两房 离地铁100,单价20536元/平米,115,| 2室1厅 | 56平米 | 西南 | 其他,中楼层(共9层)  1998年建塔楼  -,
晓港湾 温馨两房 价钱实惠 看房方便,单价20455元/平米,90,| 2室1厅 | 44平米 | 北 | 简装,低楼层(共9层)  1999年建塔楼  -,
心江南经典小三房 南北对流 视野开阔,单价23494元/平米,195,| 3室2厅 | 83平米 | 南 | 简装,低楼层(共30层)  2009年建塔楼  -,
邦泰国际公寓 86方2房 220万,单价26745元/平米,230,| 2室1厅 | 86平米 | 暂无数据 | 其他,高楼层(共21层)  塔楼  -,
实用温馨单位 配套完善,单价32259元/平米,300,| 3室2厅 | 93平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
星御翠园 精装三房 拎包入住,单价25893元/平米,145,| 3室2厅 | 56平米 | 北 | 简装,低楼层(共19层)  2011年建塔楼  -,
富力现代广场 小三房 通风采光好保养新净,单价38542元/平米,370,| 3室2厅 | 96平米 | 南 | 精装,低楼层(共19层)  2005年建塔楼  -,
水岸榕城 学位房 南向望花园 近地铁站,单价44682元/平米,770,| 5室2厅 | 172.33平米 | 南 | 精装,高楼层(共18层)  2006年建塔楼  -,
海外花园 实用两房,单价23244元/平米,172,| 2室1厅 | 74平米 | 东 | 其他,中楼层(共9层)  2001年建塔楼  -,
聚德花园 中层实用三房 总价低,单价19118元/平米,130,| 3室2厅 | 68平米 | 南 | 其他,低楼层(共9层)  1997年建塔楼  -,
实用三房 业主诚意出售,单价31579元/平米,300,| 3室2厅 | 95平米 | 东北 | 其他,高楼层(共7层)  2000年建塔楼  -,
光大花园 实用两房 采光通风,单价35715元/平米,250,| 2室1厅 | 70平米 | 北 | 简装,低楼层(共6层)  2006年建塔楼  -,
丽景湾 中高层温馨实用三房 豪华装修,单价39450元/平米,430,| 3室2厅 | 109平米 | 东南 | 简装,低楼层(共32层)  2002年建塔楼  -,
恒洲小苑 格局一流 随时看房,单价21053元/平米,120,| 2室1厅 | 57平米 | 东南 | 简装,低楼层(共9层)  2000年建塔楼  -,
南向大三房 格局方正舒适,单价31469元/平米,450,| 4室2厅 | 143平米 | 南 | 其他,中楼层(共19层)  2000年建塔楼  -,
明珠花园 实用三房 采光好,单价28500元/平米,313.5,| 3室1厅 | 110平米 | 东南 | 其他,低楼层(共32层)  1996年建塔楼  -,
海琴湾 滨临江花园 户型好,单价36000元/平米,450,| 3室2厅 | 125平米 | 西南 | 精装,高楼层(共32层)  2002年建塔楼  -,
大院封闭管理 低层单位 适合老人家住,单价12858元/平米,45,| 1室0厅 | 35平米 | 暂无数据 | 其他,中楼层(共4层)  1990年建塔楼  -,
满堂红链家 地铁上盖,带省一级昌岗中小学,单价30129元/平米,235,| 2室2厅 | 78平米 | 东北 | 精装,中楼层(共17层)  2001年建塔楼  -,
实用两房 业主诚意出售,单价13138元/平米,67,| 2室1厅 | 51平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
荣德阁 正规一房 间隔方正,单价19227元/平米,88,| 1室1厅 | 45.77平米 | 东南 | 精装,中楼层(共9层)  1999年建塔楼  -,
缝纫机厂宿舍 大院管理 实用三房,单价20225元/平米,180,| 3室1厅 | 89平米 | 东 | 简装,高楼层(共9层)  1988年建塔楼  -,
保利红棉花园 稀有电梯单位,单价20184元/平米,220,| 3室2厅 | 109平米 | 北 | 简装,低楼层(共19层)  1997年建塔楼  -,
富力顺意花园 高层电梯三房带主套 保养好,单价29127元/平米,300,| 3室2厅 | 103平米 | 西北 | 精装,高楼层(共20层)  2005年建塔楼  -,
江南西地段精装三房带主套放买，送大平台,单价30974元/平米,350,| 3室2厅 | 113平米 | 南 | 精装,低楼层(共33层)  2009年建塔楼  -,
江南花园 南向望花园 配套完善 证够二年,单价30811元/平米,228,| 2室2厅 | 74平米 | 东北 | 精装,高楼层(共9层)  2005年建塔楼  -,
业主自住 保养好 方正实用 温馨舒适,单价27451元/平米,140,| 2室1厅 | 51平米 | 东南 | 其他,高楼层(共29层)  2003年建塔楼  -,
逸景翠园 四房两厅 南向望花园,单价27273元/平米,360,| 4室2厅 | 132平米 | 暂无数据 | 其他,中楼层(共33层)  2002年建塔楼  -,
实用三房 业主诚意出售,单价26667元/平米,360,| 4室2厅 | 135平米 | 南 | 其他,高楼层(共19层)  2001年建塔楼  -,
晓港湾 精装两居 采光极好 同区最好户型,单价20000元/平米,120,| 2室2厅 | 60平米 | 西南 | 精装,中楼层(共9层)  1999年建塔楼  -,
金海湾 对流楼王单位 格局方正 产权清晰,单价40670元/平米,1700,| 5室3厅 | 418平米 | 南 | 精装,高楼层(共38层)  2002年建塔楼  -,
客村 鸿运花园 低层小两房 总价低,单价23146元/平米,112,| 2室1厅 | 48.39平米 | 北 | 其他,中楼层(共8层)  1995年建塔楼  -,
帝景华苑 精装四房 南北对流 稀有放卖,单价34091元/平米,600,| 4室1厅 | 176平米 | 暂无数据 | 简装,低楼层(共20层)  2006年建塔楼  -,
穗发花园 户型方正 实用三房 交通方便,单价24286元/平米,170,| 3室2厅 | 70平米 | 西北 | 其他,中楼层(共9层)  塔楼  -,
紫丹阁 中层三房带主套 证过五年,单价33334元/平米,320,| 3室2厅 | 96平米 | 北 | 其他,中楼层(共23层)  1998年建塔楼  -,
米兰苑 实用3居 通风采光好 格局方正,单价21053元/平米,200,| 3室1厅 | 95平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
桥东新街 方正两房,单价17000元/平米,85,| 2室1厅 | 50平米 | 西南 | 其他,高楼层(共8层)  塔楼  -,
聚德花园 两房南北对流 中层采光好,单价16364元/平米,90,| 2室1厅 | 55平米 | 南 | 简装,中楼层(共9层)  1997年建塔楼  -,
五一新村 精致两房 光线充足 视野开阔,单价19048元/平米,120,| 2室1厅 | 63平米 | 南 | 其他,高楼层(共8层)  1999年建塔楼  -,
海怡阁 高层望江三房 格局方正 生活便捷,单价24577元/平米,290,| 3室1厅 | 118平米 | 西 | 其他,高楼层(共30层)  塔楼  -,
晓阳街 全新装修 东南北向 通风采光好,单价17214元/平米,105,| 2室1厅 | 61平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
保利海棠 中空复式 带全新豪华装修,单价47369元/平米,360,| 2室2厅 | 76平米 | 西南 | 简装,高楼层(共11层)  2005年建塔楼  -,
怡乐花园 安静小区 间隔方正实用 链家网,单价20787元/平米,185,| 3室2厅 | 89平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
前进路 实用小户型 间隔靓,单价14167元/平米,85,| 2室1厅 | 60平米 | 暂无数据 | 其他,高楼层(共8层)  1988年建塔楼  -,
江燕路 低层楼梯三房 双阳台 南北通透,单价18605元/平米,160,| 3室1厅 | 86平米 | 东 | 简装,中楼层(共9层)  1999年建塔楼  -,
教育学院 南向 通风采光好 大学环境,单价23077元/平米,120,| 2室1厅 | 52平米 | 南 | 其他,中楼层(共5层)  1996年建塔楼  -,
晓港湾 地铁上盖 实用两房 装修保养新净,单价19178元/平米,125,| 2室1厅 | 65.18平米 | 西南 | 其他,中楼层(共23层)  1999年建塔楼  -,
富基广场 精装大三房 大户型豪宅,单价27923元/平米,430,| 3室2厅 | 154平米 | 东 | 简装,低楼层(共34层)  2007年建塔楼  -,
金碧三期 格局方正四房 东南靓向,单价28907元/平米,370,| 4室2厅 | 128平米 | 东南 | 精装,中楼层(共32层)  2000年建塔楼  -,
元邦明月园 精装修 近地铁 交通方便,单价31138元/平米,520,| 4室2厅 | 167平米 | 东南 | 精装,中楼层(共25层)  2002年建塔楼  -,
官洲南苑 中高楼层电梯三房 低总价,单价15200元/平米,190,| 3室2厅 | 125平米 | 北 | 精装,中楼层(共14层)  塔楼  -,
保利海棠 实用两房,单价28948元/平米,220,| 2室2厅 | 76平米 | 北 | 精装,低楼层(共11层)  2005年建塔楼  -,
实用温馨单位 配套完善,单价25975元/平米,200,| 2室1厅 | 77平米 | 南 | 其他,高楼层(共27层)  2001年建塔楼  -,
富力现代广场 三房带主人套房 采光好,单价34314元/平米,350,| 3室2厅 | 102平米 | 北 | 简装,低楼层(共24层)  2005年建塔楼  -,
银威花园 精装两房 环境优美 空气清新,单价15007元/平米,125,| 2室2厅 | 83.3平米 | 东南 | 精装,中楼层(共9层)  1998年建塔楼  -,
实用两房 业主诚意出售,单价20492元/平米,125,| 2室1厅 | 61平米 | 东北 | 其他,中楼层(共9层)  1999年建塔楼  -,
凤凰新村 正规良方 证过五年,单价14517元/平米,90,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共7层)  2000年建塔楼  -,
南洲花苑 单身公寓 交通方便 小区安静,单价16667元/平米,55,| 1室0厅 | 33平米 | 北 | 简装,高楼层(共9层)  1993年建塔楼  -,
能仁新街 交通便利 旺中带静,单价15819元/平米,87,| 2室1厅 | 55平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
实用温馨单位 配套完善,单价21875元/平米,140,| 2室1厅 | 64平米 | 南 | 简装,高楼层(共9层)  2000年建塔楼  -,
明都华庭 毗邻地铁 正南靓向,单价23438元/平米,75,| 1室0厅 | 32平米 | 南 | 简装,中楼层(共15层)  1990年建塔楼  -,
实用温馨单位 配套完善,单价20000元/平米,180,| 3室2厅 | 90平米 | 西南 | 其他,高楼层(共23层)  塔楼  -,
实用温馨单位 配套完善,单价20896元/平米,140,| 2室1厅 | 67平米 | 东 | 其他,中楼层(共9层)  1997年建塔楼  -,
江南西路 南向两房 户型方正 通风采光,单价18182元/平米,100,| 2室1厅 | 55平米 | 南 | 其他,高楼层(共7层)  塔楼  -,
聚德花园  采光一流  超大阳台,单价17193元/平米,98,| 2室1厅 | 57平米 | 北 | 简装,高楼层(共9层)  1997年建塔楼  -,
南园大街 简洁装修 万松园省一级学位,单价18572元/平米,65,| 1室1厅 | 35平米 | 西 | 其他,中楼层(共9层)  塔楼  -,
户型方正  舒适安逸,单价18637元/平米,41,| 1室0厅 | 22平米 | 南 | 其他,高楼层(共9层)  1999年建塔楼  -,
实用温馨单位 配套完善,单价28800元/平米,360,| 4室2厅 | 125平米 | 东南 | 其他,高楼层(共28层)  2002年建塔楼  -,
紫金楼 精装2房 求购压力小 旺中带静,单价17667元/平米,106,| 2室2厅 | 60平米 | 南 | 其他,高楼层(共9层)  1999年建塔楼  -,
银威花园 明亮两房 环境优美 空气清新,单价13334元/平米,112,| 2室2厅 | 84平米 | 暂无数据 | 简装,高楼层(共9层)  1998年建塔楼  -,
翠馨华庭 小两房 总价低 回报率高,单价27334元/平米,82,| 2室1厅 | 30平米 | 东 | 简装,高楼层(共24层)  2003年建塔楼  -,
石溪村 正式一房一厅 少有放卖,单价13024元/平米,56,| 1室1厅 | 43平米 | 暂无数据 | 其他,低楼层(共1层)  塔楼  -,
利海假日轩 精装三房 楼龄新 少有放盘,单价36364元/平米,400,| 3室2厅 | 110平米 | 东南 | 其他,中楼层(共21层)  2012年建塔楼  -,
南园大街 底层实用一房 入读省级学位,单价23750元/平米,95,| 1室1厅 | 40平米 | 暂无数据 | 其他,低楼层(共9层)  塔楼  -,
东晓南 英豪步梯实用两房 投资首选,单价14706元/平米,125,| 2室2厅 | 85平米 | 北 | 其他,高楼层(共9层)  2005年建塔楼  -,
穗发花园 户型方正 实用2房 交通方便,单价20492元/平米,125,| 2室1厅 | 61平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
银业国际 一房一厅 商住两用,单价26429元/平米,148,| 1室1厅 | 56平米 | 西 | 精装,高楼层(共29层)  塔楼  -,
燕子岗 精品一房 投资首选 性价比高,单价13600元/平米,68,| 1室1厅 | 50平米 | 暂无数据 | 简装,中楼层(共10层)  1997年建塔楼  -,
康怡花园 新净小区 精致大两房 证过五年,单价19541元/平米,170,| 3室2厅 | 87平米 | 暂无数据 | 其他,中楼层(共9层)  塔楼  -,
晓港东二马路 温馨一房一厅 证过无年,单价15814元/平米,68,| 1室1厅 | 43平米 | 南 | 其他,高楼层(共7层)  塔楼  -,
江南雅居 楼梯高层 实用两房 封闭式管理,单价22581元/平米,140,| 2室2厅 | 62平米 | 北 | 其他,高楼层(共9层)  1997年建塔楼  -,
宝岗大道 大院管理 标准两房 厅出阳台,单价16667元/平米,100,| 2室1厅 | 60平米 | 东南 | 简装,高楼层(共5层)  1989年建塔楼  -,
丽景花园 房子采光充足 家私电齐全,单价18149元/平米,49,| 1室1厅 | 27平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
江南苑 实用三房 东南靓向 过二唯一,单价22059元/平米,150,| 3室1厅 | 68平米 | 东南 | 其他,高楼层(共9层)  塔楼  -,
云锦居 两房一厅 方正实用 布局合理,单价23027元/平米,175,| 2室1厅 | 76平米 | 北 | 简装,低楼层(共9层)  1999年建塔楼  -,
实用两房 业主诚意出售,单价22090元/平米,148,| 2室1厅 | 67平米 | 东南 | 简装,中楼层(共9层)  2001年建塔楼  -,
前进路 底层三房 实用75方 交通便利,单价13834元/平米,83,| 3室1厅 | 60平米 | 西南 | 其他,低楼层(共5层)  1997年建塔楼  -,
富景居 温馨两房 户型正 采光好 精装修,单价15385元/平米,80,| 2室1厅 | 52平米 | 南 | 简装,高楼层(共9层)  1997年建塔楼  -,
工业大道南 格局方正 采光充足 很通风,单价18572元/平米,78,| 2室1厅 | 42平米 | 北 | 其他,中楼层(共8层)  1995年建塔楼  -,
德怡居小区 全新装修小两房 拎包即入住,单价21429元/平米,90,| 2室1厅 | 42平米 | 东南 | 简装,高楼层(共9层)  1999年建塔楼  -,
凤岗脚大院 框架结构 明屋两房 随时看房,单价14427元/平米,88,| 2室2厅 | 61平米 | 东北 | 简装,高楼层(共9层)  塔楼  -,
粤信广场 地铁0距离 产权清晰 过两年,单价30000元/平米,213,| 2室2厅 | 71平米 | 暂无数据 | 简装,高楼层(共21层)  1996年建塔楼  -,
乐居苑 花园小区 1房1厅 通风采光好,单价20371元/平米,55,| 1室1厅 | 27平米 | 暂无数据 | 其他,高楼层(共9层)  1998年建塔楼  -,
远洋宿舍 中层物业 温馨实用,单价16667元/平米,85,| 1室1厅 | 51平米 | 暂无数据 | 其他,高楼层(共6层)  1996年建塔楼  -,
凤阳小区 精装两房 户型方正 采光佳,单价14844元/平米,95,| 2室2厅 | 64平米 | 东 | 简装,高楼层(共9层)  2000年建塔楼  -,
森语星园 精装三房 证过两年,单价23009元/平米,260,| 3室2厅 | 113平米 | 东南 | 其他,低楼层(共19层)  2004年建塔楼  -,
宝岗大厦 方正两房 通风采光好,单价21277元/平米,100,| 2室1厅 | 47平米 | 暂无数据 | 其他,中楼层(共31层)  塔楼  -,
明珠东苑 一房一厅 间隔方正,单价22273元/平米,98,| 1室1厅 | 44平米 | 暂无数据 | 其他,中楼层(共9层)  1998年建塔楼  -,
赤岗一街 带省一级学位 保养好过五年唯一,单价20000元/平米,90,| 1室1厅 | 45平米 | 暂无数据 | 其他,低楼层(共9层)  1990年建塔楼  -,
前进路 温馨两房 条形砖外墙 南北对流,单价18216元/平米,98,| 2室1厅 | 53.8平米 | 北 | 其他,中楼层(共9层)  1987年建塔楼  -,
大江冲25号 富华楼 精装三房 实用,单价22675元/平米,195,| 3室2厅 | 86平米 | 南 | 其他,低楼层(共9层)  1997年建塔楼  -,
叠彩园金桦轩 3室2厅 265万,单价25000元/平米,265,| 3室2厅 | 106平米 | 北 | 简装,低楼层(共13层)  2002年建塔楼  -,
德盛苑 户型方正 低楼层  证过五年,单价23940元/平米,158,| 2室2厅 | 66平米 | 东南 | 其他,低楼层(共9层)  塔楼  -,
四层复式 大面电梯花园小区 送天台花园,单价25682元/平米,650,| 5室3厅 | 253.1平米 | 西南 | 简装,高楼层(共12层)  2000年建塔楼  -,
海富花园 实用两房 配套完善,单价31757元/平米,235,| 2室1厅 | 74平米 | 南 | 其他,高楼层(共18层)  2008年建塔楼  -,
江丽苑 保养好 格局方正,单价21154元/平米,165,| 2室2厅 | 78平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
实用温馨单位 配套完善,单价30635元/平米,1400,| 6室2厅 | 457平米 | 南 | 精装,高楼层(共32层)  2003年建塔楼  -,
前进路  楼梯笋货 总价低,单价15790元/平米,90,| 2室1厅 | 57平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
格局方正 采光好 无遮挡 黄金楼层,单价27778元/平米,350,| 4室2厅 | 126平米 | 南 | 精装,中楼层(共30层)  2009年建塔楼  -,
天汇大厦 三房一厅 配套完善,单价24211元/平米,230,| 3室2厅 | 95平米 | 东南 | 其他,中楼层(共9层)  1999年建塔楼  -,
实用两房 业主诚意出售,单价17844元/平米,91,| 2室1厅 | 51平米 | 南 | 简装,低楼层(共9层)  2000年建塔楼  -,
沙园小区实用两房,单价20635元/平米,130,| 2室1厅 | 63平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
实用温馨三房单位 配套完善,单价20000元/平米,230,| 4室2厅 | 115平米 | 东南 | 其他,高楼层(共9层)  2000年建塔楼  -,
江南大道北 实用三房单位 东南向,单价16353元/平米,150,| 3室1厅 | 91.73平米 | 暂无数据 | 其他,高楼层(共7层)  塔楼  -,
怡龙苑 间隔靓 通风采光好,单价19566元/平米,135,| 2室1厅 | 69平米 | 西 | 简装,高楼层(共9层)  1997年建塔楼  -,
南园居 小区楼梯房 三房一厅,单价19324元/平米,160,| 3室1厅 | 82.8平米 | 北 | 其他,高楼层(共9层)  2004年建塔楼  -,
紫龙府4房 南北对流 豪华装修,单价45000元/平米,661.5,| 4室2厅 | 147平米 | 北 | 其他,低楼层(共30层)  2013年建塔楼  -,
实用三房 业主诚意出售,单价30328元/平米,370,| 3室2厅 | 122平米 | 东南 | 简装,中楼层(共19层)  2002年建塔楼  -,
电信大厦 三房一厅 大面积南向,单价26112元/平米,235,| 3室2厅 | 90平米 | 南 | 其他,低楼层(共28层)  1999年建塔楼  -,
畔江花园 电梯三房 南向 采光通风一流,单价27359元/平米,290,| 3室2厅 | 106平米 | 南 | 其他,低楼层(共11层)  2002年建塔楼  -,
富力朗逸轩 精美三房 南北对流,单价33996元/平米,325,| 3室2厅 | 95.6平米 | 南 | 其他,中楼层(共32层)  2005年建塔楼  -,
罗马家园 南北对流 视野开阔,单价26452元/平米,410,| 4室2厅 | 155平米 | 南 | 其他,中楼层(共12层)  2007年建塔楼  -,
保利红棉 间隔方正 采光一流,单价22500元/平米,135,| 2室2厅 | 60平米 | 西南 | 其他,中楼层(共9层)  1997年建塔楼  -,
东银广场 舒适3房 地段好 近晓港公园,单价33900元/平米,339,| 3室1厅 | 100平米 | 南 | 其他,中楼层(共31层)  2009年建塔楼  -,
链家真实房源 中层望江 格局方正,单价38835元/平米,800,| 4室2厅 | 206平米 | 南 | 简装,低楼层(共43层)  2004年建塔楼  -,
明珠花园 东南实用三房 采光好新装修,单价26182元/平米,288,| 3室2厅 | 110平米 | 东南 | 其他,低楼层(共32层)  1996年建塔楼  -,
罗马家园 南北通透五房,单价31915元/平米,600,| 5室2厅 | 188平米 | 南 | 其他,中楼层(共32层)  2007年建塔楼  -,
海印南苑 实用三房,单价28035元/平米,328,| 3室2厅 | 117平米 | 南 | 精装,中楼层(共28层)  2000年建塔楼  -,
时代廊桥 正南向 户型方正 看花园,单价23405元/平米,330,| 4室2厅 | 141平米 | 北 | 简装,高楼层(共18层)  2004年建塔楼  -,
实用温馨单位 配套完善,单价29091元/平米,320,| 3室2厅 | 110平米 | 东南 | 其他,高楼层(共32层)  1996年建塔楼  -,
粤信广场 大3房 地铁上盖,单价24732元/平米,230,| 3室1厅 | 93平米 | 南 | 其他,高楼层(共9层)  1996年建塔楼  -,
聚德花园 豪装2房 南北对流 生活便利,单价20213元/平米,95,| 2室1厅 | 47平米 | 南 | 其他,低楼层(共9层)  1995年建塔楼  -,
罗马家园 南北通透五房 诚意放卖,单价30278元/平米,545,| 5室2厅 | 180平米 | 南 | 其他,低楼层(共30层)  2007年建塔楼  -,
复式三房 晓港地铁上盖,单价30264元/平米,230,| 4室2厅 | 76平米 | 北 | 简装,中楼层(共25层)  2006年建塔楼  -,
杏园小区  带省级学位,单价23256元/平米,100,| 2室1厅 | 43平米 | 东南 | 简装,高楼层(共8层)  1990年建塔楼  -,
客村 鸿运花园 环境安静  低层3房,单价23585元/平米,250,| 3室2厅 | 106平米 | 北 | 其他,中楼层(共10层)  1995年建塔楼  -,
中海锦榕湾 3房南向 采光好 精装修,单价45000元/平米,486,| 3室2厅 | 108平米 | 北 | 其他,低楼层(共32层)  2006年建塔楼  -,
实用温馨单位 配套完善,单价20000元/平米,78,| 1室0厅 | 39平米 | 南 | 其他,中楼层(共5层)  2002年建塔楼  -,
源海御苑 三房两厅 精美装修 采光好,单价33629元/平米,380,| 3室2厅 | 113平米 | 西南 | 其他,高楼层(共31层)  2012年建塔楼  -,
珠江广场 全新装修 南北对流,单价35907元/平米,535,| 4室2厅 | 149平米 | 南 | 精装,低楼层(共16层)  2000年建塔楼  -,
荣德阁 实用三房,单价19445元/平米,175,| 3室1厅 | 90平米 | 南 | 简装,中楼层(共9层)  1999年建塔楼  -,
实用四房 业主诚意出售,单价17969元/平米,230,| 4室2厅 | 128平米 | 西北 | 其他,高楼层(共6层)  1999年建塔楼  -,
昌岗中路 省级学位 临近地铁 交通便利,单价20000元/平米,62,| 1室1厅 | 31平米 | 南 | 简装,中楼层(共6层)  塔楼  -,
南北广场 电梯四房 间隔靓 采光好,单价27560元/平米,350,| 4室1厅 | 127平米 | 北 | 其他,中楼层(共29层)  2003年建塔楼  -,
公安宿舍 温馨两房 安静舒适,单价14063元/平米,90,| 2室2厅 | 64平米 | 暂无数据 | 其他,中楼层(共9层)  1997年建塔楼  -,
工业大道中 实景图房源,单价13721元/平米,118,| 1室1厅 | 86平米 | 南 | 简装,高楼层(共5层)  塔楼  -,
南村路 中层笋盘,单价14286元/平米,40,| 1室1厅 | 28平米 | 东北 | 简装,中楼层(共7层)  塔楼  -,
江南大道中 得胜岗 楼梯实用一房一厅,单价15887元/平米,58,| 1室1厅 | 36.51平米 | 暂无数据 | 其他,高楼层(共6层)  1991年建塔楼  -,
第二金碧 碧水闲庭 安静两房 少有放盘,单价26084元/平米,210,| 2室1厅 | 80.51平米 | 北 | 简装,高楼层(共32层)  2000年建塔楼  -,
泰山庙前 低层两房 间隔靓,单价18243元/平米,110,| 2室1厅 | 60.3平米 | 南 | 精装,中楼层(共7层)  塔楼  -,
珠江新岸豪华装修 西向单位 投资笋盘,单价34091元/平米,150,| 1室0厅 | 44平米 | 西 | 精装,中楼层(共32层)  2009年建塔楼  -,
罗马家园 南向三房,单价30000元/平米,285,| 3室2厅 | 95平米 | 南 | 精装,中楼层(共15层)  2007年建塔楼  -,
罗马家园 南向一房 保养新净,单价27359元/平米,145,| 1室1厅 | 53平米 | 南 | 简装,低楼层(共18层)  2007年建塔楼  -,
业主诚心售，价格实惠，黄金地段，生活方便,单价18919元/平米,70,| 1室1厅 | 37平米 | 东 | 简装,低楼层(共9层)  塔楼  -,
悦安花园 实用电梯房 带25方平台花园,单价26465元/平米,225,| 2室2厅 | 85.02平米 | 东北 | 其他,低楼层(共19层)  2002年建塔楼  -,
公安宿舍实用2房 安静舒适 刚需首选,单价15152元/平米,100,| 2室1厅 | 66平米 | 东 | 简装,高楼层(共13层)  2000年建塔楼  -,
万寿路万寿南二街 2室1厅 75万,单价17046元/平米,75,| 2室1厅 | 44平米 | 东南 | 简装,中楼层(共8层)  塔楼  -,
和平家园 一房一厅 保养好 采光优越,单价30000元/平米,135,| 1室1厅 | 45平米 | 西 | 其他,低楼层(共12层)  2006年建塔楼  -,
逸景翠园 格局方正 精装修,单价30179元/平米,338,| 3室2厅 | 112平米 | 南 | 其他,中楼层(共33层)  2002年建塔楼  -,
金影花园 正规一房 采光通风,单价19000元/平米,76,| 1室1厅 | 40平米 | 南 | 简装,中楼层(共9层)  1997年建塔楼  -,
实用两房 业主诚意出售,单价28049元/平米,230,| 3室2厅 | 82平米 | 南 | 其他,高楼层(共12层)  2002年建塔楼  -,
金碧花园别墅出售 市中心稀缺物业,单价42609元/平米,980,| 6室2厅 | 230平米 | 暂无数据 | 其他,低楼层(共1层)  2000年建  -,
南洲花园 小三房 随时看房,单价14179元/平米,113,| 3室2厅 | 79.7平米 | 西 | 简装,高楼层(共9层)  1993年建塔楼  -,
陈李济宿舍 户型方正 环境清静 视野开阔,单价13000元/平米,83.2,| 2室2厅 | 64平米 | 西南 | 简装,高楼层(共9层)  塔楼  -,
乐善大街 实用两房,单价12296元/平米,75,| 2室1厅 | 61平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
前进路 底层1房 实用40方 交通便利,单价21250元/平米,85,| 1室0厅 | 40平米 | 东南 | 其他,中楼层(共5层)  1997年建塔楼  -,
实用两房 业主诚意出售,单价28445元/平米,128,| 2室1厅 | 45平米 | 东南 | 其他,中楼层(共8层)  1990年建塔楼  -,
