name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
浪琴屿花园，南二外学位，客厅高5.4米，7房5卫4阳台,单价63690元/平米,1800,| 7室2厅 | 282.62平米 | 南 北 | 精装,中楼层(共7层)  2001年建板塔结合  -,
万豪月半山正规3房出售，户型赠送面积很大，大约20平,单价84616元/平米,550,| 3室2厅 | 65平米 | 北 | 其他,高楼层(共17层)  2011年建塔楼  -,
阳光棕榈园稀缺两房，东南朝向，采光好,单价70271元/平米,520,| 2室2厅 | 74平米 | 东南 | 其他,中楼层(共6层)  2002年建板塔结合  -,
招商名仕花园，南北通透大三房，黄金楼层，采光好。,单价73585元/平米,780,| 3室2厅 | 106平米 | 南 | 其他,中楼层(共7层)  2002年建板塔结合  -,
棕榈园笋盘低售，犹豫错过好房，安静对小区,单价68919元/平米,510,| 2室2厅 | 74平米 | 东北 | 其他,中楼层(共11层)  2004年建塔楼  -,
深圳湾花园南北通复式带四个大阳台 全新毛坯,单价65218元/平米,1500,| 5室3厅 | 230平米 | 南 | 其他,中楼层(共7层)  板塔结合  -,
椰风海岸标准3+1房 高层视野通风好,单价67962元/平米,700,| 3室2厅 | 103平米 | 南 北 | 其他,高楼层(共16层)  2003年建板塔结合  -,
南头电话所综合楼 正规三房 采光通风好,单价46131元/平米,400,| 3室1厅 | 86.71平米 | 东北 | 其他,高楼层(共7层)  板塔结合  -,
栖游记精装两房 紧临地铁 小区环境好,单价79862元/平米,575,| 2室2厅 | 72平米 | 南 | 其他,中楼层(共34层)  2013年建板塔结合  -,
高层正规三房，南北通透户型，南山实验总部学位。,单价82985元/平米,990,| 3室2厅 | 119.3平米 | 南 北 | 其他,高楼层(共11层)  2009年建板塔结合  -,
南山豪庭精致2房 居家使用高 看房随时,单价55000元/平米,385,| 2室2厅 | 70平米 | 西南 | 简装,低楼层(共13层)  2004年建板塔结合  -,
佳兆业前海广场毛坯三房出售  。,单价72414元/平米,630,| 3室2厅 | 87平米 | 南 | 其他,中楼层(共32层)  2014年建板楼  -,
青青山庄    三层独栋一层带花园 顶层带游泳池,单价148607元/平米,4800,| 6室2厅 | 323平米 | 南 | 其他,低楼层(共1层)  1999年建  -,
满五年，标准大三房，紧邻地铁口,单价63484元/平米,565,| 3室2厅 | 89平米 | 南 | 其他,低楼层(共17层)  2003年建板塔结合  -,
终归纯水岸 深圳十大豪宅区 舒适 安心 享受,单价120968元/平米,3000,| 5室2厅 | 248平米 | 东南 | 其他,低楼层(共30层)  2013年建板塔结合  -,
云海天城 两房 近海岸城 北师大附小学位,单价59211元/平米,450,| 2室1厅 | 76平米 | 南 | 其他,低楼层(共34层)  2003年建板塔结合  -,
南海玫瑰花园顶层复式，端头位置，看海景，带大阳台,单价108696元/平米,3500,| 5室3厅 | 322平米 | 南 北 | 精装,高楼层(共10层)  2003年建板塔结合  -,
恒立心海湾花园，靠近大南山，毗邻前海自贸区。,单价68056元/平米,980,| 4室2厅 | 144平米 | 西北 | 其他,中楼层(共18层)  2009年建板塔结合  -,
东方美地苑 优质一房改两房 业主诚心卖,单价65027元/平米,230,| 2室1厅 | 35.37平米 | 西南 | 其他,高楼层(共8层)  2001年建板塔结合  -,
侨城馨苑一房一厅高楼层高尔夫景观房,单价66667元/平米,420,| 1室2厅 | 63平米 | 南 | 其他,高楼层(共31层)  2011年建板塔结合  -,
南油生活B区 户型方正 南北通透 诚心出售,单价50000元/平米,190,| 1室0厅 | 38平米 | 南 | 其他,高楼层(共7层)  1990年建板楼  -,
阳光棕榈园 正规大三房 满五年 厅和卧室出阳台,单价65455元/平米,720,| 3室2厅 | 110平米 | 北 | 精装,低楼层(共6层)  2002年建板楼  -,
嘉南美地 优质两房 本月必卖好房,单价58458元/平米,470,| 2室2厅 | 80.4平米 | 南 | 其他,中楼层(共19层)  2005年建板塔结合  -,
房子精装修，户型方正，楼层高视野好，看房方便,单价70787元/平米,630,| 3室2厅 | 89平米 | 北 | 其他,中楼层(共9层)  2001年建板塔结合  -,
半岛城邦二期 170平4房 东南向看海景 双学位 看房方便,单价82353元/平米,1400,| 4室2厅 | 170平米 | 东南 | 其他,低楼层(共48层)  2009年建板塔结合  -,
波托菲诺纯水岸 南北通透3+1房 高层可看湖 看欢乐谷,单价100000元/平米,1750,| 4室2厅 | 175平米 | 南 | 精装,高楼层(共28层)  2008年建板塔结合  -,
翡翠海岸 湾区头牌 欢迎阅海者,单价112995元/平米,2000,| 4室2厅 | 177平米 | 东南 | 其他,中楼层(共28层)  2014年建板塔结合  -,
满五唯一，红本在手，南北通透，业主诚售,单价75472元/平米,680,| 3室2厅 | 90.1平米 | 南 | 简装,低楼层(共34层)  板塔结合  -,
红树西岸 安静 明亮 简约 好房,单价116439元/平米,850,| 1室1厅 | 73平米 | 南 | 其他,中楼层(共31层)  2005年建板楼  -,
阳光里雅居 次新楼盘 近地铁口 实用率高 正规两房,单价86000元/平米,387,| 2室1厅 | 45平米 | 东 | 精装,低楼层(共31层)  2012年建板塔结合  -,
爱榕园正规小两房，黄金楼层，南北通透。,单价70176元/平米,400,| 2室1厅 | 57平米 | 南 | 其他,中楼层(共8层)  1991年建板塔结合  -,
锦绣四期 稀缺高楼层 红本在手随时可过户,单价90323元/平米,2800,| 5室2厅 | 310平米 | 南 北 | 其他,高楼层(共39层)    -,
米兰公寓  朝南一居室 育才双学位 户型方正,单价86957元/平米,400,| 1室1厅 | 46平米 | 南 | 简装,中楼层(共18层)  2004年建板塔结合  -,
金竹园 精装修2房 育才学区房源 满5年,单价71795元/平米,420,| 2室2厅 | 58.5平米 | 南 | 其他,低楼层(共7层)  1988年建板塔结合  -,
前海华庭 2室2厅 680万,单价94445元/平米,680,| 2室2厅 | 72平米 | 南 北 | 其他,低楼层(共11层)  2000年建板塔结合  -,
南达楼81平标准三房东南朝向全新装修带双学位,单价56735元/平米,460,| 3室2厅 | 81.08平米 | 南 | 精装,中楼层(共8层)  1983年建板楼  -,
深华园 交通便利 配套成熟 南北通透,单价52942元/平米,180,| 1室1厅 | 34平米 | 东 | 其他,低楼层(共8层)  1994年建板塔结合  -,
海上世界双玺花园 精装修 南北通透 观海景 3.3层高,单价170620元/平米,4000,| 4室1厅 | 234.44平米 | 南 北 | 其他,中楼层(共6层)  塔楼  -,
新一代国际公寓 地铁口物业 恒大双子塔投资首选,单价62223元/平米,280,| 1室0厅 | 45平米 | 南 | 其他,中楼层(共31层)  2004年建塔楼  -,
红树西岸 高层海景房  大三房,单价110486元/平米,2080,| 3室2厅 | 188.26平米 | 南 | 其他,中楼层(共31层)  2005年建塔楼  -,
桃苑小区满两年大一房，红本在手带滨海实验学位！,单价56667元/平米,170,| 1室0厅 | 30平米 | 北 | 其他,中楼层(共8层)  2003年建板塔结合  -,
英伦名苑 电梯板楼 四房南北通透 带学位 诚售,单价79969元/平米,1200,| 4室2厅 | 150.06平米 | 南 东北 | 其他,中楼层(共10层)  2003年建板塔结合  -,
雍景湾花园式小区，观景高层五房 红本在手！,单价101911元/平米,1600,| 5室2厅 | 157平米 | 东南 | 精装,中楼层(共31层)  2012年建板塔结合  -,
东帝海景新上四房 南北通透  满五年 红本在手 税费低,单价62053元/平米,850,| 4室2厅 | 136.98平米 | 南 北 | 精装,中楼层(共17层)  2003年建塔楼  -,
荔秀华庭  南山实验双学位  地铁房 业主自荐 满两年,单价60127元/平米,950,| 4室2厅 | 158平米 | 东 西 | 简装,高楼层(共12层)  2003年建板塔结合  -,
桃苑公寓朝向好无遮挡，税费少首付压力小,单价46945元/平米,169,| 1室0厅 | 36平米 | 南 | 其他,低楼层(共16层)  1993年建板塔结合  -,
三湘海尚花园经典户型140平米看园林景观老业主委托,单价100000元/平米,1400,| 3室2厅 | 140平米 | 南 | 毛坯,低楼层(共30层)  2010年建板楼  -,
塘朗雅苑4房出售 满五年 看山景 赠送40平米,单价68572元/平米,600,| 4室2厅 | 87.5平米 | 北 | 精装,低楼层(共17层)  2009年建塔楼  -,
毗邻城市核心纯别墅区 唯一带电梯重点学位房科苑学里,单价93104元/平米,1350,| 4室2厅 | 145平米 | 南 | 其他,低楼层(共14层)  2004年建板塔结合  -,
荔馨村方正一房满两年税费少，学区房总价低首付少！,单价51358元/平米,210,| 1室1厅 | 40.89平米 | 南 | 精装,中楼层(共7层)  1992年建板塔结合  -,
南向，景观漂亮，安静，带全新欧式装修，稀缺放卖~,单价90396元/平米,1600,| 4室2厅 | 177平米 | 东南 | 其他,高楼层(共30层)  2001年建板塔结合  -,
澳城花园二期，13年新盘，精装现房拎包住、高层观景,单价132585元/平米,1180,| 3室2厅 | 89平米 | 西南 东北 | 精装,高楼层(共32层)  2012年建板塔结合  -,
南国丽城、精装修、地铁口3房、户型方正、送大露台,单价56931元/平米,575,| 3室2厅 | 101平米 | 东南 | 其他,低楼层(共11层)  2004年建板塔结合  -,
御林华府 南山中心顶尖豪宅 公园口物业 南山实验学位,单价119668元/平米,2300,| 5室2厅 | 192.2平米 | 南 北 | 精装,中楼层(共33层)    -,
博海名苑  稀缺中空复式 诚意出售,单价97015元/平米,1950,| 5室2厅 | 201平米 | 南 | 精装,低楼层(共21层)  2007年建板楼  -,
椰风海岸南北通透 大三房 赠送70平米大露台,单价67777元/平米,700,| 3室2厅 | 103.28平米 | 南 | 其他,低楼层(共16层)  2003年建板塔结合  -,
蛇口半山海景兰溪谷：精装，满2年，有学位,单价92357元/平米,1450,| 4室2厅 | 157平米 | 南 北 | 精装,中楼层(共16层)  2004年建板楼  -,
常兴广场 楼下天虹商场 双地铁口3房 朝南,单价48572元/平米,510,| 3室2厅 | 105平米 | 南 | 其他,低楼层(共29层)  2003年建板塔结合  -,
西海湾花园 标准两房 户型方正  通透 采光好,单价77778元/平米,560,| 2室2厅 | 72平米 | 北 | 其他,高楼层(共15层)  2002年建板塔结合  -,
桃苑公寓 户型方正 采光好 保安24小时值班,单价45715元/平米,160,| 1室1厅 | 35平米 | 南 | 其他,中楼层(共16层)  1993年建板塔结合  -,
诺德东南向带双学位大四房，带固定车位，精装修,单价79453元/平米,1160,| 4室2厅 | 146平米 | 南 | 其他,低楼层(共30层)  2009年建板塔结合  -,
此房楼层高视野好，格局合理居住舒服,单价59091元/平米,260,| 1室1厅 | 44平米 | 北 | 其他,中楼层(共17层)  2003年建板塔结合  -,
南山站地铁口  向南瑞峰花园 精装复式大4房  楼龄新,单价66549元/平米,600,| 4室2厅 | 90.16平米 | 东南 | 其他,低楼层(共31层)  2010年建板塔结合  -,
鲸山觐海，顶楼三层复式，再送大露台,单价120968元/平米,4500,| 5室3厅 | 372平米 | 东南 | 其他,中楼层(共6层)  2014年建板塔结合  -,
西海湾花园东南向三房，诚心出售，满五无税，红本在手,单价70944元/平米,835,| 3室2厅 | 117.7平米 | 东南 | 精装,低楼层(共18层)  2002年建板塔结合  -,
海月花园三期单价7.6万的海景房，南北通透，,单价76530元/平米,1600,| 6室2厅 | 209.07平米 | 南 北 | 其他,高楼层(共24层)  2005年建板塔结合  -,
蔚蓝海岸二期 精装大四房  可拎包入住,单价85956元/平米,1530,| 4室2厅 | 178平米 | 东南 | 其他,高楼层(共18层)  2003年建塔楼  -,
华晖云门，两房，户型方正，楼层好,单价70423元/平米,500,| 3室1厅 | 71平米 | 南 | 其他,中楼层(共39层)  板塔结合  -,
西海湾公寓小两房，南向，简单装修。,单价63393元/平米,355,| 2室1厅 | 56平米 | 南 | 其他,中楼层(共9层)  2003年建板楼  -,
众冠花园,满五唯一,地铁口物业,户型方正.,单价49485元/平米,480,| 3室2厅 | 97平米 | 南 | 其他,高楼层(共7层)  1999年建塔楼  -,
前海时代稀缺看海三房，仅此一套升值首选,单价103031元/平米,1360,| 3室2厅 | 132平米 | 西 | 其他,高楼层(共22层)  板塔结合  -,
博林天瑞 南向双卫 中间层3房 业主急售！随时可看！,单价79167元/平米,665,| 3室2厅 | 84平米 | 南 | 毛坯,中楼层(共45层)  塔楼  -,
水木丹华89平三房二厅二卫放卖，毛坯，户型方正实用,单价60675元/平米,540,| 3室2厅 | 89平米 | 西南 | 其他,低楼层(共29层)  2012年建板楼  -,
好房 业主诚售 满五 红本在手,单价61258元/平米,900,| 4室2厅 | 146.92平米 | 南 北 | 其他,中楼层(共22层)  2003年建塔楼  -,
270度全海景豪宅，南北通透，户型方正,单价111112元/平米,2000,| 4室2厅 | 180平米 | 南 | 精装,高楼层(共30层)  2008年建塔楼  -,
鲸山觐海 西南看海 开发商精装 可拎包入住,单价119566元/平米,2200,| 4室2厅 | 184平米 | 东南 | 其他,高楼层(共28层)  2014年建板塔结合  -,
高层看海景，房子满五年唯一住宅，税费少,单价63717元/平米,720,| 3室2厅 | 113平米 | 东南 | 其他,高楼层(共32层)  2000年建板塔结合  -,
紫竹园南北两房、学位房、户型方正,单价61819元/平米,340,| 2室1厅 | 55平米 | 南 | 其他,高楼层(共8层)  1989年建板塔结合  -,
官龙名苑，留仙洞地铁口，中间楼层，看山景，安静,单价50000元/平米,410,| 2室1厅 | 82平米 | 西北 | 其他,中楼层(共30层)  2013年建板楼  -,
紫竹园黄金楼层三房 通透效果好 诚意出售 看房方便,单价58731元/平米,370,| 3室1厅 | 63平米 | 南 | 简装,低楼层(共8层)  1989年建板塔结合  -,
侨城馨苑经典户型两房 安静装修好 税费少。,单价63292元/平米,500,| 2室2厅 | 79平米 | 南 | 其他,低楼层(共31层)  2011年建板塔结合  -,
佳兆业前海广场毛坯三房出售 。,单价72094元/平米,620,| 3室2厅 | 86平米 | 东南 | 其他,高楼层(共32层)  2014年建板楼  -,
珠光花半里，朝南安静精装两房，平台花园！！无增值税,单价62163元/平米,460,| 2室2厅 | 74平米 | 南 | 其他,低楼层(共11层)  2007年建板塔结合  -,
爱榕园 南北通透小两房 满五年看房方便,单价68469元/平米,380,| 2室1厅 | 55.5平米 | 南 北 | 其他,中楼层(共8层)  1991年建板塔结合  -,
海月一期，满五年红本，南北通透3房格局，中间楼层,单价78125元/平米,750,| 3室2厅 | 96平米 | 南 | 简装,低楼层(共6层)  1999年建板塔结合  -,
水木丹华三房出售 满二年 红本在手 南向,单价65169元/平米,580,| 3室2厅 | 89平米 | 西南 | 精装,中楼层(共30层)  2012年建板楼  -,
侨城豪苑 南北通透 标准精装两居室 诚心出售少税,单价68787元/平米,450,| 2室2厅 | 65.42平米 | 北 | 精装,高楼层(共26层)  2003年建板塔结合  -,
侨城豪苑，满五唯一红本在手，业主置换急售,单价64500元/平米,500,| 2室2厅 | 77.52平米 | 西南 | 其他,中楼层(共26层)  2003年建板塔结合  -,
南头 钰龙园 精装两房 厅出阳台,单价67925元/平米,360,| 2室1厅 | 53平米 | 东北 | 其他,高楼层(共30层)  2009年建板塔结合  -,
鼎胜山邻居，精装两房，朝南采光好，地铁口物业,单价64584元/平米,310,| 2室1厅 | 48平米 | 东南 | 其他,中楼层(共15层)  2010年建塔楼  -,
德意名居一期三房两卫，安静带花园，视野好采光佳。,单价65661元/平米,570,| 3室2厅 | 86.81平米 | 南 北 | 其他,高楼层(共18层)  2009年建板塔结合  -,
宝珠花园三房出售 户型方正 采光好 西南向,单价58334元/平米,525,| 3室2厅 | 90平米 | 西南 | 其他,低楼层(共18层)  2001年建塔楼  -,
阳光带海滨城南向  安静2房  户型方正  通风采光好,单价101602元/平米,850,| 2室2厅 | 83.66平米 | 南 | 精装,低楼层(共21层)  2003年建板塔结合  -,
中海阳光玫瑰园 装修保养很好 自住,单价75680元/平米,365,| 2室1厅 | 48.23平米 | 西北 | 精装,低楼层(共17层)  2009年建塔楼  -,
招商桃花园二期 满五年 红本在手 朝南向 采光充足,单价82858元/平米,580,| 2室2厅 | 70平米 | 南 | 简装,低楼层(共18层)  板塔结合  -,
紫竹园  育才学位  两房 精装修,单价58182元/平米,320,| 2室1厅 | 55平米 | 南 | 其他,高楼层(共8层)  1989年建板塔结合  -,
华府假日大厦精装三房靠近水湾地铁口。,单价59820元/平米,530,| 3室2厅 | 88.6平米 | 南 | 其他,中楼层(共28层)  2007年建板塔结合  -,
地铁口旁，低总价两房，投资自住两不误。,单价62821元/平米,490,| 2室2厅 | 78平米 | 东南 | 简装,高楼层(共8层)  1997年建板塔结合  -,
大新地铁站旁 价格洼地 苏豪名厦 正规两房 红本在手,单价46154元/平米,300,| 2室1厅 | 65平米 | 南 | 其他,高楼层(共28层)  板塔结合  -,
深华园正规一房一厅南北通透采光佳,单价51516元/平米,170,| 1室1厅 | 33平米 | 南 | 其他,中楼层(共8层)  1994年建板塔结合  -,
万象新园 3室2厅 620万,单价57408元/平米,620,| 3室2厅 | 108平米 | 东南 | 其他,高楼层(共32层)  2000年建板塔结合  -,
华府苑正规一房一厅以改两房，精装修状态买进即可住！,单价55814元/平米,240,| 2室1厅 | 43平米 | 东南 | 精装,高楼层(共7层)  1990年建板塔结合  -,
诺德假日花园精装西南朝向小两房业主诚信出售,单价79167元/平米,380,| 2室1厅 | 48平米 | 西北 | 其他,中楼层(共29层)  2009年建板塔结合  -,
百富大厦南山区 1室1厅 250万,单价65790元/平米,250,| 1室1厅 | 38平米 | 南 | 其他,低楼层(共24层)  2004年建板塔结合  -,
华桥城纯水岸十五期 四房 纯毛坯,单价110442元/平米,2750,| 4室2厅 | 249平米 | 南 | 毛坯,高楼层(共30层)  2013年建板塔结合  -,
业主诚心出售 实验学位,单价53405元/平米,720,| 4室2厅 | 134.82平米 | 南 | 其他,高楼层(共7层)  1996年建板塔结合  -,
南粤明珠 满五年唯一 黄金楼层 重点学区 诚心出售,单价80447元/平米,720,| 3室1厅 | 89.5平米 | 北 | 简装,中楼层(共32层)  2002年建塔楼  -,
东南向通风采光好，楼层佳、安静,单价72500元/平米,870,| 3室2厅 | 120平米 | 南 | 其他,低楼层(共33层)  1996年建板塔结合  -,
现代城华庭 南山中心区价格洼地 身处南山核心商圈,单价40085元/平米,950,| 5室3厅 | 237平米 | 南 | 其他,高楼层(共33层)  2004年建板塔结合  -,
四海宜家 精装修3房2卫 西南向,单价68422元/平米,780,| 3室2厅 | 114平米 | 西南 | 其他,高楼层(共18层)  2006年建板塔结合  -,
春树里 红本在手满5年 近地铁 业主诚心卖,单价72973元/平米,540,| 3室2厅 | 74平米 | 西南 | 其他,中楼层(共18层)  2005年建板塔结合  -,
星海名城二期 三房出售  无税 红本在手,单价62366元/平米,580,| 3室2厅 | 93平米 | 西北 | 其他,低楼层(共14层)  2002年建板塔结合  -,
蔚蓝海岸2期精装4房，满五不唯一，看房方便。,单价88608元/平米,1400,| 4室2厅 | 158平米 | 南 | 精装,中楼层(共18层)  2003年建塔楼  -,
桃源村 小区中心 安静 满五年唯一实用3房,单价50000元/平米,355,| 3室2厅 | 71平米 | 南 北 | 其他,低楼层(共7层)  1997年建板楼  -,
香山美墅 全新房 三面采光 户型方正视野好,单价90257元/平米,1760,| 4室2厅 | 195平米 | 南 | 其他,中楼层(共13层)  塔楼  -,
京基御景东方 大平面 东南向,单价97873元/平米,2300,| 4室2厅 | 235平米 | 东南 | 其他,低楼层(共33层)  2006年建塔楼  -,
阳光里标准两房 主卧出阳台 换房出售,单价84445元/平米,380,| 2室2厅 | 45平米 | 北 | 其他,低楼层(共31层)  2012年建板塔结合  -,
科技园三十六区 科苑花园 三居室 南外学位,单价69388元/平米,680,| 3室2厅 | 98平米 | 南 | 其他,中楼层(共7层)  板塔结合  -,
紫竹园 南北三居 采光好 间距大 学位没用 有钥匙可看,单价60318元/平米,380,| 3室1厅 | 63平米 | 南 | 简装,中楼层(共8层)  1989年建板塔结合  -,
京基御景东方大气4改3房,单价103627元/平米,2000,| 5室3厅 | 193平米 | 西北 | 其他,中楼层(共18层)  2006年建塔楼  -,
曦湾天馥 189平米存大户型 南北通透 视野好,单价124075元/平米,2280,| 5室2厅 | 183.76平米 | 南 | 毛坯,高楼层(共29层)  板塔结合  -,
太古城北区 附送20平米 大4房 南北通透,单价99359元/平米,1550,| 4室2厅 | 156平米 | 南 北 | 其他,高楼层(共29层)  2010年建板塔结合  -,
鲸山觐海 复式叠加别墅 满两年红本在手有钥匙,单价84184元/平米,2500,| 4室2厅 | 296.97平米 | 西南 | 毛坯,中楼层(共10层)  2014年建板塔结合  -,
半岛城邦二期 西南向 177平4房 精装修,单价81921元/平米,1450,| 4室2厅 | 177平米 | 南 | 精装,中楼层(共32层)  2009年建板塔结合  -,
南海玫瑰花园一期 顶层 视野宽阔 交通便利,单价76819元/平米,1700,| 5室2厅 | 221.3平米 | 南 | 其他,高楼层(共17层)  2003年建板塔结合  -,
纯水岸九期精装豪宅 红本在手 满两年 南北通透,单价122449元/平米,3000,| 4室2厅 | 245平米 | 南 | 其他,中楼层(共32层)  2009年建板塔结合  -,
精装修  经典三房  交通便利  免个税营业税,单价68865元/平米,800,| 3室2厅 | 116.17平米 | 东北 | 精装,中楼层(共34层)  1997年建板塔结合  -,
星海名城六期，大客厅南北通透 居家首选！,单价66238元/平米,1100,| 3室2厅 | 166.07平米 | 东南 | 精装,中楼层(共26层)  1998年建板塔结合  -,
珑御府旷世臻品  稀珍独一顶层复式,单价251029元/平米,6100,| 8室4厅 | 243平米 | 南 | 毛坯,高楼层(共27层)  2014年建板楼  -,
新一代国际公寓户型方正交通便利小区环境,单价63954元/平米,275,| 1室0厅 | 43平米 | 南 | 其他,低楼层(共31层)  2004年建塔楼  -,
侨州花园,单价56911元/平米,210,| 1室1厅 | 36.9平米 | 北 | 其他,高楼层(共8层)  1993年建板楼  -,
鲸山觐海小区中间叠拼复式结构 面朝深圳湾,单价117858元/平米,3300,| 3室2厅 | 280平米 | 南 | 简装,低楼层(共1层)  2014年建板塔结合  -,
天鹅堡满五年唯一红本在手看山看海看湖景，视野一级棒,单价77514元/平米,1900,| 4室2厅 | 245.12平米 | 南 北 | 简装,高楼层(共30层)  2002年建板塔结合  -,
鲸山觐海 精装四房 背山看海,单价76733元/平米,1550,| 4室2厅 | 202平米 | 东南 | 其他,高楼层(共24层)  2014年建板塔结合  -,
苏豪名厦大单间，交通方便配套成熟。,单价41177元/平米,210,| 1室0厅 | 51平米 | 南 | 简装,低楼层(共28层)  板塔结合  -,
港湾丽都  前海自贸区  地铁三房,单价67227元/平米,800,| 3室2厅 | 119平米 | 南 | 其他,中楼层(共18层)  2003年建板塔结合  -,
悠然天地家园 小区中心 满五唯一 学位可用,单价93142元/平米,1350,| 4室2厅 | 144.94平米 | 南 | 精装,中楼层(共18层)  2004年建板塔结合  -,
兰溪谷一期 带学位 精装修  安静宜居家,单价93960元/平米,1400,| 4室2厅 | 149平米 | 北 | 其他,高楼层(共16层)  2004年建板楼  -,
南北通透4房子，花园中心安静不吵,单价67769元/平米,820,| 4室2厅 | 121平米 | 南 北 | 简装,中楼层(共9层)  2001年建板塔结合  -,
苏豪名厦 地铁口物业 配套完善,单价42157元/平米,215,| 1室1厅 | 51平米 | 东 | 其他,中楼层(共28层)  板塔结合  -,
鲸山觐海 南北通透四房 红本在手 满两年 自住看房方便,单价92392元/平米,1700,| 4室2厅 | 184平米 | 西南 | 其他,高楼层(共24层)  2014年建板塔结合  -,
润城花园三房安静 小区环境好 未来地铁口,单价52338元/平米,515,| 3室2厅 | 98.4平米 | 南 | 简装,低楼层(共11层)  2004年建板塔结合  -,
纯海岸 客厅出大阳台 观深圳湾海景  复式,单价101563元/平米,1950,| 5室2厅 | 192平米 | 南 | 精装,高楼层(共22层)  2005年建板楼  -,
中信红树湾338平米，稀缺大复式，毛坯房,单价147929元/平米,5000,| 5室3厅 | 338平米 | 南 | 毛坯,中楼层(共30层)  2008年建板楼  -,
红树西岸 海滨实验小学学区 经典3房,单价107193元/平米,2100,| 4室2厅 | 195.91平米 | 东 西 | 精装,中楼层(共31层)  2005年建塔楼  -,
朝南，户型方正，业主诚意出售,单价75302元/平米,1250,| 4室2厅 | 166平米 | 东南 | 精装,高楼层(共32层)  2001年建板塔结合  -,
业主诚心出售 小区楼王位置 高区视野超级棒,单价78489元/平米,1350,| 4室2厅 | 172平米 | 南 北 | 精装,高楼层(共33层)  2012年建板塔结合  -,
中信红树湾目前少见的高层复式！东南向！6米挑高！,单价126904元/平米,2500,| 3室2厅 | 197平米 | 东南 | 其他,中楼层(共32层)  2007年建板楼  -,
众冠花园 复试大五房，单价低，双地铁口,单价36843元/平米,700,| 5室1厅 | 190平米 | 南 | 其他,高楼层(共7层)  1999年建板楼  -,
香瑞园北区，精装4房，中间楼，价格实中,单价61798元/平米,1100,| 4室2厅 | 178平米 | 北 | 精装,中楼层(共11层)  2009年建板塔结合  -,
星海名城南北通透3+1房，红本在手,单价63552元/平米,680,| 4室2厅 | 107平米 | 南 北 | 简装,中楼层(共9层)  2001年建板塔结合  -,
华侨城香山里 安静3+1房,单价72945元/平米,1100,| 3室2厅 | 150.8平米 | 东南 | 其他,低楼层(共33层)  2012年建板塔结合  -,
宝能华府 带精装  满二年  西南向,单价78652元/平米,700,| 4室2厅 | 89平米 | 东南 | 精装,高楼层(共32层)  2014年建板楼  -,
半岛城邦 一本证 南北通透 满五年 有钥匙,单价85715元/平米,1200,| 4室2厅 | 140平米 | 南 | 精装,低楼层(共30层)  2009年建板塔结合  -,
南山中心信和自由广场精装四房红本在手满五,单价61382元/平米,820,| 4室2厅 | 133.59平米 | 东南 | 其他,高楼层(共28层)  2006年建板塔结合  -,
麒麟花园二期，南向2房，安静不吵，学位可用,单价75132元/平米,600,| 2室2厅 | 79.86平米 | 南 | 精装,低楼层(共17层)  1999年建板塔结合  -,
雍景湾 东南向 179平4房 学位房 豪华装修,单价103352元/平米,1850,| 4室2厅 | 179平米 | 南 | 精装,高楼层(共31层)  2012年建板塔结合  -,
麒麟花园 5室2厅 1700万,单价72962元/平米,1700,| 5室2厅 | 233平米 | 南 北 | 其他,高楼层(共9层)  板楼  -,
棕榈园三房  客厅主卧双阳台   采光好,单价71288元/平米,720,| 3室2厅 | 101平米 | 西南 | 其他,中楼层(共11层)  2002年建板塔结合  -,
海明阁标准大三房使用率高中间楼层业主诚心出售。,单价40567元/平米,430,| 4室2厅 | 106平米 | 南 北 | 其他,中楼层(共8层)  板楼  -,
稀缺大户型 方正四房 全新装修,单价95455元/平米,2100,| 4室2厅 | 220平米 | 南 | 其他,低楼层(共41层)  2015年建板塔结合  -,
爱榕园  南北通透 三居室  看房方便,单价66868元/平米,555,| 3室2厅 | 83平米 | 南 | 其他,低楼层(共7层)  1995年建板塔结合  -,
中爱花园 精品一居室  中间楼层 满五年红本 税费少,单价61225元/平米,300,| 1室2厅 | 49平米 | 西南 | 其他,中楼层(共15层)  2003年建板塔结合  -,
星海名城三期 3室2厅 680万,单价73095元/平米,680,| 3室2厅 | 93.03平米 | 西北 | 其他,中楼层(共28层)  2004年建板塔结合  -,
钜建大厦精装两房采光好交通便利视野开阔,单价47771元/平米,345,| 2室2厅 | 72.22平米 | 南 | 其他,高楼层(共24层)  1996年建塔楼  -,
桃源村三期 精装修 正规大三房 视野开阔,单价54944元/平米,489,| 3室2厅 | 89平米 | 北 | 精装,高楼层(共35层)  2008年建板楼  -,
满五唯一，南外学位，高楼层，视野好。,单价69334元/平米,520,| 2室2厅 | 75平米 | 北 | 其他,中楼层(共25层)  2003年建板塔结合  -,
春树里 三房 赠送面积大 旁边就是地铁,单价74706元/平米,705,| 3室2厅 | 94.37平米 | 东南 | 其他,高楼层(共18层)  2005年建板塔结合  -,
星海一期南向大2居安静看花园少税,单价65715元/平米,460,| 2室2厅 | 70平米 | 东南 南 | 其他,中楼层(共9层)  2001年建板塔结合  -,
星海名城二期七组团 正规三房东南向 精装诚售,单价65938元/平米,633,| 3室2厅 | 96平米 | 东南 | 其他,低楼层(共18层)  2009年建板塔结合  -,
荔苑小区 你不主动打电话 我们就永远没机会,单价51021元/平米,500,| 3室2厅 | 98平米 | 南 | 其他,中楼层(共7层)  板塔结合  -,
