name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
锦明街 方正两房 黄金楼层 家电齐全,60平米,3000,黄埔大道中锦明街,2室1厅,
舒适住所 采光好 宁静舒适,67平米,1800,东圃富华楼,2室1厅,
保利中达广场 豪华商住两用的公寓,123平米,20000,保利中达,3室1厅,
时代花生 一房一厅 装修保养好 拎包入住,50平米,3500,时代花生一期,1室1厅,
尚东美御 通风好，视野好，房子格局合理,172平米,18920,尚东美御,3室2厅,
赛拉维 精装三房 家私电齐全 拎包入住,103平米,5500,赛拉维,2室1厅,
武警大院 业主放租仓库,46平米,5000,武警大院,1室0厅,
盈嘉花园 高层2房 拎包入住,86平米,5500,盈嘉花园,2室1厅,
汇峰 漂亮三房 首次出租,135平米,13000,汇峰,3室2厅,
美林湖畔花园 采光好 视野广阔,120平米,5500,美林湖畔花园,3室2厅,
汇景新城 全新部分家私电 安静舒适,220平米,22000,汇景新城中央庭院,5室3厅,
新大厦国际公寓 南向大三房,168平米,12000,新大厦国际公寓,3室2厅,
瑞安创逸 办公装修 高端楼盘 近地铁,97平米,10500,瑞安·创逸,2室1厅,
华景新城 精装修标准复式 拎包入住,47平米,4600,华景新城信华花园,1室1厅,
业主放租  南向温馨小三房,88平米,7500,隽峰苑,3室2厅,
居家四房 采光好 楼王单位,141平米,8000,富力院士庭C2区,4室2厅,
天河新作 实用三房 保养装修好 交通方便,140平米,16000,天河新作,3室2厅,
高教花园3栋,120平米,7000,华师大学宿舍高教新村,3室2厅,
东方新世界  装修保养好   家私家电齐,87平米,5500,东方新世界,2室2厅,
阳光假日园 南向3房 高楼层 采光十足,92平米,4800,阳光假日园,3室2厅,
天河北 光华大厦 办公装修 家电齐全,171平米,12500,光华大厦,5室1厅,
天朗明居 精装三房 南向望泳池 采光好,87平米,4600,富力天朗明居S区,3室2厅,
穗园小区 机关房改，安静小区,101平米,5000,穗园小区,3室2厅,
华景新城小城之春 东南向四房 安静望花园,150平米,8000,小城之春,4室2厅,
公安宿舍 舒适三房 家电全齐 装修保养好,74平米,4200,员村公安宿舍,3室2厅,
利雅湾 高层景观房 东南向采光好,125平米,8000,利雅湾,2室2厅,
侨怡苑 小三房 学位房 温馨舒适,90平米,6500,侨怡苑,3室1厅,
中怡实用3房，高层安静采光佳 家电齐全,104平米,9000,中怡城市花园,3室2厅,
中信国际公寓 豪华装修 超靓景观,182平米,20000,中信广场,3室1厅,
尚东宏御 地铁上盖 户型方正,141平米,14000,尚东宏御,3室2厅,
温馨豪华装修大三房 南北通透 居家首选,103平米,2000,华景新城沁馥佳苑,3室2厅,
翠湖山庄 豪华三房 电梯推荐 安静,106平米,7000,翠湖山庄,3室2厅,
侨林苑三期 新装修 拎包入住,117平米,7500,侨林苑三期,3室2厅,
实用温馨单位 配套完善,155平米,12000,力迅上筑西区,4室2厅,
卫生院宿舍 采光好 房间大 家私家电齐全,108平米,5000,卫生院宿舍,4室2厅,
龙怡苑温馨一房、居家首选,40平米,2200,龙怡苑,1室1厅,
美林海岸花园，大三房，家私电齐全,109平米,6000,美林海岸花园海星苑,3室2厅,
豪华三房放租 看房方便,173平米,18800,誉峰,3室2厅,
保利香槟花园 欧式三房 地铁上盖,120平米,8800,保利香槟花园夏尔(1栋),3室2厅,
威立大厦 办公装修 临近地铁三号六号,60平米,6000,威立大厦,1室0厅,
尚东美御 户型方正 采光充足 豪华装修,138平米,8000,尚东美御,3室2厅,
链家满堂红 盈嘉花园 舒适两房 拎包入住,99平米,6000,盈嘉花园,2室1厅,
侨翠苑 环境好 户型方正 交通方便,48平米,3000,侨翠苑,2室1厅,
双城国际公寓 精致大单间 地铁沿线,35平米,3800,双城国际公寓,1室0厅,
金润大厦 2室2厅 5300元,78平米,5300,金润大厦,2室2厅,
保利中达 3室2厅 20000元,122平米,20000,保利中达,3室2厅,
高档舒适单间 时尚家私配套 拎包即住,42平米,6000,广弘天琪,1室0厅,
侨兴苑大单房 温馨舒适 家电全齐 拎包入,25平米,1800,侨兴苑,1室0厅,
中信国际公寓 豪华装修 证够2年 可租售,183平米,15000,中信广场,3室2厅,
鸿翔大厦 一房一厅 可拎包入住,42平米,3600,鸿翔大厦,1室0厅,
四航局大院 交通方便 温馨小屋,37平米,2800,四航局大院,1室1厅,
濂泉西路95号大院 格局方正  低楼层,60平米,3000,濂泉西路95号大院,2室1厅,
尚东美御 高档小区 临近地铁交通便利,225平米,24750,尚东美御,1室1厅,
六运小区 地铁出口 新装修 急租,95平米,6000,六运小区六运一街,3室2厅,
华景新城泽晖苑 出租主卧 仅租1600,90平米,1600,华景新城泽晖苑,3室1厅,
广弘天琪 稀少小两房 63平米,64平米,8500,广弘天琪,2室1厅,
富力盈盛广场 A栋公寓 2506,153平米,15000,富力盈盛广场,3室2厅,
高端小区 环境优雅 南北对流 安静舒适,170平米,13500,富力天河华庭,4室2厅,
珠江新城 保利心语花园 精装修 舒适居家,115平米,9500,保利心语花园,3室2厅,
保利中汇广场 商住楼 近广州火车东站,99平米,12000,保利中汇广场,2室1厅,
林和东小区 三房一厅 干净装修 拎包既住,90平米,4500,林和东小区,3室1厅,
燕东大厦精装修大单间，居家首选,57平米,2600,燕东大厦,1室1厅,
侨源山庄雅侨楼B栋,88平米,4500,侨源山庄雅侨楼,3室1厅,
富力盈力史丹尼公寓,140平米,17500,富力盈力大厦,3室2厅,
利汇名悦大厦 豪华装修 高档四房,210平米,22000,利汇名悦大厦,4室2厅,
保利中达广场三层复式商住两用的公寓,64平米,10000,保利中达,1室1厅,
力迅上筑商务公寓 商住两用,46平米,4500,力迅上筑Mintel商务公寓,1室1厅,
协和新世界 2房2厅豪装 拎包入住,95平米,8500,协和新世界,2室2厅,
汇峰苑 南向三房 精致装修,136平米,12000,汇峰,3室2厅,
嘉裕君玥公馆 装修靓 保养好 地铁上盖,142平米,15000,嘉裕君玥公馆,4室2厅,
朱美拉公寓 南向三房放租 空房包车位,140平米,12000,朱美拉公寓,3室2厅,
龙怡苑 近BRT 格局好 房子光线好,43平米,2200,龙怡苑,1室1厅,
芳满庭园 豪装三房 全新装修 家私齐全,97平米,5500,华景新城芳满庭园,3室2厅,
朱美拉 南向三房 高层景观好 豪华装修,165平米,18000,朱美拉公寓,3室2厅,
星汇云锦 豪华装修 户型方正大三房,241平米,20000,星汇云锦,3室2厅,
天河北 朝晖苑 精装两房  首次放租,80平米,5500,朝晖苑,2室1厅,
珠江璟园 珠江新城CBD 高端豪装豪宅修,183平米,20000,颐德公馆,3室2厅,
给你一个舒适.温暖.的办公地点,163平米,10000,东璟花园,4室2厅,
富力盈盛 温馨豪装 配套成熟 宜商宜居修,150平米,15000,富力盈盛广场,3室2厅,
隽封苑跃式单位 稀缺正南 大四房 中高楼,167平米,11000,隽峰苑,4室2厅,
中海璟晖 中高楼层  家私家电齐全拎包入,89平米,8000,中海璟晖华庭,2室1厅,
珠江新城 兴盛路 保利心语 温馨两房,73平米,6500,保利心语花园,2室2厅,
装修保养好 舒适三房,96平米,7800,东方新世界熹园,3室2厅,
珠江新城隽峰苑家电齐全交通便利拎包入住,62平米,6500,隽峰苑,2室1厅,
富力花园 实用两房 采光好 户型方正,60平米,1999,富力花园F栋,2室1厅,
珠江都荟 方正两房 西南向 采光良好,88平米,8500,珠江都荟华庭,2室2厅,
力迅上筑 交通方便 复式一房,30平米,4000,力迅上筑Mintel商务公寓,1室1厅,
名雅苑 实用三房 精装修 交通方便,109平米,6500,名雅苑雅兴阁,3室2厅,
装修保养很好 南向两房 价格笋,91平米,4500,新世界东逸花园,2室2厅,
富力新村，格局方正,采光通透 。,40平米,2000,富力新村,1室1厅,
富力盈盛 温馨豪装 配套成熟 宜商宜居修,150平米,15000,富力盈盛广场,3室2厅,
汇峰苑 品质小区 雅致两房 高层景观,102平米,9500,汇峰,2室2厅,
龙怡苑 南向物业 价格美丽 大三房,106平米,3300,龙怡苑,3室2厅,
朱美拉公寓 温馨三房 业主诚心放租,139平米,12000,朱美拉公寓,3室2厅,
公安宿舍电梯三房出租一房 看房方便,12平米,1600,华景公安宿舍,1室0厅,
方圆月岛 小复式 豪华装修,73平米,8500,方圆月岛,1室1厅,
沾益直街87号之二 员工宿舍 实用三房,80平米,4500,林和东路沾益直街,3室1厅,
荟茗阁 南向三房 望花园,93平米,4800,华标广场,3室2厅,
富力盈盛 温馨豪装 配套成熟 宜商宜居,150平米,15000,富力盈盛广场,3室2厅,
耀星华庭 实用单间 家私齐全 拎包入住,27平米,3000,耀星华庭,1室0厅,
佳润上品菁园 精致二房 配齐全新家电家私,50平米,3600,佳润上品菁园,1室1厅,
安骏大厦 精致装修 家私家电齐全,76平米,6000,安骏大厦,2室2厅,
【满堂红链家】怡侨大厦 精致2房 美~,71平米,4000,怡侨大厦,2室1厅,
珠江新城誉峰园,249平米,25000,誉峰,4室2厅,
骏景花园 实用2房 装修保养好,89平米,4300,骏景花园北苑骏华轩,2室1厅,
天河北 两房两厅 金润大厦 家私电齐全,77平米,5500,金润大厦,2室2厅,
中海花城湾 温馨舒适两房 业主诚心出租,84平米,8500,中海花城湾,2室1厅,
朱美拉公寓 豪华装修 地铁上盖,55平米,6000,朱美拉公寓,1室0厅,
利雅湾 全新放租 家电齐全 业主诚心放租,125平米,8000,利雅湾,3室2厅,
领峰园 W国际公寓 豪华单间 拎包入住,42平米,6000,领峰园,1室0厅,
六运小区精装一房交通方便拎包入住随时看房,75平米,4800,六运小区体育西横街,1室1厅,
天銮 超大4房 南北对流 一线江景,215平米,38000,天銮,4室2厅,
尚东美御 东向望花园 家私齐全,130平米,9500,尚东美御,4室2厅,
保利中达广场 南向主卧阳台,65平米,10000,保利中达,1室1厅,
泽晖苑 安静舒适三房,113平米,6000,华景新城泽晖苑,3室2厅,
珠江新城 CBD星级公寓 舒适一房,64平米,7300,朱美拉公寓,1室1厅,
中海花城湾 温馨两房 居家必选,72平米,8500,中海花城湾,2室2厅,
温馨舒适南向 保养新净 看房方便,119平米,8000,远洋明珠大厦,3室2厅,
盈彩美居 超笋两房 安静望花园 户型好,80平米,3500,盈彩美居华彩轩,2室2厅,
远洋名苑 精装两房 高楼层 采光好,81平米,3600,远洋明苑,2室2厅,
大两房 可办公合租 可注册 看房随时,98平米,5500,祥龙花园,2室1厅,
户型方正 家私电器全 装修靓丽,78平米,3500,盈彩美居云彩轩,2室2厅,
新世界东逸花园 方正两三房 南北对流,137平米,6800,新世界东逸花园,3室2厅,
理想青年荟 精装修复式单位 时尚一,46平米,4500,理想青年荟,1室2厅,
天鸿阁 精装修两房 家私电器齐全,85平米,4500,银燕大厦,2室1厅,
体育西路 天文苑 花园小区 装修好,98平米,7000,天文苑B栋,2室1厅,
保利中达广场 商住两用复式楼 南向望江,64平米,10000,保利中达,2室2厅,
华港花园 精致装修两房 家私电器齐全,72平米,3999,华港花园华港西街,2室1厅,
新世界东逸花园 方正三房 南北对流,110平米,6500,新世界东逸花园,3室2厅,
聚龙阁 厅出阳台 电梯三房 家电齐全,108平米,4500,聚龙阁,3室2厅,
天雅居 三房 保养还好 方便看房,89平米,3200,天雅居C区,3室1厅,
温馨小三房 东南向 采光通风好 家电齐全,84平米,4500,翰景轩,3室2厅,
保利心语 温馨舒适两房 简洁干净,80平米,7000,保利心语花园,2室2厅,
橡树园 实用三房 性价比高,93平米,4500,橡树园,3室1厅,
东方新世界 精装三房 家电齐全,93平米,6300,东方新世界,3室2厅,
珠江俊园 东南三房 视野开阔,107平米,5999,珠江俊园,3室2厅,
龙口西路 龙苑大厦 办公2房，配套成熟,74平米,4800,龙苑大厦,2室1厅,
漾晴居，大3房，花园小区,139平米,8500,漾晴居,3室2厅,
天鸿阁 精装3房 可商可住家,91平米,5200,银燕大厦,3室2厅,
11号大院 新装修家私家电齐 南北对流,50平米,3000,员村二横路11号大院,2室1厅,
中海璟晖华庭 宽敞三房放租,164平米,13000,中海璟晖华庭二期,4室2厅,
保林苑 精装两房 家电齐全 近地铁,86平米,7000,保利中心108公馆,2室2厅,
宏景台一房一厅少有的租房,45平米,4000,宏景台,1室1厅,
世纪华都 精致装修 家私家电齐全,39平米,3500,天诚广场世纪华都,1室1厅,
温馨单间 拎包入住 地铁上盖,43平米,4800,嘉裕礼顿阳光,1室0厅,
精致一房 拎包入住,45平米,3000,六运小区天河南一路,1室1厅,
保利心语花园 两室两厅 家电齐全,81平米,7500,保利心语花园,2室2厅,
一房一厅 家私家电齐全 安静舒适,40平米,3800,丽晶华庭,1室1厅,
星汇云锦 吉屋放租 家私家电可以自由搭配,86平米,9500,星汇云锦,1室1厅,
新达城商务公寓 清净装修 家私家电齐全,45平米,3000,新达城广场,1室0厅,
江源半岛花园 温馨大三房 家电齐全,102平米,6500,江源半岛花园,3室2厅,
MBA国际公寓 精装修 安静单间 通风采,44平米,3600,MBA国际公寓,1室0厅,
易丰大厦 精装大单间 安静舒适 拎包入住,42平米,3500,易丰大厦,1室0厅,
保利心语花园,112平米,8800,保利心语花园,3室2厅,
天河旺区 嘉宝华庭 2房间隔方正 保养佳,85平米,5700,嘉宝华庭,2室1厅,
保利中达广场 近地铁 3层复式 可注册,73平米,13000,保利中达,3室2厅,
富力盈力大厦（史丹尼国际公寓）,40平米,4000,富力盈力大厦,1室0厅,
东方都会广场 复式单位 时尚装修,34平米,3500,东方都会广场,1室2厅,
邻近华师地铁口，五山公交站，交通便利,105平米,4000,天立大厦,2室2厅,
棠德花园 复式两房！,67平米,2400,棠德花园D区,2室1厅,
天誉花园 装修新 家私电器齐全 近地铁,90平米,6000,天誉花园,3室2厅,
汇景新城 棕榈园 低层复式单位 绿化率高,350平米,25000,汇景新城棕榈园,5室2厅,
嘉华楼，地铁旁物业，投资首选,93平米,3000,嘉华楼A区,2室1厅,
电梯洋房 精装 拎包即住 交通便利,130平米,12000,嘉裕君玥公馆,3室2厅,
棠德花园 复式两房 拎包入住修改房评,44平米,2000,棠德花园C区,1室1厅,
天河北，天河新作，3房2厅,135平米,15000,天河新作,3室2厅,
体育学院内三房,家私齐全 环境优静,80平米,5500,广州体育学院,3室2厅,
侨怡苑 温馨一房 出行方便 上班族首选,35平米,2200,怡侨大厦,1室1厅,
骏景花园 精装北向三房,109平米,5500,骏景花园北苑骏雅轩,4室2厅,
汇景新城 上城峰境,236平米,20001,汇景新城上城峰境,4室2厅,
汇峰 酒店公寓 家私齐配 可拎包入住,46平米,5200,汇峰,1室0厅,
天雅居 两房两厅 家电齐全 拎包入住,77平米,2800,天雅居A区,2室1厅,
翠雅苑 房间隔方正 东南靓向 电梯房,87平米,5000,翠雅苑,2室1厅,
珠光新城国际中心 地铁潭村上盖 精装修,58平米,8000,珠光新城国际中心,1室1厅,
汇峰国际公寓 地铁上盖 豪华2房,86平米,8500,汇峰,2室2厅,
方圆月岛 豪华装修 配齐家私家电,164平米,20000,方圆月岛,3室2厅,
瑞安创逸 办公装修两房 很少房租,103平米,12000,瑞安·创逸,2室2厅,
保利心语花园 高层精装两房 干净整洁,81平米,7300,保利心语花园,2室2厅,
隽峰苑 精致两房 精美家私 拎包入住,60平米,6499,隽峰苑,2室1厅,
太阳广场 阳光阁2房全家私电出租,89平米,5000,太阳广场,2室2厅,
【满堂红链家】龙怡苑温馨一房、居家首选,42平米,2100,龙怡苑,1室1厅,
舒适三房 南北通透 装修保养很好,105平米,4500,华港花园,3室2厅,
骏景花园南苑 最笋小三房,78平米,4500,骏景花园南苑骏弘轩,3室2厅,
天河北旺区 天誉花园 电梯豪华装修2房,90平米,14000,天誉花园,2室2厅,
天河广场 中心商业地段 升值空间大,77平米,3800,天河广场,2室1厅,
首次放租，家私家电全齐，拎包入住,94平米,5500,东方新世界,2室2厅,
汇景新城 中央庭院 大平层豪华四房修改房,250平米,25000,汇景新城中央庭院,4室2厅,
华景新城 信华花园 温馨两房 家私齐全,85平米,4500,华景新城信华花园,2室1厅,
盈彩美居 三期三房 家电齐全 户型方正,97平米,4499,盈彩美居菁晖轩,3室1厅,
南骏大厦 大户型 豪华装修修改房评,130平米,7000,南骏大厦,3室2厅,
富力盈力 商住两用 大单间 办公装修,50平米,5000,富力盈力大厦,1室0厅,
瑞安创逸 办公装修 高端楼盘 近地铁,49平米,5300,瑞安·创逸,1室1厅,
五山路 金山轩 厅出阳台 四房两厅,156平米,8300,金山轩,4室1厅,
尚东君御雅苑 吉屋出租 豪华装修,150平米,16000,尚东君御雅苑,3室2厅,
尚东君御 豪华装修 安静舒适 拎包入住,39平米,6000,尚东君御雅苑,1室1厅,
嘉华楼，地铁旁物业，投资首选,96平米,3199,嘉华楼A区,3室2厅,
领峰 拎包入住 风情典雅,82平米,8500,领峰园,1室1厅,
嘉裕丹顿阳光 稀缺户型 首次放租 保养好,83平米,7500,嘉裕丹顿阳光,1室1厅,
自住首选 领峰 高档时尚装修 地铁上盖,82平米,9000,领峰园,1室1厅,
天河南一房一厅采光通透拎包入住,50平米,3200,六运小区天河南一路,1室1厅,
温馨复式住宅 拎包即住 安静望花园 诚租,73平米,9500,方圆月岛,1室1厅,
赛拉维 三房两厅 拎包入住,112平米,5500,赛拉维,3室2厅,
领峰园 南向三房 配套齐全 拎包即住,139平米,9400,领峰园,3室2厅,
东晖花园 南向三房 拎包入住,83平米,5000,东晖花园旭日居,3室1厅,
天一庄 高层 精装修 现吉屋 可配齐家私,87平米,4800,赛拉维,2室2厅,
南北通透大两房,70平米,4300,豪景花园,2室1厅,
天力居 地铁口旁 小区成熟 配套齐全,56平米,3300,天力居,2室2厅,
喜洋居 干净3房 采光好 看房方便,85平米,5299,喜洋居,3室1厅,
慧仪楼 精美装修 原两房改一房 温馨舒适,62平米,4500,慧仪楼,1室1厅,
富力盈力 商住两用 大单间 办公首选,51平米,4800,富力盈丰大厦,1室0厅,
尚东君御 地铁上盖 家私家电齐全 豪装,91平米,12000,尚东君御雅苑,3室2厅,
珠江新城 保利心语 精装两房 交通方便,82平米,7000,保利心语花园,2室1厅,
金穗大厦 黄金地段 电梯三房 交通便利,92平米,5500,金穗大厦,3室1厅,
天誉华庭 温馨三房 可拎包入住,149平米,10000,天誉华庭,3室2厅,
装修保养好,高层单位。南北对流，景观一流,209平米,22000,汇景新城龙熹山,4室2厅,
精理想地 用心的装修,45平米,4800,华景新城信华花园,1室1厅,
信华花园 二期 高档家私家电齐全 高层,103平米,8000,华景新城信华花园,3室2厅,
暨南花园 豪装三房 配套齐全,110平米,6000,暨南花园,3室2厅,
汇景新城 龙熹山 家私家电齐全 全新未入,246平米,28000,汇景新城龙熹山,4室2厅,
珠江新城 方圆月岛 豪华复试 拎包入住,73平米,8500,方圆月岛,1室1厅,
复式5房 装修靓 够大气 小区环境优美,230平米,15000,帝景苑,5室2厅,
骏景花园 精品三房 格局方正 户型实用,105平米,5800,骏景花园南苑骏弘轩,3室2厅,
珠光新城御景 地铁上盖 户型方正,76平米,4499,珠光新城御景,2室2厅,
汇峰苑 二房二房 精致装修,101平米,8800,汇峰,2室2厅,
领峰园 超级豪华装修 南北对流 有钥匙,160平米,19000,领峰园,3室2厅,
2房 东向，安静望天河公园 租5000元,97平米,5000,方圆公园一号,2室2厅,
汇景新城 中央庭院 南北对流 热点中层,219平米,22000,汇景新城中央庭院,4室2厅,
西雅苑 电梯高层南向大两房 豪华装修,92平米,6000,西雅苑,2室2厅,
嘉裕公馆 珠江新城 方正豪华三房出租,157平米,16000,嘉裕公馆,3室2厅,
精装三房 户型方正 采光通风好 环境优雅,96平米,3400,棠新小区3栋,3室2厅,
骏景花园 精品三房 家私齐全 拎包入住,103平米,4800,骏景花园北苑骏翔轩,3室2厅,
嘉裕礼顿 稀缺三房 家私齐全 拎包入住,127平米,9000,嘉裕礼顿阳光,3室2厅,
汇景新城 龙熹山 视野无遮挡 安逸舒适,168平米,14000,汇景新城龙熹山,3室2厅,
珠江新城 地铁房源 配齐家私电器,89平米,7500,隽峰苑,3室2厅,
隽园 精装三房 拎包入住 生活便利,130平米,6500,隽园,3室2厅,
嘉裕公馆 奢华豪装 南北对流,154平米,30000,嘉裕公馆,3室2厅,
95号大院 格局方正 采光通风好,65平米,2900,濂泉西路95号大院,2室1厅,
棠德花园 中层采光好 装修保养佳,73平米,3000,棠德花园E区,3室2厅,
骏景花园高楼层 精装修,142平米,7000,骏景花园南苑骏霖轩,4室2厅,
天河北嘉尚国际 省级学位 东南靓向3阳台,120平米,7500,嘉尚国际公寓,4室2厅,
益庭阁 南向三房 户型方正 装修保养好,80平米,2800,益庭阁,3室2厅,
华建小区 三房二厅 通风采一流 交通,100平米,4600,华建小区,3室1厅,
粤垦侨英花园纯南向精装3房 家电齐全,110平米,6500,侨英花园,3室2厅,
新世界东逸花园 锦逸 家私家电齐全,110平米,8000,新世界东逸花园,3室2厅,
精装两房，装修保养好..........,77平米,4800,龙口中路,2室2厅,
汇景新城 棕榈园 低层望花园 绿色大氧吧,201平米,20000,汇景新城棕榈园,4室2厅,
星汇云锦 豪华一房 家私家电齐全,97平米,11000,星汇云锦,2室1厅,
嘉裕公馆 豪华装修 高层景观,153平米,18000,嘉裕公馆,3室2厅,
乐雅苑 南向大三房,115平米,4500,乐雅苑,3室1厅,
金田花园 东南靓向 超值两房,78平米,5000,金田花苑,3室2厅,
高端公寓 新靓家私 首次出租,87平米,12800,佛奥广场,2室1厅,
高端公寓 新靓家私 首次出租,87平米,12800,佛奥广场,2室1厅,
骏景花园 精品南北对流 三房 合租的一房,100平米,1500,骏景花园北苑骏晖轩,3室2厅,
龙熹山 南北通透 高层视野开阔 人生殿堂,250平米,16000,汇景新城龙熹山,4室2厅,
叠翠台 西南向温馨三房 家私家电齐全,99平米,8000,叠翠台,3室2厅,
骏景花园北苑 黄金楼层 三房放租,106平米,4800,骏景花园北苑骏宇轩,3室2厅,
广海花园 旺中带静 临BRT,82平米,5000,广海花园一期,3室1厅,
跃式单位，稀缺正南，大4房，中高楼，视野,166平米,13799,隽峰苑,4室2厅,
天河 暨南花园 电梯三房,24平米,2100,暨南花园,1室1厅,
龙口东路 天诚广场  交通方便,103平米,5800,天诚广场世纪华都,3室2厅,
保利心语 中高层 精致两房 家私配齐,72平米,7000,保利心语花园,2室2厅,
太阳城广场 精致一房一厅出租 豪华装修,68平米,5800,珠江太阳城广场裕富,1室1厅,
芳满庭院 漂亮两房 家电齐全 干净整洁,74平米,4500,华景新城芳满庭园,2室2厅,
天朗明居 温馨两房 精装修 拎包入住,65平米,3699,富力天朗明居N区,2室1厅,
南国嘉园 正规三房 两厅 高层 望珠江,72平米,4300,南国嘉园,3室2厅,
美林海岸花园 ，居家小三房，合租都可，家,94平米,5000,美林海岸花园云河轩,3室2厅,
华景新城翠安侬苑 东北向大三房,109平米,6000,华景新城翠安侬苑,3室2厅,
中海璟晖华庭 小区花园  拎包入住,133平米,11000,中海璟晖华庭二期,3室2厅,
鸿翔大厦 通风采光好 家电齐全 拎包入住,41平米,3800,鸿翔大厦,1室0厅,
马赛国际公寓 户型方正 保养良好 拎包即,46平米,3500,马赛国际公寓,1室1厅,
中海花城湾 高层两房 格局方正,89平米,8800,中海璟晖华庭,2室1厅,
新达城公寓低楼层 家电齐全 干净舒适,41平米,2800,新达城广场,1室1厅,
方圆月岛 家电全齐 复式公寓 精致实用修,60平米,7300,方圆月岛,1室1厅,
中怡城市花园 精装修一房,42平米,4200,中怡城市花园,1室0厅,
珠光新城御景 地铁上盖 户型方正,79平米,7000,珠光新城御景,2室0厅,
协和新世界 南向两房 高层视野好,96平米,7500,协和新世界,2室2厅,
豪景花园 实用一房一厅 家电全齐,50平米,3000,豪景花园,1室1厅,
朱美拉公寓 1室1厅 6800元,64平米,6800,朱美拉公寓,1室1厅,
星汇园C区 3室1厅 10000元,119平米,10000,星汇园C区,3室1厅,
方圆月岛 3室3厅 17000元,159平米,17000,方圆月岛,3室3厅,
光华大厦 2室1厅 4500元,83平米,4500,光华大厦,2室1厅,
凯旋新世界枫丹丽舍 4室2厅 26000元,192平米,26000,凯旋新世界枫丹丽舍,4室2厅,
东圃公安宿舍 两房出租 采光好,71平米,2800,东圃公安宿舍,2室1厅,
珠江新城 保利心语花园 精装修 舒适居家,137平米,11000,保利心语花园,4室2厅,
金碧华庭 3室2厅 高层景观好,145平米,15000,金碧华府C区,3室2厅,
珠江新城 商住两用 中达广场,64平米,10000,保利中达,1室1厅,
马赛国际公寓 单间 近地铁 家私齐全,48平米,3000,马赛国际公寓,1室0厅,
富力新村，格局方正,实用率高。,40平米,2000,富力新村,1室1厅,
百脑汇科技大厦 交通方便 繁华地段,43平米,3000,百脑汇科技大厦,1室1厅,
马赛国际公寓 单间 近地铁 家私齐全,47平米,3399,马赛国际公寓,1室0厅,
金坤花园 简单单间 单身首选,25平米,1550,金坤花园金坤街,1室0厅,
力迅上筑西区 7室3厅 45000元,332平米,45000,力迅上筑西区,7室3厅,
客厅和两卧室朝东，布局合理，家私电器齐全,99平米,5000,方圆公园一号,5室2厅,
骏景花园南向三房 精装修,121平米,6300,骏景花园南苑骏明轩,3室2厅,
智景花园 超大六房 办公首选,208平米,7500,智景花园,6室2厅,
保利心语花园小区,110平米,8500,保利心语花园,3室2厅,
骏景花园 家私家电齐全 正南向放,109平米,4999,骏景花园北苑骏豪轩,3室2厅,
六运小区体育西横街 2室1厅 9000元,76平米,9000,六运小区体育西横街,2室1厅,
上品菁园 精装修一房 交通便利 拎包入住,51平米,3600,佳润上品菁园,1室1厅,
美居花园两房一厅 地铁上盖,70平米,2800,美居花园,2室1厅,
东方都会广场 家私电器齐全 温馨复式,39平米,3700,东方都会广场,1室1厅,
星辰大厦 商住两用 双地铁上盖 看房方便,175平米,14000,星辰财富港,3室2厅,
东圃中学宿舍 学区房 繁华地段 证满二年,86平米,3500,东圃中学宿舍,2室2厅,
汇景新城 龙熹山 南北通透 精致三房,178平米,11000,汇景新城龙熹山,3室2厅,
华标广场 精装三房 安静小区 约看,98平米,6000,华标广场,3室2厅,
富力盈丰大厦商用公寓两房 办公首选,52平米,7000,富力盈丰大厦,1室0厅,
地铁沿线 精致三房 温馨家室 采光超好,88平米,4100,盈彩美居云彩轩,3室2厅,
珠江俊园 精致四房 带重点学位,135平米,6500,珠江俊园,4室2厅,
东圃大马路 东圃富华楼 B2栋 0801,70平米,1300,东圃富华楼,2室1厅,
尚德大厦 地铁上盖 小户型,50平米,4000,尚德大厦,1室1厅,
南国花园  从新装房 花园社区 生活舒适,136平米,9000,南国花园C区,3室2厅,
星汇雅苑 近地铁 保养好,48平米,3800,星汇雅苑,1室1厅,
广弘天琪 园林小区 家电齐全 拎包入住,80平米,8500,广弘天琪,2室1厅,
太阳城广场 精致豪装一房 户型方正,67平米,6000,珠江太阳城广场裕富,1室1厅,
海关宿舍 精装修 住家三房,90平米,5000,海欣街海关宿舍,3室1厅,
保利心语花园 繁华中心地段 三房出租,112平米,8600,保利心语花园,3室2厅,
保利心语花园 南向温馨三房,110平米,8500,保利心语花园,3室2厅,
住家装修，家私电器全齐，拎包入住,80平米,4200,天隆花苑,2室1厅,
星汇云锦 豪华三房 西南向,194平米,19000,星汇云锦,3室2厅,
威立大厦 酒店式管理 近东站 交通便利,54平米,4000,威立大厦,1室1厅,
尚东君御开发商装修 进口家电配套,173平米,20000,尚东君御雅苑,4室2厅,
领峰公寓 豪华装修 干净舒适,43平米,6299,领峰园,1室0厅,
稀缺高层东向望花园 过五 唯一 没按揭,129平米,9000,星汇园A区,3室2厅,
汇峰国际公寓 CBD核心 地铁旁,42平米,5000,汇峰,1室0厅,
协和新世界 南向两房  拎包入住,83平米,6000,协和新世界,2室2厅,
加拿大花园 精装修两房 住家装修,90平米,4000,加拿大花园,2室1厅,
侨怡苑 经典住家 实用2房 出行方便,60平米,3800,侨怡苑,2室1厅,
穗园小区居家两房 厅大房大 家私齐全,85平米,4500,穗园小区,2室2厅,
