name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
金宇花园 南北对流 格局方正 低楼层,单价15493元/平米,110,| 2室1厅 | 71平米 | 南 | 简装,低楼层(共9层)  1996年建塔楼  -,
汾水小区 低层1房1厅 投资首选,单价15870元/平米,73,| 1室1厅 | 46平米 | 南 | 其他,中楼层(共9层)  2001年建塔楼  -,
西关尚品 地铁上盖 投资笋价,单价17895元/平米,68,| 1室0厅 | 38平米 | 南 | 简装,低楼层(共18层)  2001年建塔楼  -,
逸翠湾 大气四房精装 东南向无敌江景,单价40385元/平米,840,| 4室2厅 | 208平米 | 东南 | 精装,低楼层(共49层)  2009年建塔楼  -,
宝源中约 高层2房视野开阔 地铁上盖,单价18000元/平米,90,| 2室2厅 | 50平米 | 东 | 其他,高楼层(共9层)  塔楼  -,
富力新居 地铁上盖 交通方便 随时看房,单价25000元/平米,115,| 1室1厅 | 46平米 | 北 | 其他,低楼层(共9层)  1993年建塔楼  -,
温馨二房 舒适实用 实惠,单价13595元/平米,70,| 2室1厅 | 51.49平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
贵贤上品 商住两用 投资回报高,单价20000元/平米,90,| 1室0厅 | 45平米 | 暂无数据 | 其他,中楼层(共35层)  2013年建塔楼  -,
地铁上盖5号线 实用两房 免重税,单价15910元/平米,70,| 2室1厅 | 44平米 | 南 | 其他,中楼层(共9层)  1996年建塔楼  -,
荔湾广场 刚需两房 户型方正,单价19375元/平米,155,| 2室1厅 | 80平米 | 西南 | 其他,低楼层(共30层)  2000年建塔楼  -,
老西关社区 实用两房 旺中带静,单价20385元/平米,106,| 2室2厅 | 52平米 | 暂无数据 | 其他,中楼层(共8层)  塔楼  -,
周门路荔华楼三房出售,单价21177元/平米,180,| 3室2厅 | 85平米 | 暂无数据 | 其他,中楼层(共9层)  2003年建塔楼  -,
低层三房，方正实用，住家装修，旺中带静。,单价16094元/平米,206,| 3室2厅 | 128平米 | 东 | 简装,低楼层(共9层)  塔楼  -,
隆城大厦 办公装修内有一房 可改住宅,单价22000元/平米,239.8,| 1室1厅 | 109平米 | 南 | 简装,高楼层(共28层)  2000年建塔楼  -,
陈家祠地铁旁 菜市场 购物 交通一步到位,单价19429元/平米,68,| 1室1厅 | 35平米 | 东 | 简装,高楼层(共9层)  塔楼  -,
芬芳小区 地铁沿线 中层2房 安静望花园,单价15625元/平米,75,| 2室1厅 | 48平米 | 南 | 简装,中楼层(共9层)  1996年建塔楼  -,
皇上皇大厦 正规一房 繁华路段 少有单位,单价31482元/平米,170,| 1室1厅 | 54平米 | 东北 | 精装,高楼层(共18层)  2002年建塔楼  -,
王圣堂  精致两房  间隔方正,单价14783元/平米,68,| 2室1厅 | 46平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
怡芳苑 格局方正 厅出阳台 明厨明厕,单价17949元/平米,140,| 2室1厅 | 78平米 | 暂无数据 | 其他,高楼层(共9层)  1998年建塔楼  -,
兴东阁小区 两房 间隔方正 环境安静舒适,单价16936元/平米,105,| 2室1厅 | 62平米 | 东南 | 其他,高楼层(共9层)  1999年建塔楼  -,
逢源路 低层两房 格局方正,单价19131元/平米,88,| 2室1厅 | 46平米 | 暂无数据 | 简装,中楼层(共4层)  塔楼  -,
龙津中路 菜市场在楼下 交通便利,单价22858元/平米,80,| 1室1厅 | 35平米 | 暂无数据 | 简装,中楼层(共9层)  塔楼  -,
房改房 方正实用 温馨两房,单价11905元/平米,75,| 2室1厅 | 63平米 | 东南 | 其他,中楼层(共7层)  塔楼  -,
文昌南路 成熟社区 三房一厅,单价15385元/平米,120,| 3室1厅 | 78平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
茶窖公寓 收益可观 投资自住即可,单价17992元/平米,120,| 2室1厅 | 66.7平米 | 东南 | 简装,中楼层(共8层)  1998年建塔楼  -,
桥东小区 南向小三房 有学位 间隔实用,单价13971元/平米,95,| 3室1厅 | 68平米 | 南 | 其他,高楼层(共9层)  1995年建塔楼  -,
上下九光雅里 大两房 大厅 大阳台,单价17817元/平米,155,| 2室2厅 | 87平米 | 西北 | 其他,高楼层(共9层)  塔楼  -,
西湾路大院 框架大三房  带装修,单价15422元/平米,128,| 3室1厅 | 83平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
乌石墩小区 两房满五 精装修,单价17722元/平米,140,| 2室1厅 | 79平米 | 东南 | 其他,中楼层(共9层)  1994年建塔楼  -,
龙津东路 全新装修 带学位,单价21740元/平米,100,| 2室1厅 | 46平米 | 暂无数据 | 其他,低楼层(共3层)  塔楼  -,
带河路小区1房 细积总价低 地下一楼,单价22369元/平米,85,| 1室1厅 | 38平米 | 西南 | 其他,低楼层(共2层)  塔楼  -,
文昌北路 镇南里 两房一厅 中层单位,单价18383元/平米,125,| 2室1厅 | 68平米 | 暂无数据 | 精装,中楼层(共7层)  塔楼  -,
华福大厦 小区管理 自住精装修保养好,单价20139元/平米,145,| 2室2厅 | 72平米 | 西北 | 精装,高楼层(共9层)  2002年建塔楼  -,
该户型装修为精装新装修，业主保养得好好！,单价18528元/平米,75,| 1室1厅 | 40.48平米 | 南 | 其他,中楼层(共9层)  2001年建塔楼  -,
桨栏路小区 低总价二室 通风光猛,单价15870元/平米,73,| 2室1厅 | 46平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
桥东小区 大气三房 配套完善 交通便利,单价15556元/平米,140,| 3室1厅 | 90平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
贵贤上品 格局方正 证过两年 看房方便,单价18750元/平米,90,| 1室1厅 | 48平米 | 暂无数据 | 其他,低楼层(共35层)  2013年建塔楼  -,
公安小区 实用2房 南北对流 交通便利,单价13572元/平米,95,| 2室2厅 | 70平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
.瑞安公寓 佛山住宅盘 即买即住,单价17442元/平米,75,| 1室1厅 | 43平米 | 暂无数据 | 精装,中楼层(共33层)  2010年建塔楼  -,
十三行路方正三房笋价出售,单价23505元/平米,275,| 3室2厅 | 117平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
芦荻街 楼龄新净 可改两房 条形钻外墙,单价25926元/平米,140,| 1室2厅 | 54平米 | 西北 | 其他,高楼层(共9层)  2003年建塔楼  -,
华贵路 实用大三房 交通便利,单价17779元/平米,153,| 3室1厅 | 86.06平米 | 东北 | 简装,中楼层(共9层)  塔楼  -,
鸿图苑 小区中心位置 2房1厅,单价13493元/平米,85,| 2室1厅 | 63平米 | 南 | 其他,高楼层(共9层)  1995年建塔楼  -,
港丰大厦 东南向 方正实用三房,单价32787元/平米,400,| 3室2厅 | 122平米 | 东南 | 其他,高楼层(共19层)  2005年建塔楼  -,
逸翠湾 舒适三房精装 西南向采光好,单价32375元/平米,450,| 3室2厅 | 139平米 | 西南 | 简装,中楼层(共27层)  2009年建塔楼  -,
逢源北街 三年前时尚精装 双阳台 总价低,单价16079元/平米,82,| 2室1厅 | 51平米 | 北 | 其他,高楼层(共9层)  1997年建塔楼  -,
[满堂红链家]荔湾广场稀缺电梯中层两房,单价18750元/平米,150,| 2室2厅 | 80平米 | 暂无数据 | 其他,中楼层(共30层)  2000年建塔楼  -,
乐怡居 地铁上盖 成熟配套 送大平台,单价22223元/平米,180,| 3室2厅 | 81平米 | 东北 | 其他,低楼层(共33层)  1996年建塔楼  -,
新世界逸彩庭园 电梯地铁上盖 东南靓向,单价25752元/平米,180,| 2室1厅 | 69.9平米 | 东南 | 精装,中楼层(共20层)  2007年建塔楼  -,
荔港南湾 方正实用两房 有学位 望花园,单价22015元/平米,160,| 2室2厅 | 72.68平米 | 暂无数据 | 其他,低楼层(共25层)  1999年建塔楼  -,
荔湾广场 两房一厅 简单装修 双地铁上盖,单价21053元/平米,200,| 2室1厅 | 95平米 | 西 | 其他,低楼层(共30层)  2000年建塔楼  -,
龙锦大厦 明亮新净大两房,单价34000元/平米,278.8,| 2室2厅 | 82平米 | 西 | 简装,高楼层(共31层)  2008年建塔楼  -,
金宇花园 成熟配套 实用两室 安居首选,单价13830元/平米,130,| 3室1厅 | 94平米 | 东南 | 简装,高楼层(共9层)  1996年建塔楼  -,
南岸路 实用两房 经典双阳台,单价14000元/平米,70,| 2室1厅 | 50平米 | 南 | 其他,高楼层(共5层)  塔楼  -,
电业北 两房,单价12858元/平米,99,| 3室2厅 | 77平米 | 西南 | 其他,高楼层(共8层)  1990年建塔楼  -,
龙锦大厦 公寓出售 商住两用,单价21740元/平米,100,| 1室0厅 | 46平米 | 东 | 简装,中楼层(共31层)  2000年建塔楼  -,
贵贤上品 楼龄新 投资首选,单价25000元/平米,137.5,| 1室0厅 | 55平米 | 南 | 精装,高楼层(共35层)  2013年建塔楼  -,
实用两房 采光通透 视野开阔 格局方正,单价11195元/平米,75,| 2室1厅 | 67平米 | 东北 | 其他,高楼层(共9层)  1995年建塔楼  -,
东风西路 悦湖阁 中层望流花湖 湖景两房,单价31579元/平米,300,| 2室1厅 | 95平米 | 暂无数据 | 其他,高楼层(共16层)  1998年建塔楼  -,
南站新街 舒适两房 地铁沿线上盖,单价18804元/平米,110,| 2室2厅 | 58.5平米 | 暂无数据 | 其他,中楼层(共9层)  1997年建塔楼  -,
实用两房间隔 中楼层 实用率高,单价15400元/平米,77,| 2室1厅 | 50平米 | 北 | 精装,高楼层(共4层)  塔楼  -,
宝华豪庭 新装修 高层单位 景观好,单价35136元/平米,130,| 1室1厅 | 37平米 | 西 | 简装,中楼层(共31层)  2000年建塔楼  -,
市一级学位房2房,单价15385元/平米,100,| 2室1厅 | 65平米 | 暂无数据 | 其他,低楼层(共9层)  塔楼  -,
交通便利，配套完善,单价20931元/平米,90,| 3室2厅 | 43平米 | 东南 | 其他,高楼层(共9层)  塔楼  -,
珠岛花园 近邻地铁 精致靓向 方正四房,单价23000元/平米,297.71,| 4室2厅 | 129.44平米 | 南 | 其他,高楼层(共23层)  1999年建塔楼  -,
山村路幸福里 中楼层实用两房,单价13696元/平米,63,| 1室1厅 | 46平米 | 北 | 其他,中楼层(共7层)  塔楼  -,
紫香街 证够五年 地铁沿线 园景望花园,单价13776元/平米,135,| 3室2厅 | 98平米 | 暂无数据 | 精装,高楼层(共9层)  1995年建塔楼  -,
西增路 市一级学位实用房 通风采光,单价18462元/平米,120,| 2室2厅 | 65平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
满堂红鸿图苑 环境好 间隔正 通风采光好,单价13881元/平米,93,| 2室1厅 | 67平米 | 东南 | 其他,高楼层(共9层)  1995年建塔楼  -,
珠岛花园 望江两房 送大阳台 采光对流,单价17747元/平米,126,| 2室2厅 | 71平米 | 东 | 其他,高楼层(共9层)  1995年建塔楼  -,
逸翠湾 大气五房精装 东南向无敌江景修改,单价68000元/平米,2040,| 5室2厅 | 300平米 | 东南 | 精装,高楼层(共27层)  2009年建塔楼  -,
中兴苑 住家三房 对花园 带西外省级学位,单价20000元/平米,155.2,| 3室1厅 | 77.6平米 | 东南 | 其他,中楼层(共9层)  1998年建塔楼  -,
元邦星辉 南向大三房 双阳台,单价43637元/平米,480,| 3室2厅 | 110平米 | 东南 | 其他,低楼层(共27层)  2011年建塔楼  -,
十甫新街 低层一房 小面积单位,单价21503元/平米,85,| 1室1厅 | 39.53平米 | 北 | 其他,中楼层(共7层)  塔楼  -,
龙津中路 精致装修 拎包可入住,单价22223元/平米,140,| 3室1厅 | 63平米 | 东南 | 精装,中楼层(共9层)  塔楼  -,
大岗元北 中层四楼 广雅学位,单价18889元/平米,85,| 2室1厅 | 45平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
金兰苑 高层观景好房 价钱实惠 总价底,单价12143元/平米,85,| 2室1厅 | 70平米 | 南 | 简装,高楼层(共9层)  2001年建塔楼  -,
银建小区 精装两房 够五年 少有放卖,单价18966元/平米,110,| 2室1厅 | 58平米 | 东 | 简装,高楼层(共9层)  1998年建塔楼  -,
富力新居 封闭式小区 南北对流精装两房,单价17923元/平米,117,| 2室1厅 | 65.28平米 | 南 | 简装,高楼层(共9层)  1993年建塔楼  -,
广州地铁物业 老城区新贵 个性公寓,单价22500元/平米,99,| 1室0厅 | 44平米 | 东北 | 精装,低楼层(共35层)  2013年建塔楼  -,
地铁五号线上盖 低层物业,单价16000元/平米,136,| 3室1厅 | 85平米 | 西南 | 其他,高楼层(共9层)  塔楼  -,
周门小区 实用两房 精致新装修,单价17648元/平米,90,| 2室2厅 | 51平米 | 东南 | 其他,高楼层(共9层)  1998年建塔楼  -,
龙津路大院 地铁上盖物业 户型方正,单价18182元/平米,120,| 3室1厅 | 66平米 | 东 | 其他,高楼层(共9层)  塔楼  -,
怡花阁实用两房 黄金楼层 交通便利,单价14103元/平米,110,| 2室2厅 | 78平米 | 南 | 简装,高楼层(共9层)  1996年建塔楼  -,
鸿图苑 精装两房 东南靓向 通风采光一流,单价12687元/平米,85,| 2室1厅 | 67平米 | 东 | 简装,高楼层(共9层)  1995年建塔楼  -,
贵贤上品 商住两用 邻近地铁 投资笋盘,单价23334元/平米,105,| 1室1厅 | 45平米 | 北 | 精装,低楼层(共35层)  2013年建塔楼  -,
光复北路 证过两年,单价15000元/平米,120,| 3室1厅 | 80平米 | 东 | 简装,高楼层(共10层)  1995年建塔楼  -,
景晖苑 大户型2房 小区配套成熟,单价13514元/平米,100,| 2室1厅 | 74平米 | 暂无数据 | 其他,高楼层(共9层)  1997年建塔楼  -,
西湾路西街 带省一级学位,单价30061元/平米,150,| 2室1厅 | 49.9平米 | 暂无数据 | 其他,低楼层(共6层)  塔楼  -,
宝华路  方正实用三房 通风采光一流,单价20000元/平米,202,| 3室2厅 | 101平米 | 暂无数据 | 简装,高楼层(共9层)  2001年建塔楼  -,
金鹤苑地铁沿线，新楼领步梯，封闭花园小区,单价17809元/平米,130,| 3室2厅 | 73平米 | 南 | 其他,高楼层(共7层)  2000年建塔楼  -,
窖口地铁站沿线 交通方便 间隔方正,单价17858元/平米,75,| 1室1厅 | 42平米 | 西北 | 其他,中楼层(共9层)  1988年建塔楼  -,
东安苑 三房一厅 布局大方 送75方平台,单价18000元/平米,198,| 3室1厅 | 110平米 | 南 | 其他,低楼层(共9层)  1995年建塔楼  -,
文昌花园 地段靓,单价23334元/平米,35,| 1室0厅 | 15平米 | 暂无数据 | 简装,低楼层(共32层)  2000年建塔楼  -,
春蕾苑 楼龄新 马赛克外墙 少有放盘,单价17858元/平米,125,| 2室2厅 | 70平米 | 暂无数据 | 其他,高楼层(共9层)  1999年建塔楼  -,
金鹤苑 3室东南向望花园 格局方正,单价17858元/平米,175,| 3室2厅 | 98平米 | 东南 | 其他,中楼层(共7层)  2000年建塔楼  -,
穗文大厦 全新装修 南向两房,单价28572元/平米,200,| 2室2厅 | 70平米 | 西南 | 其他,高楼层(共25层)  2007年建塔楼  -,
留庆新横街 低层两房 户型方正 大院管理,单价20000元/平米,108,| 1室1厅 | 54平米 | 暂无数据 | 其他,低楼层(共9层)  1997年建塔楼  -,
鸿图苑 小区中央位置 一房一厅双阳台,单价12223元/平米,55,| 1室1厅 | 45平米 | 暂无数据 | 其他,高楼层(共9层)  1995年建塔楼  -,
环市西路 地铁西村站 环市西学位推荐,单价17420元/平米,108,| 2室1厅 | 62平米 | 暂无数据 | 其他,高楼层(共8层)  1980年建塔楼  -,
黄沙大道 精致装修 黄金地段 即买即收租,单价17593元/平米,95,| 2室2厅 | 54平米 | 暂无数据 | 其他,高楼层(共9层)  1997年建塔楼  -,
荔溪南约新街 大院管理 大两房 光线好,单价17165元/平米,115,| 2室1厅 | 67平米 | 西 | 其他,高楼层(共9层)  塔楼  -,
西华路 舒适三房 旺中带静 证够两年,单价18500元/平米,181.3,| 3室2厅 | 98平米 | 东北 | 简装,高楼层(共9层)  1991年建塔楼  -,
大院管理 实用电梯两房,单价22000元/平米,143,| 2室2厅 | 65平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
万科金色荔苑新领域 商住两用 干净舒适,单价22827元/平米,105,| 1室0厅 | 46平米 | 东 | 简装,高楼层(共32层)  2006年建塔楼  -,
西华路金花小区中层两房诚意出售,单价18000元/平米,180,| 2室1厅 | 100平米 | 暂无数据 | 简装,中楼层(共9层)  2003年建塔楼  -,
荷柳苑马赛克外墙小区管理地铁沿线,单价15626元/平米,70,| 1室1厅 | 44.8平米 | 暂无数据 | 简装,高楼层(共9层)  1990年建塔楼  -,
康王阁 方正大两房 光线好 近地铁,单价34910元/平米,310,| 2室2厅 | 88.8平米 | 西北 | 简装,中楼层(共20层)  2003年建塔楼  -,
周门小区 中层6楼 精致小户型 总价低,单价23750元/平米,95,| 2室1厅 | 40平米 | 暂无数据 | 简装,中楼层(共9层)  1998年建塔楼  -,
小梅大街 超笋刚需两房大院管理自用天台,单价16863元/平米,86,| 2室1厅 | 51平米 | 暂无数据 | 其他,高楼层(共8层)  塔楼  -,
贵贤上品 商住两用 邻近地铁 投资笋盘,单价29546元/平米,130,| 1室1厅 | 44平米 | 北 | 精装,中楼层(共35层)  2013年建塔楼  -,
郭村小区 舒适三房 带装修即入住,单价14286元/平米,120,| 3室1厅 | 84平米 | 北 | 其他,高楼层(共9层)  1994年建塔楼  -,
荔湾广场  临近上九路商业圈,单价18948元/平米,180,| 3室1厅 | 95平米 | 西南 | 其他,高楼层(共30层)  2000年建塔楼  -,
旧宝华 两室一厅 生活方便 居住首选,单价19524元/平米,123,| 2室2厅 | 63平米 | 南 | 精装,中楼层(共9层)  塔楼  -,
交通便利，而该单位楼新装修新,价格低，投,单价20690元/平米,90,| 1室1厅 | 43.5平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
石路基 方正两房 大院管理 免营业税,单价21021元/平米,103,| 2室1厅 | 49平米 | 暂无数据 | 精装,中楼层(共9层)  塔楼  -,
周门北路 一房一厅 间隔方正 采光通风好,单价14865元/平米,55,| 1室1厅 | 37平米 | 东北 | 简装,高楼层(共9层)  1998年建塔楼  -,
康王北路 温馨单间 采光透风,单价20000元/平米,66,| 1室1厅 | 33平米 | 东南 | 简装,中楼层(共9层)  1992年建塔楼  -,
环市西路 繁华地段 实用两房 总价低,单价11112元/平米,60,| 2室1厅 | 54平米 | 暂无数据 | 其他,高楼层(共6层)  1980年建塔楼  -,
汇鑫阁 市心地铁上盖 证过两年,单价28621元/平米,83,| 1室0厅 | 29平米 | 西 | 简装,中楼层(共22层)  塔楼  -,
西增路 地铁西村站 低层框架协和学位首选,单价20755元/平米,110,| 2室1厅 | 53平米 | 暂无数据 | 其他,中楼层(共8层)  塔楼  -,
和平西路 地铁沿线 实用一房一厅,单价17576元/平米,58,| 1室1厅 | 33平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
茶滘新村 地铁沿线 入读名校 成熟小区,单价19737元/平米,150,| 2室1厅 | 76平米 | 东北 | 其他,高楼层(共8层)  1985年建塔楼  -,
鹤翔里 沙涌地铁口物业,单价14654元/平米,148,| 3室2厅 | 101平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
荔湾广场 双地铁上盖 商业旺地 高层两房,单价18750元/平米,150,| 2室2厅 | 80平米 | 东北 | 其他,中楼层(共30层)  2000年建塔楼  -,
逸翠湾方正四房单位 双地铁上盖 环境优美,单价39904元/平米,830,| 4室2厅 | 208平米 | 东南 | 简装,高楼层(共49层)  2009年建塔楼  -,
楼龄新净 独享私家花园,单价17451元/平米,89,| 2室2厅 | 51平米 | 西 | 简装,高楼层(共9层)  1990年建塔楼  -,
桥东小区 紫香街 正规三房 带精装,单价12414元/平米,108,| 3室1厅 | 87平米 | 暂无数据 | 简装,高楼层(共9层)  1995年建塔楼  -,
环市西苑 广州市一级学位大2房 通风采光,单价31000元/平米,251.1,| 2室2厅 | 81平米 | 东南 | 简装,低楼层(共14层)  2000年建塔楼  -,
光复北路 黄金楼层 东向开阳2房,单价22000元/平米,154,| 2室1厅 | 70平米 | 东 | 简装,中楼层(共9层)  塔楼  -,
桥东小区 精装两房 开阔远景 送天台花园,单价14180元/平米,95,| 2室1厅 | 67平米 | 西南 | 其他,高楼层(共9层)  1995年建塔楼  -,
芳村大道东 地铁开通在即 升值在望,单价15854元/平米,65,| 1室1厅 | 41平米 | 暂无数据 | 简装,中楼层(共9层)  塔楼  -,
西华路金平大厦中层电梯两房 间隔方正实用,单价27000元/平米,186.3,| 2室1厅 | 69平米 | 北 | 简装,高楼层(共18层)  2000年建塔楼  -,
和平新村实用小2房,单价18572元/平米,78,| 2室1厅 | 42平米 | 暂无数据 | 其他,高楼层(共7层)  1998年建塔楼  -,
广钢33层 高楼层电梯3房 稀缺 迷人,单价23656元/平米,220,| 3室1厅 | 93平米 | 北 | 其他,低楼层(共33层)  塔楼  -,
黄沙两房 地铁沿线 通风采光一流,单价15000元/平米,78,| 2室1厅 | 52平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
龙津东路小区 出入便利 楼下就是菜市场,单价15244元/平米,125,| 2室2厅 | 82平米 | 南 | 其他,高楼层(共10层)  塔楼  -,
交通便利，而该单位楼新装修新,价格低，投,单价17442元/平米,150,| 3室1厅 | 86平米 | 南 | 简装,高楼层(共9层)  1990年建塔楼  -,
紫莱苑 中层大三房 超靓间隔 配套完善,单价16505元/平米,170,| 3室2厅 | 103平米 | 东 | 简装,中楼层(共9层)  1997年建塔楼  -,
侨兴苑小区 两房 温馨小家 安静舒适,单价10527元/平米,60,| 2室1厅 | 57平米 | 暂无数据 | 其他,中楼层(共9层)  1995年建塔楼  -,
西湾东 地铁西村站 环市西学位首选,单价19033元/平米,118,| 2室1厅 | 62平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
珠岛花园 双地铁 单身公寓,单价15200元/平米,38,| 1室0厅 | 25平米 | 东 | 精装,中楼层(共9层)  1995年建塔楼  -,
金兰苑 中层2房 间隔实用 配套成熟,单价16191元/平米,68,| 1室1厅 | 42平米 | 暂无数据 | 简装,中楼层(共9层)  2001年建塔楼  -,
十八甫南路 正规1房1厅 西南向 单边位,单价15313元/平米,49,| 1室1厅 | 32平米 | 暂无数据 | 其他,高楼层(共6层)  塔楼  -,
龙锦大厦 1室0厅 81.4万,单价22000元/平米,81.4,| 1室0厅 | 37平米 | 南 | 其他,高楼层(共31层)  2000年建塔楼  -,
荔港南湾 温馨小三房！,单价22106元/平米,168,| 3室2厅 | 76平米 | 东北 | 简装,低楼层(共28层)  2008年建塔楼  -,
逸翠湾 豪气大屋 东南向 黄沙双地铁上盖,单价52174元/平米,1200,| 4室2厅 | 230平米 | 南 | 精装,高楼层(共49层)  2009年建塔楼  -,
地段好近公交车站，可配齐家私家电。,单价12237元/平米,93,| 2室1厅 | 76平米 | 南 | 其他,高楼层(共9层)  1988年建塔楼  -,
新丽苑 楼龄新颖出行便 南北对流 新装修,单价10715元/平米,60,| 2室2厅 | 56平米 | 南 | 简装,中楼层(共6层)  2000年建塔楼  -,
桃源小区 舒适两房 证够两年,单价20318元/平米,128,| 2室1厅 | 63平米 | 南 | 其他,高楼层(共9层)  1991年建塔楼  -,
世纪广场 采光通风一流 婚房首选,单价29445元/平米,265,| 2室2厅 | 90平米 | 西北 | 其他,低楼层(共33层)  1999年建塔楼  -,
珠岛花园 精装两房 总价低 新婚首选,单价13969元/平米,88,| 2室1厅 | 63平米 | 东 | 简装,高楼层(共9层)  1995年建塔楼  -,
逸彩新世界 地铁上盖 三房带主套,单价22139元/平米,230,| 3室1厅 | 103.89平米 | 西北 | 其他,中楼层(共18层)  2007年建塔楼  -,
东浚荔景苑 3室2厅 330万,单价29204元/平米,330,| 3室2厅 | 113平米 | 北 | 其他,中楼层(共43层)  1998年建塔楼  -,
沙涌新村二巷 2室1厅 100万,单价19608元/平米,100,| 2室1厅 | 51平米 | 南 | 简装,低楼层(共7层)  1995年建塔楼  -,
文辰阁 2室1厅 155万,单价19872元/平米,155,| 2室1厅 | 78平米 | 东南 | 简装,中楼层(共11层)  2004年建塔楼  -,
康乃馨苑 2室1厅 115万,单价17425元/平米,115,| 2室1厅 | 66平米 | 北 | 简装,高楼层(共9层)  2000年建塔楼  -,
荔尚国际 2室2厅 275万,单价30556元/平米,275,| 2室2厅 | 90平米 | 南 | 精装,中楼层(共17层)  2008年建塔楼  -,
金道花园金通街 1室1厅 53万,单价17667元/平米,53,| 1室1厅 | 30平米 | 东 | 精装,中楼层(共9层)  2000年建塔楼  -,
珠岛花园1号楼 1室1厅 75万,单价16667元/平米,75,| 1室1厅 | 45平米 | 西 | 简装,低楼层(共9层)  1995年建塔楼  -,
西湾东路 市一级学位大1房 通风采光,单价17392元/平米,80,| 1室1厅 | 46平米 | 南 | 其他,中楼层(共8层)  1980年建塔楼  -,
龙津东路小区 间隔方正 地铁上盖,单价21429元/平米,75,| 2室1厅 | 35平米 | 东 | 其他,高楼层(共9层)  1997年建塔楼  -,
东浚荔景苑 方正实用 一房一卫,单价27869元/平米,170,| 1室1厅 | 61平米 | 西北 | 简装,中楼层(共43层)  1998年建塔楼  -,
珠岛花园 实用一房 厅大房大,单价14445元/平米,65,| 1室1厅 | 45平米 | 暂无数据 | 其他,高楼层(共9层)  1995年建塔楼  -,
[满堂红链家]美荔尚筑 全新未住过个人,单价46213元/平米,610,| 3室2厅 | 132平米 | 南 | 其他,高楼层(共37层)  2009年建塔楼  -,
怡福花园 少有小积出售 小区管理,单价14762元/平米,62,| 2室1厅 | 42平米 | 暂无数据 | 其他,高楼层(共9层)  1999年建塔楼  -,
环市西路低层2房,单价19286元/平米,108,| 2室1厅 | 56平米 | 暂无数据 | 其他,低楼层(共9层)  塔楼  -,
芳村大道西 带20方私家平台 低层2室,单价14706元/平米,100,| 3室1厅 | 68平米 | 暂无数据 | 简装,中楼层(共8层)  1988年建塔楼  -,
本套房子采光好 间隔方正实用 管理好,单价14894元/平米,70,| 2室1厅 | 47平米 | 西北 | 其他,中楼层(共9层)  塔楼  -,
桃园小区 笋盘再现 稀缺小户型 投资首选,单价18422元/平米,70,| 1室1厅 | 38平米 | 暂无数据 | 其他,高楼层(共9层)  1991年建塔楼  -,
万科金色康苑 地下商城上盖封闭式花园,单价40813元/平米,500,| 3室2厅 | 122.51平米 | 东南 | 其他,低楼层(共31层)  2008年建塔楼  -,
花地河湾 复式5房 通风采光一流,单价23494元/平米,195,| 5室2厅 | 83平米 | 东南 | 其他,低楼层(共22层)  2009年建塔楼  -,
龙湾广场 2室2厅 137万,单价19572元/平米,137,| 2室2厅 | 70平米 | 南 | 其他,中楼层(共15层)  1999年建塔楼  -,
鹤洞路荣芳街 2室1厅 135万,单价16072元/平米,135,| 2室1厅 | 84平米 | 北 | 简装,高楼层(共9层)  塔楼  -,
富力广场T区 2室1厅 255万,单价34000元/平米,255,| 2室1厅 | 75平米 | 西 | 简装,中楼层(共18层)  2005年建塔楼  -,
鸿图苑鸿图大街 2室1厅 80万,单价11817元/平米,80,| 2室1厅 | 67.7平米 | 北 | 其他,高楼层(共9层)  1995年建塔楼  -,
文昌花园 电梯温馨小屋,单价33334元/平米,52,| 1室1厅 | 15.6平米 | 东 | 简装,高楼层(共32层)  2000年建塔楼  -,
花园式小区 环境安静宜人 一流居住所,单价24000元/平米,172.8,| 2室1厅 | 72平米 | 东南 | 其他,高楼层(共18层)  1998年建塔楼  -,
黄沙大道 2室1厅 80万,单价15095元/平米,80,| 2室1厅 | 53平米 | 东南 | 其他,高楼层(共7层)  塔楼  -,
万科金色荔苑 1室0厅 108万,单价23281元/平米,108,| 1室0厅 | 46.39平米 | 南 | 精装,中楼层(共32层)  2006年建塔楼  -,
金兰苑剑兰街 1室1厅 56万,单价14000元/平米,56,| 1室1厅 | 40平米 | 暂无数据 | 简装,高楼层(共9层)  2001年建塔楼  -,
