name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
苏堤东里  私产满五唯一  南北通透  采光好,单价23826元/平米,173,| 2室1厅 | 72.61平米 | 南 北 | 简装,高楼层(共6层)  1996年建板楼  -,
三潭东里交通便利 采光良好 学区房,单价23449元/平米,68,| 1室1厅 | 29平米 | 西 | 其他,高楼层(共7层)  1990年建板楼  -,
兴盛里 大面积两居室 中间楼层 采光好,单价23145元/平米,340,| 2室2厅 | 146.9平米 | 南 北 | 其他,中楼层(共8层)  1997年建板楼  -,
天华里  三室一厅两卫  学区房 格局好,单价21689元/平米,270,| 3室1厅 | 124.49平米 | 西 北 | 精装,高楼层(共6层)  1998年建板楼  -,
玉鼎大厦 中心小学学区 户型合适 采光好,单价22398元/平米,168,| 1室1厅 | 75.01平米 | 西 | 其他,高楼层(共27层)  2012年建塔楼  -,
雅安东里 重点学区 楼层好 业主诚心出售,单价19856元/平米,55,| 1室1厅 | 27.7平米 | 南 | 其他,高楼层(共6层)  1986年建板楼  -,
此房近2号线长虹公园站 交通便利 诚心出售,单价22414元/平米,65,| 1室1厅 | 29平米 | 南 北 | 其他,中楼层(共7层)  1995年建板楼  -,
盈江西里  精装修  采光充足,单价17709元/平米,68,| 1室1厅 | 38.4平米 | 西 | 其他,高楼层(共6层)  1999年建板楼  -,
凤园南里 交通便利 采光好 配套齐全,单价18750元/平米,75,| 2室0厅 | 40平米 | 东 | 其他,高楼层(共7层)  1986年建板楼  -,
公寓两室改一室办公 回报率高 近商业,单价10295元/平米,70,| 1室1厅 | 68平米 | 南 | 其他,高楼层(共29层)  2008年建板楼  -,
位置优越 采光好 近地铁站 办公首选 利用率高,单价12728元/平米,70,| 1室0厅 | 55平米 | 西 | 其他,中楼层(共29层)  2005年建板楼  -,
体育中心、次新房、一天没住、2011年房龄，双卫生间！,单价29326元/平米,261,| 2室1厅 | 89平米 | 南 西南 | 其他,中楼层(共28层)  1990年建板楼  -,
中海御湖翰苑 御湖花园 精装复式 户型方正,单价18245元/平米,85,| 1室1厅 | 46.59平米 | 西 | 其他,中楼层(共20层)  2010年建板楼  -,
黄金楼层，居家必选，交通便利， 采光好 南开小学片,单价19167元/平米,115,| 2室1厅 | 60平米 | 南 | 其他,中楼层(共6层)  1998年建板楼  -,
公产房 单价低 税费少 两室全阳面,单价22414元/平米,130,| 2室1厅 | 58平米 | 南 北 | 其他,高楼层(共5层)  1981年建板楼  -,
雅安西里   黄金楼层   学区房 一次性  婚房自住,单价18064元/平米,50,| 1室1厅 | 27.68平米 | 东 北 | 其他,中楼层(共6层)  1986年建板楼  -,
建材道17号，南北通透，居住营业两用,单价30000元/平米,195,| 1室1厅 | 65平米 | 南 北 | 简装,低楼层(共1层)  2006年建板楼  -,
公寓民水民电  中间层 阳面 投资一室,单价10998元/平米,42,| 1室0厅 | 38.19平米 | 南 | 其他,中楼层(共29层)  2005年建塔楼  -,
江川里 黄金三楼 采光无遮挡 交通方便,单价20873元/平米,110,| 1室1厅 | 52.7平米 | 南 | 其他,中楼层(共6层)  1990年建板楼  -,
时代奥城 精装一室 户型方正 全天采光 观景看公园,单价38044元/平米,350,| 1室1厅 | 92平米 | 南 | 其他,高楼层(共26层)  2005年建板楼  -,
三潭东里  田字格户型  企业产  视野良好,单价20000元/平米,62,| 1室1厅 | 31平米 | 南 | 其他,高楼层(共7层)  1990年建板楼  -,
康达尚郡 1室0厅 48万,单价14056元/平米,48,| 1室0厅 | 34.15平米 | 南 | 其他,高楼层(共17层)  2005年建板楼  -,
迎水西里 2室1厅 190万,单价32259元/平米,190,| 2室1厅 | 58.9平米 | 南 北 | 其他,低楼层(共6层)  1984年建板楼  -,
俊城浅水湾 3室1厅 450万,单价31915元/平米,450,| 3室1厅 | 141平米 | 南 北 | 精装,中楼层(共11层)  2004年建板楼  -,
昔阳南里 3室1厅 185万,单价15417元/平米,185,| 3室1厅 | 120平米 | 南 北 | 精装,高楼层(共6层)  1986年建板楼  -,
凤园北里 1室0厅 130万,单价26221元/平米,130,| 1室0厅 | 49.58平米 | 东 南 | 其他,中楼层(共6层)  1986年建板楼  -,
城南家园 大2室 南北通透 采光充足,单价39831元/平米,470,| 2室2厅 | 118平米 | 南 北 | 精装,中楼层(共28层)  2006年建板楼  -,
华宁南里 1室1厅 55万,单价20371元/平米,55,| 1室1厅 | 27平米 | 北 | 其他,高楼层(共8层)  1982年建板楼  -,
金杭大厦 0室1厅 210万,单价20452元/平米,210,| 0室1厅 | 102.68平米 | 西 | 其他,中楼层(共13层)  2000年建板楼  -,
宜川北里 1室0厅 98.9万,单价24548元/平米,98.9,| 1室0厅 | 40.29平米 | 西 | 其他,高楼层(共7层)  1995年建板楼  -,
阳光壹佰东园 1室0厅 128万,单价27235元/平米,128,| 1室0厅 | 47平米 | 东 | 其他,中楼层(共18层)  2007年建板楼  -,
三潭西里 2室1厅 150万,单价24635元/平米,150,| 2室1厅 | 60.89平米 | 东 西 | 简装,高楼层(共6层)  1990年建板楼  -,
园荫里 2室1厅 155万,单价26401元/平米,155,| 2室1厅 | 58.71平米 | 南 北 | 毛坯,中楼层(共8层)  1998年建板楼  -,
瑞丽园 2室1厅 270万,单价32147元/平米,270,| 2室1厅 | 83.99平米 | 南 北 | 其他,高楼层(共6层)  2004年建板楼  -,
翠泉别墅 高档社区 黄金地段 紧邻水上,单价32496元/平米,1200,| 6室2厅 | 369.28平米 | 南 北 | 其他,低楼层(共1层)  2002年建  -,
太极园 2室2厅 310万,单价24017元/平米,310,| 2室2厅 | 129.08平米 | 东 北 | 精装,中楼层(共25层)  2007年建  -,
兴华公寓 2室1厅 430万,单价39815元/平米,430,| 2室1厅 | 108平米 | 南 北 | 其他,低楼层(共7层)  2006年建板楼  -,
幸福北里 2室1厅 40万,单价18010元/平米,40,| 2室1厅 | 22.21平米 | 西 | 其他,高楼层(共6层)  1995年建板楼  -,
三潭西里 2室1厅 160万,单价25874元/平米,160,| 2室1厅 | 61.84平米 | 东 南 北 | 其他,高楼层(共6层)  1990年建板楼  -,
纯善里 2室1厅 160万,单价28071元/平米,160,| 2室1厅 | 57平米 | 南 北 | 其他,高楼层(共6层)  1999年建板楼  -,
平湖西里 2室1厅 156万,单价42163元/平米,156,| 2室1厅 | 37平米 | 南 北 | 其他,低楼层(共5层)  1986年建板楼  -,
昔阳东里 1室1厅 115万,单价23000元/平米,115,| 1室1厅 | 50平米 | 南 北 | 其他,中楼层(共6层)  1994年建板楼  -,
红磡公寓 2室2厅 393万,单价31127元/平米,393,| 2室2厅 | 126.26平米 | 东南 | 其他,中楼层(共7层)  2001年建板楼  -,
融汇北苑 2室1厅 420万,单价47192元/平米,420,| 2室1厅 | 89平米 | 南 | 其他,高楼层(共41层)  2014年建板楼  -,
食品楼 2室0厅 120万,单价21254元/平米,120,| 2室0厅 | 56.46平米 | 西 北 | 其他,高楼层(共6层)    -,
阳光壹佰北园 4室1厅 420万,单价20793元/平米,420,| 4室1厅 | 202平米 | 西北 | 其他,高楼层(共18层)  1990年建板楼  -,
阳光壹佰东园 3室2厅 380万,单价26574元/平米,380,| 3室2厅 | 143平米 | 南 北 | 其他,高楼层(共10层)  2005年建板楼  -,
荣迁东里 2室1厅 145万,单价23016元/平米,145,| 2室1厅 | 63平米 | 南 | 其他,高楼层(共6层)  1987年建板楼  -,
庆达园 3室1厅 308万,单价31885元/平米,308,| 3室1厅 | 96.6平米 | 南 北 | 其他,中楼层(共6层)  板楼  -,
金冠里 2室1厅 200万,单价24842元/平米,200,| 2室1厅 | 80.51平米 | 南 北 | 其他,高楼层(共6层)  1998年建板楼  -,
卧龙南里 2室1厅 150万,单价26984元/平米,150,| 2室1厅 | 55.59平米 | 南 北 | 其他,中楼层(共5层)  1985年建板楼  -,
龙井里 1室1厅 100万,单价27778元/平米,100,| 1室1厅 | 36平米 | 南 | 其他,低楼层(共6层)  1989年建板楼  -,
风荷新园 2室1厅 380万,单价38772元/平米,380,| 2室1厅 | 98.01平米 | 南 | 其他,中楼层(共11层)  2003年建板楼  -,
义兴南里 2室1厅 185万,单价30834元/平米,185,| 2室1厅 | 60平米 | 东 | 其他,中楼层(共6层)  1995年建板楼  -,
迎水东里 2室1厅 150万,单价25863元/平米,150,| 2室1厅 | 58平米 | 南 北 | 其他,高楼层(共6层)  1983年建板楼  -,
嘉陵北里 1室1厅 63万,单价15750元/平米,63,| 1室1厅 | 40平米 | 南 | 简装,中楼层(共5层)  1982年建板楼  -,
广泰园 2室2厅 400万,单价34874元/平米,400,| 2室2厅 | 114.7平米 | 南 北 | 精装,高楼层(共6层)  1998年建板楼  -,
赛德广场 3室1厅 445万,单价34996元/平米,445,| 3室1厅 | 127.16平米 | 南 北 | 精装,中楼层(共12层)  2003年建板楼  -,
近园里 两室 总价低 看房方便,单价18590元/平米,145,| 1室2厅 | 78平米 | 东北 | 精装,中楼层(共20层)  1992年建板楼  -,
艺术公寓 精装一室 过五年 诚售,单价28302元/平米,150,| 1室0厅 | 53平米 | 东北 | 其他,中楼层(共32层)  2011年建塔楼  -,
南北通透 格局好 楼层好  装修好,单价22932元/平米,133,| 2室1厅 | 58平米 | 南 北 | 其他,中楼层(共6层)  1998年建板楼  -,
奥城四室错层 豪华装修 黄金楼层 观景水上公园,单价28895元/平米,930,| 4室2厅 | 321.86平米 | 东南 北 | 其他,高楼层(共27层)  2005年建板楼  -,
水乡花园三期 房子满五年 南北通透的H户型,单价47808元/平米,545,| 2室1厅 | 114平米 | 南 | 其他,低楼层(共15层)  2005年建板楼  -,
翠湾花园 水上稀缺办公房 大面积 周边配套齐全,单价25006元/平米,1142,| 3室2厅 | 456.7平米 | 东南 西 | 其他,高楼层(共7层)  2002年建板楼  -,
翠湾花园 水上稀缺办公房 周边配套齐全 交通便利,单价25006元/平米,1142,| 3室2厅 | 456.7平米 | 东南 西 | 其他,中楼层(共7层)  2002年建板楼  -,
奥城公寓 1室0厅 44万,单价12908元/平米,44,| 1室0厅 | 34.09平米 | 北 | 其他,低楼层(共29层)  2010年建板楼  -,
晋宁北里 1室1厅 122万,单价27076元/平米,122,| 1室1厅 | 45.06平米 | 南 | 其他,高楼层(共6层)  1983年建板楼  -,
水畔花园 2室1厅 212万,单价28362元/平米,212,| 2室1厅 | 74.75平米 | 西北 | 其他,高楼层(共25层)  2005年建板楼  -,
凤园里 采光好 南北通透 学区房,单价25151元/平米,150,| 2室1厅 | 59.64平米 | 南 北 | 其他,高楼层(共8层)  1987年建板楼  -,
卫安西里 精装一室 交通便利 位置优越,单价32152元/平米,155,| 1室1厅 | 48.21平米 | 南 | 其他,中楼层(共7层)  1989年建板楼  -,
迎水西里  采光好 朝南  后期税费低   生活便利,单价18572元/平米,65,| 1室1厅 | 35平米 | 南 | 其他,高楼层(共6层)  1984年建板楼  -,
单价低   采光好   税费低   可投资,单价17788元/平米,68,| 2室1厅 | 38.23平米 | 东 西 | 其他,高楼层(共6层)  1990年建板楼  -,
竹华里 稀缺一楼 H户型 视野宽阔,单价28738元/平米,360,| 3室2厅 | 125.27平米 | 南 北 | 其他,低楼层(共6层)  2003年建板楼  -,
纽约公寓 2室1厅 120万,单价10798元/平米,120,| 2室1厅 | 111.14平米 | 东南 | 其他,中楼层(共16层)  2013年建板楼  -,
建材楼 2室1厅 85万,单价14059元/平米,85,| 2室1厅 | 60.46平米 | 南 北 | 其他,高楼层(共6层)    -,
阳光壹佰北园 1室1厅 130万,单价27084元/平米,130,| 1室1厅 | 48平米 | 东 | 精装,高楼层(共11层)  1990年建板楼  -,
金谷园 1室1厅 170万,单价30720元/平米,170,| 1室1厅 | 55.34平米 | 南 | 其他,中楼层(共6层)  1998年建板楼  -,
紫光苑 2室1厅 260万,单价29546元/平米,260,| 2室1厅 | 88平米 | 东 南 北 | 其他,高楼层(共7层)  1997年建板楼  -,
居祥里  南北通透  精装 交通便利,单价20834元/平米,125,| 2室0厅 | 60平米 | 南 北 | 其他,高楼层(共6层)  1994年建板楼  -,
怀庆里 3室1厅 280万,单价32393元/平米,280,| 3室1厅 | 86.44平米 | 南 北 | 其他,低楼层(共7层)  1995年建板楼  -,
金研里 2室1厅 175万,单价20017元/平米,175,| 2室1厅 | 87.43平米 | 南 北 | 其他,高楼层(共7层)  1998年建板楼  -,
天津大学新园村 2室2厅 175万,单价25854元/平米,175,| 2室2厅 | 67.69平米 | 南 北 | 其他,高楼层(共6层)  2001年建板楼  -,
云轩公寓 1室1厅 125万,单价23532元/平米,125,| 1室1厅 | 53.12平米 | 南 | 其他,高楼层(共6层)  2003年建板楼  -,
莲安里 1室1厅 145万,单价25000元/平米,145,| 1室1厅 | 58平米 | 南 北 | 其他,中楼层(共6层)  1999年建板楼  -,
绮华里 3室2厅 425万,单价31817元/平米,425,| 3室2厅 | 133.58平米 | 南 北 | 其他,高楼层(共6层)  2002年建板楼  -,
春晖里 2室1厅 150万,单价26233元/平米,150,| 2室1厅 | 57.18平米 | 南 北 | 其他,高楼层(共7层)  1994年建板楼  -,
阳光壹佰东园 4室1厅 415万,单价27853元/平米,415,| 4室1厅 | 149平米 | 南 北 | 其他,高楼层(共11层)  2005年建板楼  -,
金合园 2室2厅 255万,单价23182元/平米,255,| 2室2厅 | 110平米 | 南 北 | 其他,高楼层(共9层)  1999年建板楼  -,
龙井里 2室1厅 190万,单价37182元/平米,190,| 2室1厅 | 51.1平米 | 南 北 | 其他,低楼层(共6层)  1989年建板楼  -,
泊江东里 3室1厅 238万,单价28000元/平米,238,| 3室1厅 | 85平米 | 南 北 | 其他,低楼层(共6层)  1987年建板楼  -,
宜宾西里 3室0厅 120万,单价20230元/平米,120,| 3室0厅 | 59.32平米 | 南 | 其他,中楼层(共6层)  1982年建板楼  -,
晋丰大厦 3室1厅 200万,单价27398元/平米,200,| 3室1厅 | 73平米 | 西 | 其他,中楼层(共16层)  2010年建塔楼  -,
怀仁里 3室2厅 295万,单价29208元/平米,295,| 3室2厅 | 101平米 | 东 西 | 其他,高楼层(共6层)  1995年建板楼  -,
迎风里 1室1厅 135万,单价25000元/平米,135,| 1室1厅 | 54平米 | 南 | 精装,中楼层(共6层)  1986年建板楼  -,
景湖里 2室1厅 230万,单价27059元/平米,230,| 2室1厅 | 85平米 | 东 西 | 其他,中楼层(共7层)  1995年建板楼  -,
新都大厦 3室2厅 468万,单价29951元/平米,468,| 3室2厅 | 156.26平米 | 东南 | 其他,高楼层(共28层)  2007年建板楼  -,
淦江西里 2室1厅 82万,单价14643元/平米,82,| 2室1厅 | 56平米 | 南 北 | 其他,高楼层(共5层)  1986年建板楼  -,
云阳东里 1室0厅 90万,单价22500元/平米,90,| 1室0厅 | 40平米 | 南 | 其他,中楼层(共6层)  1990年建板楼  -,
拥军里 1室1厅 73万,单价16223元/平米,73,| 1室1厅 | 45平米 | 南 | 其他,高楼层(共6层)  1998年建板楼  -,
航天北里 2室1厅 259万,单价30834元/平米,259,| 2室1厅 | 84平米 | 南 北 | 其他,高楼层(共6层)  1998年建板楼  -,
龙井里 2室1厅 135万,单价22500元/平米,135,| 2室1厅 | 60平米 | 南 北 | 其他,高楼层(共6层)  1989年建板楼  -,
金禧园 2室1厅 180万,单价21177元/平米,180,| 2室1厅 | 85平米 | 东 西 | 其他,中楼层(共7层)  1998年建板楼  -,
航天北里 3室1厅 248万,单价23103元/平米,248,| 3室1厅 | 107.35平米 | 西 西北 | 其他,中楼层(共6层)  1998年建板楼  -,
美丽心殿 3室2厅 400万,单价28521元/平米,400,| 3室2厅 | 140.25平米 | 南 北 | 其他,中楼层(共20层)  2000年建板楼  -,
江川里 2室1厅 105万,单价15269元/平米,105,| 2室1厅 | 68.77平米 | 南 北 | 其他,高楼层(共6层)  1990年建板楼  -,
红和里 私产满二年 南北通透 低楼层,单价44445元/平米,260,| 2室1厅 | 58.5平米 | 南 北 | 其他,低楼层(共6层)  1987年建板楼  -,
凤园北里 2室1厅 112万,单价17875元/平米,112,| 2室1厅 | 62.66平米 | 西 北 | 毛坯,高楼层(共8层)  1986年建板楼  -,
长华里 双阳跃层 南北通透,单价25144元/平米,390,| 4室2厅 | 155.11平米 | 南 北 | 其他,高楼层(共5层)  1999年建板楼  -,
宜宾西里 2室1厅 125万,单价24583元/平米,125,| 2室1厅 | 50.85平米 | 南 北 | 其他,中楼层(共6层)  1982年建板楼  -,
华宁北里 2室1厅 140万,单价19179元/平米,140,| 2室1厅 | 73平米 | 东 | 其他,高楼层(共6层)  1997年建板楼  -,
级升里 2室0厅 115万,单价28750元/平米,115,| 2室0厅 | 40平米 | 南 北 | 其他,高楼层(共6层)  1990年建板楼  -,
富力城天越园 2室2厅 620万,单价46415元/平米,620,| 2室2厅 | 133.58平米 | 南 北 | 其他,高楼层(共24层)  2007年建板楼  -,
禧顺花园 2室1厅 258万,单价29666元/平米,258,| 2室1厅 | 86.97平米 | 东 西 | 其他,中楼层(共6层)  2001年建板楼  -,
万德花园 3室2厅 550万,单价37289元/平米,550,| 3室2厅 | 147.5平米 | 南 北 | 其他,高楼层(共18层)  2000年建板楼  -,
雅园里 2室1厅 120万,单价19048元/平米,120,| 2室1厅 | 63平米 | 南 北 | 其他,高楼层(共6层)  1998年建板楼  -,
兴盛里 1室1厅 140万,单价29643元/平米,140,| 1室1厅 | 47.23平米 | 西 | 其他,中楼层(共8层)  1997年建板楼  -,
新都大厦 1室1厅 240万,单价41380元/平米,240,| 1室1厅 | 58平米 | 西南 | 其他,中楼层(共28层)  2007年建板楼  -,
光湖里 2室1厅 200万,单价26572元/平米,200,| 2室1厅 | 75.27平米 | 东 南 北 | 其他,高楼层(共6层)  1986年建板楼  -,
华育里 1室1厅 110万,单价24445元/平米,110,| 1室1厅 | 45平米 | 东 | 其他,中楼层(共7层)  1994年建板楼  -,
水上温泉花园 2室1厅 365万,单价32241元/平米,365,| 2室1厅 | 113.21平米 | 东 南 西 | 其他,低楼层(共12层)  2002年建板楼  -,
日华里 3室1厅 330万,单价25379元/平米,330,| 3室1厅 | 130.03平米 | 南 北 | 其他,高楼层(共6层)  1999年建板楼  -,
航天北里 2室1厅 290万,单价34118元/平米,290,| 2室1厅 | 85平米 | 南 北 | 其他,低楼层(共6层)  1998年建板楼  -,
竹华里 随时看房 投资的好选择,单价9524元/平米,80,| 0室1厅 | 84平米 | 南 | 其他,中楼层(共4层)  2003年建板楼  -,
临潼西里 2室1厅 115万,单价31874元/平米,115,| 2室1厅 | 36.08平米 | 南 北 | 其他,高楼层(共6层)  1999年建板楼  -,
云阳东里 1室1厅 98万,单价23334元/平米,98,| 1室1厅 | 42平米 | 东 | 简装,中楼层(共6层)  1990年建板楼  -,
宝龙湾家园 2室1厅 380万,单价36191元/平米,380,| 2室1厅 | 105平米 | 南 | 简装,中楼层(共26层)  2007年建板楼  -,
金研里 2室1厅 200万,单价28572元/平米,200,| 2室1厅 | 70平米 | 南 北 | 简装,低楼层(共6层)  1998年建板楼  -,
宝利国际博朗园 可上五马路小学 精装修,单价17022元/平米,80,| 1室0厅 | 47平米 | 北 | 其他,低楼层(共27层)  2013年建板楼  -,
海泰国际公寓  一室  视野开阔 交通便利,单价11112元/平米,60,| 1室0厅 | 54平米 | 南 | 简装,中楼层(共26层)  2010年建塔楼  -,
新庆里 学区房 交通便利 周边配套设施齐全,单价25534元/平米,85,| 1室1厅 | 33.29平米 | 东北 | 简装,中楼层(共6层)  1992年建板楼  -,
义兴南里 交通方便 采光充足 配套齐全,单价14151元/平米,75,| 1室1厅 | 53平米 | 南 | 其他,高楼层(共6层)  1995年建板楼  -,
朝园里 五马路学区房 交通便利 临近地铁,单价22000元/平米,110,| 2室0厅 | 50平米 | 东 | 其他,高楼层(共6层)  1992年建板楼  -,
中海御湖翰苑小区  精装修  紧邻堆山公园,单价12078元/平米,55,| 1室0厅 | 45.54平米 | 南 | 其他,中楼层(共31层)  2010年建板楼  -,
塞纳公馆 过五年精装修 可贷款  投资首选,单价18013元/平米,110,| 1室0厅 | 61.07平米 | 东 | 其他,低楼层(共28层)  板楼  -,
中海御湖翰苑 精装独单 过五年 投资首选,单价11277元/平米,53,| 1室1厅 | 47平米 | 东 | 简装,低楼层(共31层)  2010年建板楼  -,
天拖南急售独单紧邻中环线学区房地铁房！,单价22287元/平米,100,| 1室1厅 | 44.87平米 | 南 | 精装,高楼层(共6层)  1999年建板楼  -,
红磡花园 交通方便 周边配套齐全 采光充足,单价16956元/平米,95,| 1室0厅 | 56.03平米 | 南 | 简装,高楼层(共7层)  2001年建板楼  -,
横江里  伙单  二楼金角  改善首选 学区房,单价31877元/平米,35,| 1室0厅 | 10.98平米 | 南 | 简装,中楼层(共5层)  1995年建板楼  -,
中海御湖翰苑 电梯房 拎包入住 阳面一室,单价16154元/平米,105,| 1室1厅 | 65平米 | 东南 | 其他,高楼层(共31层)  2010年建板楼  -,
迎风里 楼层佳 格局好  看房方便,单价17188元/平米,55,| 1室1厅 | 32平米 | 西北 | 其他,中楼层(共8层)  1986年建板楼  -,
金淼园 精装2室 通风良好 有学区名额,单价18368元/平米,180,| 2室1厅 | 98平米 | 东 西 | 其他,高楼层(共6层)  1998年建板楼  -,
宁发阳光公寓 电梯小高层 南北通透 大两室,单价26988元/平米,421,| 2室1厅 | 156平米 | 南 | 其他,低楼层(共11层)  1999年建板楼  -,
奥城公寓 天玺 精装 临商业街  有暖气,单价23334元/平米,105,| 1室1厅 | 45平米 | 北 | 其他,低楼层(共31层)  2013年建板楼  -,
艺术公寓 低楼层 精装修 中营学区房,单价23405元/平米,110,| 1室0厅 | 47平米 | 西 | 其他,低楼层(共32层)  2011年建塔楼  -,
花港里 高楼层 企业产产权 大一居室,单价27273元/平米,60,| 1室1厅 | 22平米 | 南 | 其他,高楼层(共6层)  1990年建板楼  -,
平陆东里 2室1厅 185万,单价22823元/平米,185,| 2室1厅 | 81.06平米 | 南 北 | 其他,高楼层(共6层)  1990年建板楼  -,
川东里 1室1厅 90万,单价13236元/平米,90,| 1室1厅 | 68平米 | 南 | 其他,中楼层(共4层)  1991年建板楼  -,
广灵里 3室1厅 170万,单价17975元/平米,170,| 3室1厅 | 94.58平米 | 南 北 | 其他,高楼层(共6层)  1998年建板楼  -,
清化里小区   视野开阔  采光充足  精装修,单价18804元/平米,110,| 2室1厅 | 58.5平米 | 南 北 | 其他,高楼层(共6层)  1989年建板楼  -,
咸阳北里 3室0厅 130万,单价27084元/平米,130,| 3室0厅 | 48平米 | 南 北 | 其他,中楼层(共5层)  1985年建板楼  -,
望园里 2室1厅 97万,单价14924元/平米,97,| 2室1厅 | 65平米 | 西北 | 其他,高楼层(共8层)  1989年建板楼  -,
伊顿玫瑰公寓 3室2厅 690万,单价50365元/平米,690,| 3室2厅 | 137平米 | 南 北 | 其他,高楼层(共30层)  2008年建塔楼  -,
宝龙湾家园 稀缺经典一居室 采光佳 商品院 私产,单价38415元/平米,280,| 1室1厅 | 72.89平米 | 南 | 其他,低楼层(共18层)  2007年建板楼  -,
广丰园 2室1厅 150万,单价25000元/平米,150,| 2室1厅 | 60平米 | 东南 | 其他,高楼层(共7层)  2001年建板楼  -,
白堤东里 2室1厅 85万,单价21250元/平米,85,| 2室1厅 | 40平米 | 东 西 | 其他,高楼层(共6层)  1985年建板楼  -,
朝园里 2室1厅 150万,单价23220元/平米,150,| 2室1厅 | 64.6平米 | 南 北 | 其他,高楼层(共6层)  1992年建板楼  -,
居瑞里 2室1厅 230万,单价30667元/平米,230,| 2室1厅 | 75平米 | 南 北 | 其他,低楼层(共6层)  1990年建板楼  -,
华宁北里 3室2厅 390万,单价25719元/平米,390,| 3室2厅 | 151.64平米 | 南 北 | 其他,中楼层(共12层)  2005年建板楼  -,
兴泰北里 2室2厅 310万,单价34066元/平米,310,| 2室2厅 | 91平米 | 南 北 | 其他,中楼层(共6层)  1993年建板楼  -,
企业产  只有天津本市户口一次性才可以购买,单价15780元/平米,43,| 1室1厅 | 27.25平米 | 东 | 其他,高楼层(共7层)  1995年建板楼  -,
华宁北里 1室2厅 150万,单价26316元/平米,150,| 1室2厅 | 57平米 | 南 | 其他,高楼层(共6层)  1997年建板楼  -,
凤园南里 2室1厅 165万,单价28283元/平米,165,| 2室1厅 | 58.34平米 | 南 北 | 其他,中楼层(共6层)  1986年建板楼  -,
翠峰里 2室2厅 240万,单价29456元/平米,240,| 2室2厅 | 81.48平米 | 西北 | 其他,中楼层(共7层)  1999年建板楼  -,
乡宁里 2室1厅 140万,单价20290元/平米,140,| 2室1厅 | 69平米 | 东 西 | 其他,高楼层(共6层)  1996年建板楼  -,
雅环里 1室2厅 95万,单价16667元/平米,95,| 1室2厅 | 57平米 | 东 西 | 其他,高楼层(共6层)  1996年建板楼  -,
红磡公寓 2室3厅 502万,单价28471元/平米,502,| 2室3厅 | 176.32平米 | 南 北 | 其他,中楼层(共18层)  2001年建板楼  -,
阳城里 2室1厅 170万,单价26154元/平米,170,| 2室1厅 | 65平米 | 南 北 | 其他,中楼层(共7层)  1996年建板楼  -,
怀仁里 2室1厅 155万,单价25000元/平米,155,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共7层)  1995年建板楼  -,
义兴南里 2室1厅 150万,单价25373元/平米,150,| 2室1厅 | 59.12平米 | 南 北 | 其他,中楼层(共6层)  1995年建板楼  -,
长治里 2室1厅 184万,单价28922元/平米,184,| 2室1厅 | 63.62平米 | 南 北 | 其他,中楼层(共5层)  1986年建板楼  -,
如意大厦 2室1厅 225万,单价32029元/平米,225,| 2室1厅 | 70.25平米 | 东 | 其他,高楼层(共40层)  2007年建板楼  -,
飞云东里 2室1厅 155万,单价21233元/平米,155,| 2室1厅 | 73平米 | 东 西 | 其他,高楼层(共6层)  1995年建板楼  -,
川南公寓 2室1厅 195万,单价26665元/平米,195,| 2室1厅 | 73.13平米 | 南 | 其他,中楼层(共6层)  1998年建板楼  -,
云栖里 2室1厅 143万,单价26095元/平米,143,| 2室1厅 | 54.8平米 | 南 北 | 其他,中楼层(共6层)  1988年建板楼  -,
盈江东里 3室1厅 150万,单价37500元/平米,150,| 3室1厅 | 40平米 | 南 西 | 其他,低楼层(共6层)  1995年建板楼  -,
绮华里 3室2厅 425万,单价31817元/平米,425,| 3室2厅 | 133.58平米 | 南 北 | 其他,高楼层(共6层)  2002年建板楼  -,
风荷新园 3室2厅 385万,单价35000元/平米,385,| 3室2厅 | 110平米 | 南 北 | 其他,高楼层(共7层)  2003年建板楼  -,
航天北里 2室1厅 200万,单价30304元/平米,200,| 2室1厅 | 66平米 | 南 北 | 其他,高楼层(共6层)  1998年建板楼  -,
金厦里 2室2厅 290万,单价23055元/平米,290,| 2室2厅 | 125.79平米 | 南 北 | 其他,高楼层(共6层)  1995年建板楼  -,
紫光苑 2室1厅 300万,单价40000元/平米,300,| 2室1厅 | 75平米 | 南 北 | 其他,低楼层(共7层)  1997年建板楼  -,
盈江西里 1室1厅 56万,单价11200元/平米,56,| 1室1厅 | 50平米 | 西 东 | 其他,低楼层(共6层)  1999年建板楼  -,
英俊名邸 2室2厅 495万,单价43806元/平米,495,| 2室2厅 | 113平米 | 南 北 | 其他,中楼层(共7层)  2006年建板楼  -,
康达尚郡 3室2厅 289万,单价17017元/平米,289,| 3室2厅 | 169.84平米 | 南 北 | 其他,中楼层(共17层)  2005年建板楼  -,
德邻里 2室1厅 260万,单价28954元/平米,260,| 2室1厅 | 89.8平米 | 东 西 | 其他,低楼层(共6层)  1990年建板楼  -,
居瑞里 2室2厅 296万,单价40918元/平米,296,| 2室2厅 | 72.34平米 | 南 北 | 其他,高楼层(共6层)  1990年建板楼  -,
竹华里 5室1厅 230万,单价16927元/平米,230,| 5室1厅 | 135.88平米 | 南 北 | 其他,高楼层(共6层)  2003年建板楼  -,
