name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
翠湖山庄 实用三房 环境优美 配套成熟,单价32405元/平米,335,| 3室2厅 | 103.38平米 | 北 | 简装,中楼层(共31层)  1999年建塔楼  -,
天銮 高层东南向 景观绝佳 夜景更迷人,单价75472元/平米,2000,| 5室2厅 | 265平米 | 东南 | 其他,中楼层(共47层)  2013年建塔楼  -,
棠德花园 大到出奇 南北对流 户型方正,单价16854元/平米,150,| 3室1厅 | 89平米 | 西 | 其他,中楼层(共9层)  1997年建塔楼  -,
水荫四横路 高层 正规一房一厅,单价11081元/平米,52,| 1室1厅 | 46.93平米 | 暂无数据 | 简装,高楼层(共9层)  塔楼  -,
光华大厦 地段好带华阳学位 方正两房,单价33674元/平米,330,| 2室2厅 | 98平米 | 北 | 简装,中楼层(共30层)  2000年建塔楼  -,
稀有户型 拎包入住 装修很靓,单价21819元/平米,120,| 2室1厅 | 55平米 | 南 | 其他,低楼层(共10层)  1997年建塔楼  -,
石牌西路 天晟明苑 方正两房 证过5年,单价27161元/平米,220,| 2室2厅 | 81平米 | 西南 | 简装,低楼层(共28层)  1997年建塔楼  -,
领峰苑 奢华装修家电 省级体育东学位,单价73171元/平米,300,| 1室0厅 | 41平米 | 南 | 精装,中楼层(共42层)  2009年建塔楼  -,
富力盈盛 温馨豪装 地铁上盖 配套成熟,单价40000元/平米,632,| 3室2厅 | 158平米 | 南 | 精装,低楼层(共30层)  2013年建塔楼  -,
迎翠春庭 南向2房 视野广 楼层适中,单价20702元/平米,118,| 2室1厅 | 57平米 | 南 | 简装,中楼层(共9层)  2000年建塔楼  -,
金庭轩 东圃超笋电梯3房，装修保养好,单价20000元/平米,166,| 3室1厅 | 83平米 | 西南 | 简装,中楼层(共9层)  1994年建塔楼  -,
文化大院 环境优美 安静舒适 近东风公园,单价22223元/平米,200,| 2室1厅 | 90平米 | 东南 | 其他,高楼层(共7层)  1986年建塔楼  -,
侨乐新村 稀缺两房 证过五年 送露台,单价15244元/平米,125,| 2室1厅 | 82平米 | 西北 | 其他,高楼层(共9层)  1995年建塔楼  -,
铂林国际公寓 1室1厅 220万,单价66667元/平米,220,| 1室1厅 | 33平米 | 东 | 精装,低楼层(共22层)  2005年建塔楼  -,
天河笋盘 业主诚意出售 性价比高,单价17932元/平米,130,| 2室1厅 | 72.5平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
兰亭荟苑 实用两  房两厅出售 刚刚收楼,单价52169元/平米,433,| 2室2厅 | 83平米 | 南 | 其他,中楼层(共22层)  2015年建塔楼  -,
东圃富力新村 三房 格局方正 诚心出售修,单价15061元/平米,125,| 3室1厅 | 83平米 | 北 | 简装,高楼层(共9层)  1994年建塔楼  -,
利雅湾 南向四房 视野开阔,单价57517元/平米,880,| 4室2厅 | 153平米 | 南 | 简装,低楼层(共29层)  2004年建塔楼  -,
华景五期 安静三房 户型方正 带省级学位,单价39507元/平米,320,| 3室2厅 | 81平米 | 东 | 精装,低楼层(共9层)  2009年建塔楼  -,
华港花园 南北向大三房 望花园 很安静,单价35850元/平米,380,| 3室2厅 | 106平米 | 南 | 简装,低楼层(共9层)  2004年建塔楼  -,
城管大楼 住家三房 交通便利 南北通透,单价23149元/平米,250,| 3室2厅 | 108平米 | 南 | 简装,低楼层(共17层)  2000年建塔楼  -,
水荫一横路 精装三房 南北对流 住家首选,单价18453元/平米,155,| 3室1厅 | 84平米 | 南 | 其他,高楼层(共8层)  1988年建塔楼  -,
广海花园 旺中带静 临BRT 临近公园,单价19500元/平米,158.24,| 3室2厅 | 81.15平米 | 南 | 其他,高楼层(共8层)  1998年建塔楼  -,
棠德花园 方正两房 黄金楼层 采光通风好,单价18549元/平米,115,| 2室1厅 | 62平米 | 东 | 简装,高楼层(共9层)  1997年建塔楼  -,
广海花园 旺中带静 临BRT,单价19500元/平米,158.24,| 3室2厅 | 81.15平米 | 南 | 其他,高楼层(共8层)  1998年建塔楼  -,
广海花园 旺中带静 临BRT,单价19501元/平米,160.74,| 3室2厅 | 82.43平米 | 南 | 其他,高楼层(共8层)  1998年建塔楼  -,
保利中汇广场 2室2厅 380万,单价35850元/平米,380,| 2室2厅 | 106平米 | 东 | 其他,高楼层(共30层)  2012年建塔楼  -,
链家真房源 纸厂宿舍小三房 户型方正,单价17353元/平米,118,| 2室2厅 | 68平米 | 南 | 其他,高楼层(共8层)  1995年建塔楼  -,
华南理工大学宿舍 东南向电梯房 保养好,单价46897元/平米,408,| 2室2厅 | 87平米 | 东南 | 其他,高楼层(共8层)  2003年建塔楼  -,
侨英花园 温馨一房 采光好环境优越,单价36112元/平米,130,| 1室1厅 | 36平米 | 东南 | 简装,中楼层(共11层)  2008年建塔楼  -,
安静两房两厅，简装修，证满五年,单价19561元/平米,178,| 3室1厅 | 91平米 | 南 | 简装,高楼层(共8层)  1996年建塔楼  -,
小区最大气最高最靓景观稀有复试,单价29851元/平米,600,| 4室2厅 | 201平米 | 南 | 简装,高楼层(共28层)  1995年建塔楼  -,
嘉逸花园宽派 小户型 重点小学 精致装修,单价22369元/平米,85,| 1室0厅 | 38平米 | 西 | 其他,中楼层(共26层)  2010年建塔楼  -,
广工五山教师村 电梯大三房 人文环境优,单价33019元/平米,350,| 3室2厅 | 106平米 | 东北 | 其他,低楼层(共9层)  1990年建塔楼  -,
冠庭园 东南向 实用两房 环境舒适,单价19750元/平米,158,| 2室1厅 | 80平米 | 东南 | 精装,高楼层(共6层)  2001年建塔楼  -,
天河区羊城花园 3房通风采光亮 实用率高,单价20384元/平米,235,| 3室2厅 | 115.29平米 | 北 | 简装,高楼层(共6层)  1999年建塔楼  -,
新城雅居 一房一厅 地铁口 业主有心卖,单价28000元/平米,140,| 1室1厅 | 50平米 | 南 | 精装,高楼层(共9层)  2003年建塔楼  -,
雅怡居 精装大三房 送平台 过两年,单价19408元/平米,180,| 3室2厅 | 92.75平米 | 南 | 简装,高楼层(共9层)  2000年建塔楼  -,
业主诚心售，价格实惠，黄金地段，生活方便,单价26563元/平米,170,| 2室2厅 | 64平米 | 东 | 其他,高楼层(共9层)  塔楼  -,
华江花园 北向双阳台3房2厅 安静望小区,单价25962元/平米,270,| 3室2厅 | 104平米 | 西北 | 简装,高楼层(共9层)  2001年建塔楼  -,
中兴花园 独特大单间 格局方正,单价34194元/平米,106,| 1室1厅 | 31平米 | 东北 | 其他,高楼层(共18层)  2001年建塔楼  -,
荟雅苑 大三房 中层单位 带华阳学位,单价47620元/平米,500,| 3室2厅 | 105平米 | 西北 | 其他,中楼层(共31层)  2000年建塔楼  -,
广海花园 背靠天河公园 交通便利 正南向,单价26316元/平米,200,| 2室1厅 | 76平米 | 南 | 精装,中楼层(共19层)  1996年建塔楼  -,
万菱汇广场 豪华装修 地铁房,单价60318元/平米,380,| 1室1厅 | 63平米 | 北 | 简装,高楼层(共29层)  2002年建塔楼  -,
高层花园洋房，格局方正，南北对流！,单价34884元/平米,300,| 2室2厅 | 86平米 | 北 | 精装,高楼层(共27层)  2008年建塔楼  -,
楼龄新装修新 格局方正 地理位置优越,单价56123元/平米,550,| 3室2厅 | 98平米 | 东南 | 其他,低楼层(共31层)  2012年建塔楼  -,
半山湾 大四房 楼王位置,单价34338元/平米,570,| 4室3厅 | 166平米 | 南 | 其他,低楼层(共4层)  2007年建塔楼  -,
百合苑 未来金融城小三房 投资自住两相宜,单价21011元/平米,208,| 3室1厅 | 99平米 | 北 | 简装,高楼层(共7层)  1996年建塔楼  -,
业主出国急售，带113中实验小学中学学位,单价18667元/平米,140,| 3室2厅 | 75平米 | 北 | 其他,高楼层(共9层)  1996年建塔楼  -,
MBA国际公寓 一房一厅 送全屋家私家电,单价34375元/平米,220,| 1室0厅 | 64平米 | 南 | 简装,高楼层(共31层)  2007年建塔楼  -,
学院环境，空气清新,单价31579元/平米,240,| 2室2厅 | 76平米 | 南 | 其他,中楼层(共9层)  1992年建塔楼  -,
天河旺区，华阳学位2房，得房率高,单价35000元/平米,210,| 2室2厅 | 60平米 | 东 | 其他,高楼层(共6层)  1997年建塔楼  -,
南骏大厦 大户型 豪华装修修改房评,单价43077元/平米,560,| 3室2厅 | 130平米 | 北 | 简装,中楼层(共23层)  2006年建塔楼  -,
华江花园 实用两房 中等楼层 采光好,单价24286元/平米,170,| 2室2厅 | 70平米 | 东南 | 精装,高楼层(共9层)  2003年建塔楼  -,
珠江新城CBD 富力爱丁堡公寓 保养新净,单价32000元/平米,291.2,| 1室1厅 | 91平米 | 西 | 其他,中楼层(共32层)  2007年建塔楼  -,
财富世纪广场 商住两用 投资首选笋盘,单价38000元/平米,383.8,| 2室1厅 | 101平米 | 北 | 其他,中楼层(共28层)  2009年建塔楼  -,
海景大厦 天河公园旁 东南靓向宜居两房,单价27000元/平米,245.7,| 3室2厅 | 91平米 | 东 | 其他,高楼层(共17层)  2001年建塔楼  -,
凯旋新世界 高端住宅 豪华景观房,单价75377元/平米,1500,| 3室2厅 | 199平米 | 西南 | 其他,高楼层(共16层)  1990年建塔楼  -,
金燕花园 精致两房通风采光好,单价22000元/平米,165,| 2室1厅 | 75平米 | 西 | 其他,低楼层(共9层)  1999年建塔楼  -,
建华路 安静南北向三房 户型超实用,单价20099元/平米,205,| 3室2厅 | 102平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
华建小区 四房两厅,单价31708元/平米,390,| 4室2厅 | 123平米 | 西北 | 精装,中楼层(共17层)  2001年建塔楼  -,
白领公寓 舒适一房 格局户型好,单价19319元/平米,85,| 2室1厅 | 44平米 | 西北 | 其他,高楼层(共9层)  2002年建塔楼  -,
丽都花园 两房两厅 格局方正,单价9211元/平米,70,| 2室2厅 | 76平米 | 南 | 其他,中楼层(共9层)  1998年建塔楼  -,
中怡城市花园 东南向大三房 少有放卖,单价48149元/平米,650,| 3室2厅 | 135平米 | 南 | 精装,低楼层(共33层)  2002年建塔楼  -,
棠德花园 精装大两房 保养好,单价14383元/平米,128,| 2室1厅 | 89平米 | 西南 | 其他,高楼层(共9层)  1997年建塔楼  -,
美林湖畔誉府,单价32766元/平米,308,| 2室2厅 | 94平米 | 南 | 其他,低楼层(共10层)  2013年建塔楼  -,
汇景新城 明月清泉 传世别墅 少有放盘,单价104652元/平米,4500,| 5室2厅 | 430平米 | 南 | 其他,低楼层(共1层)  2011年建  -,
嘉华楼，地铁旁物业，投资首选,单价15979元/平米,147,| 2室2厅 | 92平米 | 东 | 简装,高楼层(共9层)  2003年建塔楼  -,
天河广场 位置安静 精致三房 采光好,单价25689元/平米,280,| 3室2厅 | 109平米 | 东南 | 简装,低楼层(共32层)  1996年建塔楼  -,
温馨舒适大3房地段好空间超大,单价22000元/平米,158.4,| 3室1厅 | 72平米 | 南 | 简装,高楼层(共9层)  2007年建塔楼  -,
全新装修保养好，买来即可入住。,单价36232元/平米,250,| 2室1厅 | 69平米 | 北 | 其他,高楼层(共31层)  2009年建塔楼  -,
地铁旁 建华路奥和楼 邻公园 证满五年,单价18400元/平米,230,| 4室2厅 | 125平米 | 暂无数据 | 简装,低楼层(共9层)  塔楼  -,
棠德花园 89方的大两房。即买即住,单价14607元/平米,130,| 2室1厅 | 89平米 | 东 | 简装,高楼层(共9层)  1997年建塔楼  -,
后天河北 联发名苑温馨两房 证满五年,单价19375元/平米,155,| 2室1厅 | 80平米 | 北 | 简装,中楼层(共9层)  1996年建塔楼  -,
安静小区，公园商圈，旺中带静,单价20715元/平米,145,| 2室1厅 | 70平米 | 东 | 简装,高楼层(共9层)  1998年建塔楼  -,
棠德稀缺三房 视野广阔 采光充足,单价16439元/平米,120,| 3室1厅 | 73平米 | 东 | 其他,高楼层(共10层)  1997年建塔楼  -,
紧邻双地铁 电梯大户型 商住两用皆可,单价20000元/平米,252,| 3室1厅 | 126平米 | 北 | 简装,中楼层(共24层)  1998年建塔楼  -,
天河北苑,双地铁,成熟经典生活小区,单价17089元/平米,135,| 3室2厅 | 79平米 | 东南 | 精装,高楼层(共9层)  1997年建塔楼  -,
新达城商务公寓 俩居室放卖 市一级学位房,单价31250元/平米,250,| 2室1厅 | 80平米 | 南 | 简装,中楼层(共30层)  2000年建塔楼  -,
慧怡楼 低层两房 厅大房大 通透采光好,单价19481元/平米,150,| 2室1厅 | 77平米 | 北 | 简装,中楼层(共9层)  2000年建塔楼  -,
丽江新村实用两房,单价8833元/平米,69,| 2室2厅 | 78.12平米 | 东 | 简装,高楼层(共9层)  1997年建塔楼  -,
棠德花园 实用2房 朝向好 高层视野好,单价16965元/平米,95,| 2室1厅 | 56平米 | 西 | 简装,高楼层(共10层)  1997年建塔楼  -,
地铁上盖 天成居两房 投资落户首选,单价30865元/平米,250,| 2室1厅 | 81平米 | 西 | 简装,中楼层(共15层)  2000年建塔楼  -,
侨源山庄 精装大三房 超笋盘相当于6楼,单价20000元/平米,234,| 3室2厅 | 117平米 | 南 | 精装,低楼层(共20层)  1998年建塔楼  -,
天誉花园一期，华阳学位房！,单价35100元/平米,530,| 3室2厅 | 151平米 | 西北 | 简装,低楼层(共31层)  1998年建塔楼  -,
地铁楼王单位，黄金楼层，户型非常方正实用,单价28456元/平米,350,| 3室2厅 | 123平米 | 南 | 简装,低楼层(共9层)  1999年建塔楼  -,
天成居 实用两房 装修保养好,单价28182元/平米,155,| 2室1厅 | 55平米 | 南 | 简装,中楼层(共16层)  2000年建塔楼  -,
富力盈力史丹尼公寓,单价30000元/平米,420,| 3室2厅 | 140平米 | 东 | 其他,高楼层(共30层)  2005年建塔楼  -,
天河峰景 豪华装修 实用 近地铁 近市场,单价33981元/平米,350,| 3室2厅 | 103平米 | 南 | 其他,低楼层(共28层)  2008年建塔楼  -,
珠江新城CBD  星汇国际大厦 精装两房,单价39473元/平米,380,| 2室2厅 | 96.27平米 | 东北 | 精装,低楼层(共28层)  2003年建塔楼  -,
水荫一横路 中层两房 安静舒适,单价14108元/平米,79,| 2室1厅 | 56平米 | 东 | 精装,中楼层(共8层)  塔楼  -,
益庭阁 精装两房 中高层,单价15271元/平米,113,| 2室2厅 | 74平米 | 南 | 简装,中楼层(共9层)  塔楼  -,
东圃中学宿舍 学区房 繁华地段 证满二年,单价18605元/平米,160,| 2室2厅 | 86平米 | 南 | 简装,低楼层(共9层)  1998年建塔楼  -,
棠德花园 简装 南向望花园,单价20000元/平米,130,| 2室1厅 | 65平米 | 南 | 简装,高楼层(共9层)  1997年建塔楼  -,
员村小1房1厅，交通便利，投资自住均可,单价16305元/平米,75,| 1室1厅 | 46平米 | 西南 | 简装,高楼层(共9层)  1996年建塔楼  -,
【满堂红链家】中高层靓景格局方正,单价20061元/平米,200,| 3室1厅 | 99.7平米 | 北 | 简装,中楼层(共32层)  1996年建塔楼  -,
合景睿峰 商住两用 高档复式 装修豪华,单价35444元/平米,560,| 3室2厅 | 158平米 | 东南 | 其他,中楼层(共41层)  塔楼  -,
叠翠台 大两房 通风采光好 安静宜居,单价37648元/平米,320,| 2室2厅 | 85平米 | 西 | 精装,低楼层(共22层)  1998年建塔楼  -,
实用两房 户型方正 采光好,单价19514元/平米,110,| 2室2厅 | 56.37平米 | 南 | 精装,高楼层(共9层)  1994年建塔楼  -,
富力盈丰大厦，商住两用，投资首选,单价35000元/平米,182,| 1室1厅 | 52平米 | 东 | 其他,高楼层(共29层)  2005年建塔楼  -,
君临国际公寓 地铁上盖 豪华装修,单价42697元/平米,380,| 1室1厅 | 89平米 | 南 | 其他,中楼层(共29层)  2002年建塔楼  -,
恒康阁 学位没占用 过五年唯一,单价32990元/平米,320,| 2室2厅 | 97平米 | 北 | 简装,高楼层(共24层)  2000年建塔楼  -,
迎翠春庭 一房一厅 南北对流,单价16579元/平米,46.42,| 1室1厅 | 28平米 | 南 | 其他,高楼层(共9层)  2000年建塔楼  -,
东成花苑 实用三房 证过五年 性价比高,单价30000元/平米,312,| 3室2厅 | 104平米 | 南 | 毛坯,中楼层(共9层)  2007年建塔楼  -,
【满堂红链家】实用两房 户型方正 采光好,单价19643元/平米,110,| 2室2厅 | 56平米 | 西 | 其他,高楼层(共9层)  1994年建塔楼  -,
侨英花园 温馨两房 采光好环境优越,单价37210元/平米,320,| 2室1厅 | 86平米 | 北 | 简装,高楼层(共27层)  2008年建塔楼  -,
棠德花园 精装修东向两房 户型方正,单价18422元/平米,105,| 2室1厅 | 57平米 | 东 | 其他,中楼层(共10层)  1997年建塔楼  -,
员村 赛拉维花园大单间 环境舒适采光通透,单价32500元/平米,130,| 1室1厅 | 40平米 | 南 | 简装,中楼层(共19层)  2006年建塔楼  -,
帝景苑 东北向三房 装修保养好,单价41936元/平米,520,| 3室2厅 | 124平米 | 东北 | 简装,低楼层(共32层)  2000年建塔楼  -,
广本宿舍 一房一厅 黄金楼层 朝南靓向,单价25000元/平米,110,| 1室1厅 | 44平米 | 南 | 简装,低楼层(共9层)  1993年建塔楼  -,
半山溪谷 三层复试 带天台大花园,单价15625元/平米,750,| 5室2厅 | 480平米 | 南 | 其他,高楼层(共4层)  2007年建塔楼  -,
雅怡阁 实用两房 刚需首选交通方便,单价19737元/平米,150,| 2室1厅 | 76平米 | 南 | 简装,低楼层(共23层)  2000年建塔楼  -,
华景里理想地 复式公寓 东向景观好,单价38000元/平米,224.2,| 2室2厅 | 59平米 | 东 | 精装,高楼层(共21层)  2015年建塔楼  -,
汇峰国际公寓 CBD核心 位置优越,单价60976元/平米,250,| 1室1厅 | 41平米 | 西 | 简装,低楼层(共43层)  2008年建塔楼  -,
万菱汇广场 豪华装修 地铁房,单价43637元/平米,240,| 1室0厅 | 55平米 | 北 | 精装,低楼层(共29层)  2002年建塔楼  -,
永福北约 格局方正 采光通风,单价17802元/平米,125,| 3室1厅 | 70.22平米 | 西北 | 简装,低楼层(共7层)  塔楼  -,
理想青年荟 精品复式 带学位,单价54348元/平米,250,| 1室2厅 | 46平米 | 西北 | 其他,低楼层(共21层)  2007年建塔楼  -,
棠德花园 稀有双阳台户型！,单价18125元/平米,116,| 2室1厅 | 64平米 | 北 | 其他,高楼层(共9层)  1997年建塔楼  -,
白水塘 刚需两房 金融城中心,单价19179元/平米,140,| 2室1厅 | 73平米 | 南 | 简装,中楼层(共9层)  1993年建塔楼  -,
迎翠春庭 精装小两房,单价16364元/平米,90,| 2室1厅 | 55平米 | 北 | 简装,高楼层(共9层)  2000年建塔楼  -,
棠德花园 舒适两房 通风采光好,单价17188元/平米,110,| 2室1厅 | 64平米 | 北 | 其他,高楼层(共9层)  1997年建塔楼  -,
迎翠春庭 小户型 中楼层 采光充足,单价20000元/平米,110,| 2室2厅 | 55平米 | 暂无数据 | 简装,高楼层(共9层)  2000年建塔楼  -,
豪景花园 广州大道中的电梯洋房,单价22597元/平米,240,| 3室2厅 | 106.21平米 | 东 | 其他,高楼层(共19层)  2007年建塔楼  -,
穗东花园 公园旁两房 带省级学位 免税,单价20690元/平米,120,| 2室1厅 | 58平米 | 东南 | 简装,高楼层(共9层)  1997年建塔楼  -,
天河广场 三房两厅 大气户型 视野开阔,单价18868元/平米,200,| 3室2厅 | 106平米 | 东北 | 简装,中楼层(共32层)  1996年建塔楼  -,
富力盈丰 精致商住公寓 稀缺住家配套,单价29412元/平米,150,| 1室0厅 | 51平米 | 北 | 精装,高楼层(共29层)  2005年建塔楼  -,
保利心语 高层三房单位安静园景 业主急售,单价54546元/平米,600,| 3室2厅 | 110平米 | 北 | 其他,高楼层(共32层)  2008年建塔楼  -,
丽晶明珠华庭 三房两厅 南北对流 采光好,单价30000元/平米,450,| 4室1厅 | 150平米 | 西北 | 简装,中楼层(共30层)  1998年建塔楼  -,
翠湖山庄 靓向大四房 保养好景观一流,单价32851元/平米,680,| 5室2厅 | 207平米 | 东南 | 精装,高楼层(共27层)  1999年建塔楼  -,
华江花园 温馨南向三房,单价23296元/平米,205,| 3室1厅 | 88平米 | 东南 | 简装,低楼层(共9层)  2000年建塔楼  -,
骏景花园  豪华装修 稀缺户型,单价32414元/平米,470,| 4室2厅 | 145平米 | 北 | 精装,中楼层(共13层)  2000年建塔楼  -,
骏景花园 高层大三房 学位房,单价26887元/平米,570,| 4室2厅 | 212平米 | 南 | 精装,高楼层(共20层)  2000年建塔楼  -,
慧仪楼 居家过渡的一房一厅 投资的首选,单价17693元/平米,92,| 1室1厅 | 52平米 | 南 | 简装,中楼层(共9层)  2000年建塔楼  -,
刚需三房 南北对流,单价15577元/平米,162,| 3室1厅 | 104平米 | 南 | 其他,中楼层(共6层)  1999年建塔楼  -,
棠德花园 精装南向两房 南北对流 免税！,单价18549元/平米,115,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共9层)  1997年建塔楼  -,
穗茵园 方正三房 地铁上盖 过五年唯一,单价27500元/平米,220,| 3室2厅 | 80平米 | 北 | 简装,中楼层(共9层)  1999年建塔楼  -,
百合苑 实用低笋价房源！还送省一级学位,单价19131元/平米,220,| 3室2厅 | 115平米 | 南 | 简装,高楼层(共9层)  1996年建塔楼  -,
检察院宿舍 地铁口两房 买到赚到,单价22620元/平米,190,| 2室2厅 | 84平米 | 西 | 其他,中楼层(共12层)  2001年建塔楼  -,
棠德花园超实用两房 采光好 位置安静,单价23810元/平米,150,| 2室1厅 | 63平米 | 东 | 简装,低楼层(共29层)  1997年建塔楼  -,
惠苑楼 稀有房型 对流 超低价,单价20690元/平米,180,| 3室2厅 | 87平米 | 暂无数据 | 其他,高楼层(共9层)  1995年建塔楼  -,
天雅居 惊现超低价3室！抄底绝佳机会！降,单价15385元/平米,180,| 3室2厅 | 117平米 | 西南 | 精装,中楼层(共13层)  1999年建塔楼  -,
华翠街 公园旁大两房 配套成熟 生活便利,单价19348元/平米,178,| 2室2厅 | 92平米 | 北 | 其他,高楼层(共9层)  1990年建塔楼  -,
尚东美御 东向高层望小区 采光通风好,单价52448元/平米,750,| 3室2厅 | 143平米 | 东 | 简装,中楼层(共32层)  2007年建塔楼  -,
珠江公园旁边 东南向三房,单价48992元/平米,850,| 3室2厅 | 173.5平米 | 南 | 精装,中楼层(共41层)  2007年建板楼  -,
新装修精致两房楼王 入读华阳,单价41628元/平米,358,| 2室2厅 | 86平米 | 东北 | 其他,低楼层(共28层)  1997年建塔楼  -,
华景里二期 南向景观  望花园空气清新,单价52885元/平米,550,| 2室2厅 | 104平米 | 南 | 精装,中楼层(共31层)  2009年建塔楼  -,
美林海岸花园 东南靓向两房 性价比高,单价40244元/平米,330,| 2室1厅 | 82平米 | 东南 | 精装,低楼层(共18层)  2004年建塔楼  -,
大两房 采光好，,单价27398元/平米,200,| 2室2厅 | 73平米 | 北 | 其他,中楼层(共9层)  2000年建塔楼  -,
旺中带静市中心两房 超低市场价入市好盘,单价18334元/平米,110,| 2室1厅 | 60平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
一般装修，空间利用率高,主卧室采光好。,单价19149元/平米,90,| 1室1厅 | 47平米 | 南 | 精装,高楼层(共9层)  1998年建塔楼  -,
环宇花园 东南靓向 大两房 精装修,单价24359元/平米,190,| 2室1厅 | 78平米 | 东南 | 简装,高楼层(共9层)  1996年建塔楼  -,
金坤花园 两房,单价18628元/平米,190,| 2室1厅 | 102平米 | 南 | 精装,高楼层(共9层)  1998年建塔楼  -,
邮通小区 温馨两房 采光一流,单价30000元/平米,180,| 2室1厅 | 60平米 | 南 | 简装,高楼层(共6层)  1998年建塔楼  -,
棠雅苑 安静两房 且总价低,单价21334元/平米,160,| 2室2厅 | 75平米 | 南 | 简装,高楼层(共9层)  2001年建塔楼  -,
珠江新城 富力公园28 商住两用 环境优,单价36122元/平米,950,| 4室2厅 | 263平米 | 暂无数据 | 简装,中楼层(共48层)  2012年建塔楼  -,
福龙苑 黄金楼层 望花园 性价比高,单价22581元/平米,140,| 2室1厅 | 62平米 | 东 | 简装,中楼层(共9层)  1990年建塔楼  -,
马赛国际公寓 带学位 出租快 租金高,单价32000元/平米,240,| 2室2厅 | 75平米 | 东 | 简装,高楼层(共33层)  2006年建塔楼  -,
岗顶MBA国际公寓 精装一房 珠江新城,单价33558元/平米,250,| 1室1厅 | 74.5平米 | 南 | 简装,中楼层(共29层)  2007年建塔楼  -,
东圃二马路 嘉华楼 南北空气流通.格局好,单价16586元/平米,68,| 2室1厅 | 41平米 | 暂无数据 | 其他,高楼层(共9层)  2003年建塔楼  -,
环宇花园 温馨两房 采光很好 望小区花园,单价22457元/平米,128,| 2室1厅 | 57平米 | 东北 | 简装,高楼层(共9层)  1996年建塔楼  -,
面积小总价低绝板学位房 安静南向望花园,单价25758元/平米,85,| 1室1厅 | 33平米 | 南 | 简装,中楼层(共19层)  2000年建塔楼  -,
合景睿峰 商住两用 高档复式 豪华装修,单价39474元/平米,450,| 2室2厅 | 114平米 | 暂无数据 | 其他,高楼层(共41层)  塔楼  -,
财富世纪广场 一房一厅 豪华装修商住两用,单价32759元/平米,380,| 1室1厅 | 116平米 | 暂无数据 | 其他,高楼层(共28层)  2009年建塔楼  -,
带学位一房公寓 高租金 投资首选,单价20715元/平米,58,| 1室0厅 | 28平米 | 北 | 简装,中楼层(共9层)  2000年建塔楼  -,
穗园小区 3室2厅 570万,单价50000元/平米,570,| 3室2厅 | 114平米 | 西南 | 简装,高楼层(共28层)  2000年建塔楼  -,
都市华庭 4室2厅 865万,单价37609元/平米,865,| 4室2厅 | 230平米 | 西 | 简装,高楼层(共32层)  2001年建塔楼  -,
新大厦国际公寓 3室2厅 680万,单价38858元/平米,680,| 3室2厅 | 175平米 | 西 | 其他,中楼层(共30层)  1998年建塔楼  -,
誉峰 4室2厅 1700万,单价64151元/平米,1700,| 4室2厅 | 265平米 | 南 | 精装,高楼层(共45层)  2007年建板楼  -,
汇景新城维纶特莱 5室2厅 1800万,单价62500元/平米,1800,| 5室2厅 | 288平米 | 南 | 其他,中楼层(共11层)  塔楼  -,
龙苑大厦 2室2厅 243万,单价30000元/平米,243,| 2室2厅 | 81平米 | 南 | 简装,低楼层(共23层)  1992年建塔楼  -,
尚东宏御 3室2厅 780万,单价54546元/平米,780,| 3室2厅 | 143平米 | 南 | 精装,高楼层(共29层)  2008年建塔楼  -,
采光好 通风 中高楼层 视野好,单价13433元/平米,90,| 2室1厅 | 67平米 | 东南 | 简装,高楼层(共9层)  1997年建塔楼  -,
暨南大学明湖苑精致两房 采光通风好,单价45139元/平米,325,| 2室1厅 | 72平米 | 南 | 精装,高楼层(共6层)  1998年建塔楼  -,
白领公寓 舒适三房 格局方正 光线好,单价15854元/平米,130,| 3室2厅 | 82平米 | 南 | 简装,中楼层(共9层)  塔楼  -,
燕东大厦精装修大单间，居家首选,单价19299元/平米,110,| 1室1厅 | 57平米 | 北 | 其他,中楼层(共15层)  2000年建塔楼  -,
富力新村 稀缺一房 南北对流 闹中带静,单价18301元/平米,70,| 1室1厅 | 38.25平米 | 北 | 精装,中楼层(共9层)  1994年建塔楼  -,
鸿燕居 电梯大两房 临近地铁 精美装修,单价22875元/平米,183,| 2室2厅 | 80平米 | 西北 | 简装,低楼层(共11层)  1998年建塔楼  -,
燕岭大厦宿舍 实用两房 临近地铁,单价20000元/平米,136,| 2室2厅 | 68平米 | 西南 | 其他,中楼层(共5层)  1998年建塔楼  -,
紫荆小区 黄金楼层两房 南向厅出阳台,单价38462元/平米,300,| 2室2厅 | 78平米 | 南 | 简装,中楼层(共9层)  1998年建塔楼  -,
环宇花园文景阁 楼梯中层 标准一房一厅,单价22223元/平米,80,| 1室1厅 | 36平米 | 东北 | 简装,中楼层(共9层)  2000年建塔楼  -,
广海花园 电梯小高层 大三房 景观视野好,单价26087元/平米,300,| 3室1厅 | 115平米 | 东 | 简装,中楼层(共19层)  1996年建塔楼  -,
美林海岸花园 格局方正 稀缺正南向三房,单价40910元/平米,450,| 3室2厅 | 110平米 | 南 | 精装,中楼层(共18层)  2004年建塔楼  -,
