name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
锦绣生态园春满园 大三房 送私人露台,单价12322元/平米,138,| 3室2厅 | 112平米 | 东北 | 精装,高楼层(共6层)  2001年建塔楼  -,
金山大厦 格局方正 精致3室 视野开阔,单价10000元/平米,97,| 3室2厅 | 97平米 | 北 | 其他,高楼层(共8层)  1995年建塔楼  -,
番禺 市桥南 奥园养生广场毛坯一房一出售,单价14000元/平米,79.8,| 1室1厅 | 57平米 | 西南 | 毛坯,高楼层(共29层)  2012年建塔楼  -,
东兴大厦 1房1厅1卫,单价8373元/平米,36,| 1室1厅 | 43平米 | 南 | 其他,高楼层(共9层)  1990年建塔楼  -,
江南大厦 三房两厅 精装修 拎包入住,单价11798元/平米,105,| 3室2厅 | 89平米 | 南 | 其他,低楼层(共19层)  1996年建塔楼  -,
祈福新村A区 温馨两房 望别墅,单价12576元/平米,83,| 2室2厅 | 66平米 | 北 | 其他,低楼层(共3层)  1995年建塔楼  -,
荷景花园 2房南向 低楼层非常方便,单价10910元/平米,60,| 2室2厅 | 55平米 | 南 | 其他,低楼层(共6层)  1995年建塔楼  -,
光明南路交通便利小区 南北对流三房,单价9286元/平米,78,| 3室2厅 | 84平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
广州碧桂里丽苑笋盘出售,单价16991元/平米,175,| 3室2厅 | 103平米 | 西北 | 其他,高楼层(共7层)  1998年建塔楼  -,
祈福新村海晴居 证过5年 温馨2房出售,单价18847元/平米,98,| 2室2厅 | 52平米 | 北 | 精装,中楼层(共6层)  1995年建塔楼  -,
)雅居乐剑桥郡 君澜二街 地铁物业,单价23669元/平米,400,| 4室2厅 | 169平米 | 东北 | 其他,低楼层(共6层)  2010年建塔楼  -,
水韵蓝湾  新楼盘 两房两厅,单价10898元/平米,85,| 2室2厅 | 78平米 | 南 | 其他,中楼层(共17层)  2010年建塔楼  -,
桥苑 南北对流 全明采光房 方正大三房,单价11000元/平米,110,| 3室2厅 | 100平米 | 暂无数据 | 简装,高楼层(共6层)  1995年建塔楼  -,
祈福新村 C区 实用两房 采光好,单价10938元/平米,70,| 2室2厅 | 64平米 | 北 | 简装,中楼层(共4层)  1995年建塔楼  -,
鸿城花园 精装2房 拎包入住,单价14557元/平米,115,| 2室2厅 | 79平米 | 西南 | 其他,高楼层(共28层)  2000年建塔楼  -,
祈福新村青怡居 南向小三房,单价15059元/平米,128,| 3室2厅 | 85平米 | 南 | 其他,高楼层(共5层)  1995年建塔楼  -,
大四方  南向 保养好  采光一流,单价11218元/平米,175,| 4室2厅 | 156平米 | 南 | 其他,高楼层(共6层)  2004年建塔楼  -,
雅居乐剑桥郡 联排别墅 大地下室 三车位,单价28572元/平米,1000,| 5室2厅 | 350平米 | 东南 | 其他,低楼层(共1层)  2010年建  -,
赠送200方平台 户型方正实用,单价23932元/平米,140,| 3室2厅 | 58.5平米 | 西北 | 毛坯,低楼层(共11层)  2005年建塔楼  -,
百事佳花园 一线靠江 使用面积高,单价15152元/平米,200,| 3室2厅 | 132平米 | 南 | 简装,低楼层(共28层)  1995年建塔楼  -,
翠山蓝天苑 单边位别墅 南向,单价20409元/平米,600,| 6室2厅 | 294平米 | 东北 | 简装,低楼层(共1层)  2001年建  -,
满堂红链家 海滨花园 精装电梯房,单价19501元/平米,175,| 3室2厅 | 89.74平米 | 暂无数据 | 其他,中楼层(共12层)  1998年建塔楼  -,
德丰大街101方简装3房 低总价,单价7921元/平米,80,| 3室2厅 | 101平米 | 南 | 其他,高楼层(共7层)  塔楼  -,
锦绣花园 南北通透103²+75²的平台,单价12428元/平米,128,| 3室2厅 | 103平米 | 北 | 其他,高楼层(共6层)  1997年建塔楼  -,
康信楼 精装实用2房 户型方正 采光好,单价12500元/平米,70,| 2室1厅 | 56平米 | 东 | 简装,高楼层(共9层)  1995年建塔楼  -,
侨联大街 近地铁 新装2房 证过2年,单价8182元/平米,36,| 2室1厅 | 44平米 | 南 | 简装,高楼层(共7层)  1990年建塔楼  -,
西城路小区 精装2房 有学位 总价低,单价10000元/平米,68,| 2室1厅 | 68平米 | 南 | 简装,中楼层(共7层)  塔楼  -,
祈福新村C区实用大两房 新装修 景观靓,单价12097元/平米,75,| 2室1厅 | 62平米 | 暂无数据 | 简装,高楼层(共4层)  1995年建塔楼  -,
祈福新村康怡居 一楼南向三房,单价17273元/平米,152,| 3室2厅 | 88平米 | 南 | 其他,低楼层(共6层)  1995年建塔楼  -,
祈福新村 山泉居 南向全屋透明 业主急卖,单价15385元/平米,120,| 2室2厅 | 78平米 | 东 | 简装,高楼层(共6层)  2004年建板楼  -,
东海花园 精致三房 高层景观,单价30000元/平米,420,| 3室2厅 | 140平米 | 南 | 其他,高楼层(共19层)  2003年建塔楼  -,
洛溪新城  两房精装出售,单价18675元/平米,155,| 3室1厅 | 83平米 | 东南 | 其他,中楼层(共6层)  2002年建塔楼  -,
万科欧泊 大型社区 园林优美 景观怡人,单价28422元/平米,270,| 3室2厅 | 95平米 | 西南 | 其他,中楼层(共33层)  2012年建塔楼  -,
祈福新村 祈福名都 4房精装 全新放卖,单价20800元/平米,260,| 4室2厅 | 125平米 | 北 | 其他,高楼层(共33层)  1995年建塔楼  -,
华碧翠云山独栋别墅700方1400万,单价37136元/平米,1400,| 6室2厅 | 377平米 | 北 | 简装,低楼层(共1层)  2001年建  -,
前后花园 实用三房 保养好,单价20203元/平米,200,| 3室2厅 | 99平米 | 东北 | 简装,低楼层(共18层)  2001年建塔楼  -,
金海岸花园 大户型 体验奢华生活,单价14904元/平米,310,| 3室2厅 | 208平米 | 南 | 其他,低楼层(共8层)  2002年建塔楼  -,
番艺花园 地铁沿线 小户型 证过两年,单价11364元/平米,50,| 2室2厅 | 44平米 | 暂无数据 | 其他,中楼层(共7层)  1996年建塔楼  -,
锦绣半岛 一线江景 交通便利,单价15000元/平米,282,| 5室2厅 | 188平米 | 西南 | 毛坯,高楼层(共28层)  2009年建塔楼  -,
锦绣生态园春满园100方3房120万,单价12852元/平米,128,| 3室2厅 | 99.6平米 | 北 | 简装,中楼层(共6层)  2001年建塔楼  -,
舒躺的格局3房2厅，楼层居高，视野开阔修,单价26596元/平米,250,| 4室2厅 | 94平米 | 南 | 其他,高楼层(共18层)  2008年建塔楼  -,
三房保养好 位置好 低楼层 东南向,单价19418元/平米,200,| 3室2厅 | 103平米 | 东南 | 简装,低楼层(共6层)  1998年建塔楼  -,
丽江花园 大四房 一线江景,单价14036元/平米,160,| 4室2厅 | 114平米 | 西北 | 简装,高楼层(共9层)  2008年建塔楼  -,
百事佳 小区管理 交通方便 大三房,单价16667元/平米,220,| 3室2厅 | 132平米 | 西南 | 简装,高楼层(共28层)  1995年建塔楼  -,
锦绣银湾 高层一线江景 采光超好,单价20976元/平米,430,| 4室2厅 | 205平米 | 暂无数据 | 其他,中楼层(共25层)  2007年建塔楼  -,
金海岸花园 省级学位 南北通透 精装修,单价16771元/平米,270,| 4室2厅 | 161平米 | 东 | 其他,中楼层(共8层)  2002年建塔楼  -,
小高层一梯两户 环境舒适 南北对流 急售,单价20000元/平米,300,| 3室2厅 | 150平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
祈福新村 绿怡花园 新盘出售,单价42554元/平米,1000,| 4室2厅 | 235平米 | 南 | 其他,低楼层(共1层)  1995年建  -,
雅翠南向过两年 精装两房 格局方正,单价21001元/平米,184.93,| 2室2厅 | 88.06平米 | 南 | 精装,低楼层(共9层)  2010年建塔楼  -,
花样年华少 有1楼带大花园 出售,单价25914元/平米,298,| 3室2厅 | 115平米 | 暂无数据 | 毛坯,低楼层(共17层)  2005年建塔楼  -,
华南碧桂园 联排别墅 业主出国 急售,单价20463元/平米,620,| 7室2厅 | 303平米 | 西北 | 精装,低楼层(共1层)  2001年建  -,
祈福新村祈福新村 青怡2房,单价14667元/平米,88,| 2室2厅 | 60平米 | 南 | 精装,高楼层(共5层)  1995年建塔楼  -,
广州碧桂园秀苑 精装三房 保养新净,单价16667元/平米,170,| 3室2厅 | 102平米 | 西南 | 简装,高楼层(共7层)  1998年建塔楼  -,
吉祥北园地铁上盖 精装两房 送60平花园,单价19673元/平米,120,| 2室2厅 | 61平米 | 南 | 简装,低楼层(共7层)  1993年建塔楼  -,
星河湾盛荟园 最新豪宅物业 二线江景物业,单价31885元/平米,1100,| 5室2厅 | 345平米 | 暂无数据 | 其他,高楼层(共19层)  2001年建塔楼  -,
市桥大北路 近地铁 学位房 业主急售,单价8864元/平米,85,| 3室1厅 | 95.9平米 | 南 | 毛坯,高楼层(共7层)  塔楼  -,
诺德名都 100方 大二房 三阳台 高层,单价19500元/平米,195,| 2室2厅 | 100平米 | 北 | 毛坯,高楼层(共30层)  2004年建塔楼  -,
封闭式管理，地铁小区，绿化率高，生活便利,单价20000元/平米,250,| 4室2厅 | 125平米 | 西南 | 简装,高楼层(共6层)  2002年建塔楼  -,
番禺市桥南 奥林匹克 阳关城小户型,单价15500元/平米,62,| 1室1厅 | 40平米 | 西 | 其他,中楼层(共6层)  1990年建塔楼  -,
珠江花园 园景高层大两房 厅出阳台,单价13581元/平米,110,| 2室2厅 | 81平米 | 暂无数据 | 其他,高楼层(共28层)  2010年建塔楼  -,
丹桂园 南北对流 过五唯一  10分钟地,单价10609元/平米,75,| 2室1厅 | 70.7平米 | 南 | 其他,高楼层(共7层)  2003年建塔楼  -,
怡居新村 带重点学位 关帝公园旁,单价11334元/平米,85,| 2室1厅 | 75平米 | 南 | 简装,低楼层(共7层)  1995年建塔楼  -,
汇庭雅苑 温馨三房 学位房,单价12756元/平米,125,| 3室2厅 | 98平米 | 东 | 其他,中楼层(共5层)  2003年建塔楼  -,
城市花园 东南向三房两卫 采光好无摭挡,单价11291元/平米,105,| 3室2厅 | 93平米 | 南 | 其他,高楼层(共13层)  1993年建塔楼  -,
祈福新村青怡居 实用两房,单价14656元/平米,85,| 2室2厅 | 58平米 | 北 | 其他,中楼层(共5层)  1995年建塔楼  -,
市桥公寓式电梯楼 复式楼全新装修,单价22000元/平米,110,| 1室1厅 | 50平米 | 东南 | 其他,中楼层(共19层)  塔楼  -,
.此单位是业主之前自住，装修保养还可以，,单价16250元/平米,130,| 2室2厅 | 80平米 | 东南 | 其他,高楼层(共28层)  2010年建塔楼  -,
富丽家园 莲芳园 三房2厅 黄金楼层,单价11429元/平米,120,| 3室2厅 | 105平米 | 西 | 简装,中楼层(共7层)  1995年建塔楼  -,
富丽家园 3房2厅 户型方正 中低楼层,单价13044元/平米,60,| 3室2厅 | 46平米 | 南 | 简装,中楼层(共6层)  1995年建塔楼  -,
丹桂园 精装修三房 带学位 地铁上盖,单价13564元/平米,118,| 3室1厅 | 87平米 | 南 | 其他,中楼层(共7层)  2003年建塔楼  -,
瑞和园 全明户型 南北通透 业主诚信出售,单价7408元/平米,80,| 3室2厅 | 108平米 | 南 | 其他,高楼层(共7层)  2002年建塔楼  -,
三楼自带精装修，南郊市场附近，地段优越，,单价9398元/平米,78,| 2室2厅 | 83平米 | 西 | 其他,中楼层(共6层)  塔楼  -,
永达大厦 实用三房 地铁口物业,单价14375元/平米,115,| 3室2厅 | 80平米 | 西南 | 其他,高楼层(共8层)  1995年建塔楼  -,
祈福新村C区 温馨大两房,单价12337元/平米,85,| 2室2厅 | 68.9平米 | 北 | 其他,低楼层(共3层)  1995年建塔楼  -,
祈福新村蝶舞轩 大3房南北对流配套齐全,单价15625元/平米,125,| 3室2厅 | 80平米 | 北 | 简装,高楼层(共6层)  1995年建塔楼  -,
大石富丽家园 精装三房 黄金楼层,单价10771元/平米,95,| 3室1厅 | 88.2平米 | 东 | 精装,高楼层(共7层)  1995年建塔楼  -,
精装三房 南北对流 位置好,单价11916元/平米,135,| 3室2厅 | 113.3平米 | 南 | 精装,高楼层(共8层)  1993年建塔楼  -,
景楼大街 成熟配套 框架结构 证过2年,单价9734元/平米,73,| 2室1厅 | 75平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
富丽家园 交通方便 格局方正 精装修,单价13710元/平米,170,| 3室2厅 | 124平米 | 南 | 其他,高楼层(共7层)  1995年建塔楼  -,
吉祥北园 花园洋房 装修保养靓拎包入住,单价18457元/平米,110,| 2室1厅 | 59.6平米 | 南 | 简装,低楼层(共7层)  1993年建塔楼  -,
富豪山庄 豪华洋房别墅 5房送大花园,单价17648元/平米,360,| 5室2厅 | 204平米 | 北 | 其他,高楼层(共4层)  塔楼  -,
星海国际公寓，即买即收租，投资笋盘,单价14202元/平米,58.17,| 1室0厅 | 40.96平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
雅居乐锦官城低层园景单位 96方位置安静,单价17188元/平米,165,| 3室2厅 | 96平米 | 东北 | 其他,低楼层(共13层)  2011年建塔楼  -,
富昌花园 采光通风非常好,单价12196元/平米,50,| 2室1厅 | 41平米 | 南 | 其他,高楼层(共9层)  1995年建塔楼  -,
小区管理 中高层 采光好 近地铁,单价10195元/平米,105,| 3室2厅 | 103平米 | 南 | 其他,高楼层(共7层)  1998年建塔楼  -,
南浦地铁上盖 小三房 高层98万,单价15077元/平米,98,| 3室1厅 | 65平米 | 南 | 其他,高楼层(共8层)  2002年建塔楼  -,
珠江花园二期怡景湾 温馨两房,单价22223元/平米,200,| 2室2厅 | 90平米 | 西南 | 精装,高楼层(共28层)  1998年建塔楼  -,
花样年华 楼王2期 望泳池,单价19828元/平米,115,| 3室2厅 | 58平米 | 北 | 其他,中楼层(共17层)  2005年建塔楼  -,
星河湾星苑 园景单位 保养一流,单价20919元/平米,205,| 4室2厅 | 98平米 | 南 | 精装,低楼层(共17层)  2001年建塔楼  -,
祈福新村 E区两房 南向单位加13方花园,单价15790元/平米,90,| 2室1厅 | 57平米 | 南 | 其他,低楼层(共4层)  1995年建塔楼  -,
电梯温馨两房 黄金楼层 实验小学,单价21930元/平米,125,| 2室1厅 | 57平米 | 东南 | 其他,中楼层(共24层)  2009年建塔楼  -,
君华香柏广场精装南北对流三房,单价19535元/平米,168,| 3室2厅 | 86平米 | 南 | 其他,高楼层(共32层)  塔楼  -,
华侨城 南向三房 电梯中层,单价12143元/平米,85,| 3室2厅 | 70平米 | 南 | 其他,低楼层(共12层)  1999年建塔楼  -,
怡居新村 带重点学位 关帝公园旁,单价11250元/平米,90,| 3室1厅 | 80平米 | 东南 | 其他,高楼层(共7层)  1995年建塔楼  -,
雍逸华庭 电梯高楼层 配套成熟 即买即住,单价19608元/平米,310,| 3室2厅 | 158.1平米 | 南 | 其他,中楼层(共17层)  2011年建塔楼  -,
祈福新村康怡居 南向3房 格局方正,单价16250元/平米,130,| 3室2厅 | 80平米 | 南 | 其他,高楼层(共6层)  1995年建塔楼  -,
番禺 市桥南 昊龙花园,单价14517元/平米,135,| 3室2厅 | 93平米 | 西 | 其他,高楼层(共6层)  2007年建塔楼  -,
君华香柏广场 高楼层 采光好 视野好,单价18024元/平米,155,| 3室2厅 | 86平米 | 南 | 其他,高楼层(共32层)  塔楼  -,
番禺 市桥南 南北对流 格局方正,单价9000元/平米,117,| 4室2厅 | 130平米 | 暂无数据 | 简装,高楼层(共6层)  塔楼  -,
华侨城精装两房南向单位 位置好带露台,单价7576元/平米,75,| 2室2厅 | 99平米 | 南 | 其他,未知楼层(共8层)  1996年建塔楼  -,
锦绣半岛 三房 新装修,单价19470元/平米,110,| 3室2厅 | 56.5平米 | 西南 | 其他,低楼层(共25层)  2009年建塔楼  -,
华侨城 实用小三房 超笋价,单价8456元/平米,75,| 3室1厅 | 88.7平米 | 北 | 其他,高楼层(共8层)  1996年建塔楼  -,
地铁上盖 交通便利 配套成熟 采光好,单价13206元/平米,110,| 2室2厅 | 83.3平米 | 南 | 简装,高楼层(共7层)  1993年建塔楼  -,
流金岁月 舒适三房两个证,单价25676元/平米,190,| 3室2厅 | 74平米 | 南 | 其他,低楼层(共28层)  2009年建塔楼  -,
成熟配套环境中的安静小区，南向两房，,单价10021元/平米,60,| 2室1厅 | 59.88平米 | 南 | 简装,中楼层(共7层)  1993年建塔楼  -,
华林居 方正两房 生态区,单价19167元/平米,138,| 2室2厅 | 72平米 | 东北 | 简装,低楼层(共6层)  2008年建塔楼  -,
广州雅居乐花园 新地沁园,单价25000元/平米,195,| 2室2厅 | 78平米 | 北 | 其他,中楼层(共11层)  2010年建塔楼  -,
市区中心实用两房，证够两年，中等楼层,单价10770元/平米,56,| 2室1厅 | 52平米 | 北 | 其他,中楼层(共8层)  1996年建塔楼  -,
康富花园 小区管理 楼层佳采光好 近地铁,单价12981元/平米,135,| 3室2厅 | 104平米 | 南 | 其他,中楼层(共7层)  1998年建塔楼  -,
解放路 温馨两房 清爽装修 学位房,单价9285元/平米,48,| 2室1厅 | 51.7平米 | 南 | 其他,低楼层(共7层)  塔楼  -,
奥园大厦 电梯复式 交通方便,单价22369元/平米,85,| 1室1厅 | 38平米 | 东南 | 简装,高楼层(共21层)  2002年建塔楼  -,
禺丰园 市桥学位房 框架结构可公积金,单价10896元/平米,73,| 2室1厅 | 67平米 | 南 | 简装,高楼层(共7层)  1996年建塔楼  -,
祈福新村D区 南向精致两房带露台 位置佳,单价14286元/平米,70,| 2室2厅 | 49平米 | 南 | 其他,高楼层(共4层)  1995年建塔楼  -,
富豪山庄景峰豪庭3房出售！,单价17172元/平米,170,| 3室2厅 | 99平米 | 北 | 其他,低楼层(共18层)  2013年建塔楼  -,
豪景大厦。两房出售。采光好,单价9727元/平米,71,| 2室2厅 | 73平米 | 东 | 其他,高楼层(共6层)  1998年建塔楼  -,
祈福新村E区 保养新净 南向单位,单价13187元/平米,120,| 3室2厅 | 91平米 | 南 | 其他,中楼层(共4层)  1995年建塔楼  -,
喜盈雅镜精装三房 电梯高层 望泳池采光好,单价26400元/平米,330,| 3室2厅 | 125平米 | 北 | 其他,中楼层(共12层)  2008年建塔楼  -,
实用小三房 总价低,单价10284元/平米,69,| 3室1厅 | 67.1平米 | 西 | 其他,高楼层(共7层)  1996年建塔楼  -,
康乐园 省级市桥中心小学学位 近市桥地铁,单价10796元/平米,95,| 3室1厅 | 88平米 | 南 | 其他,高楼层(共7层)  1994年建塔楼  -,
珠江花园 住家装修  方正两室,单价13125元/平米,105,| 2室1厅 | 80平米 | 西南 | 简装,低楼层(共28层)  2010年建塔楼  -,
福泰园 精致温馨大气四房 全新装修,单价13873元/平米,120,| 4室1厅 | 86.5平米 | 南 | 简装,高楼层(共8层)  1995年建塔楼  -,
豪华酒店式公寓 家私齐全  拎包入住,单价16748元/平米,100,| 2室1厅 | 59.71平米 | 北 | 精装,低楼层(共17层)  2008年建塔楼  -,
祈福新村 活力花园 舒适三房,单价18535元/平米,215,| 3室2厅 | 116平米 | 北 | 精装,中楼层(共20层)  1995年建塔楼  -,
侨宫苑实用三房 南北对流,单价7799元/平米,85,| 3室2厅 | 109平米 | 南 | 其他,高楼层(共8层)  1996年建塔楼  -,
) 永达大厦 实用三房 地铁口物业,单价12572元/平米,88,| 2室1厅 | 70平米 | 南 | 其他,高楼层(共7层)  1995年建塔楼  -,
祈福新村 山泉居 复式南向望景房,单价19673元/平米,360,| 4室2厅 | 183平米 | 南 | 其他,高楼层(共6层)  2004年建板楼  -,
入读东怡小学 近地铁3号线 步行10分钟,单价11865元/平米,140,| 3室2厅 | 118平米 | 南 | 其他,高楼层(共7层)  2000年建塔楼  -,
尚东尚筑 两房 南北对流 位置独特,单价15834元/平米,95,| 2室2厅 | 60平米 | 北 | 精装,中楼层(共17层)  2008年建塔楼  -,
莲芳园 豪华精装二房 交通便利 配套齐全,单价12602元/平米,93,| 2室1厅 | 73.8平米 | 南 | 其他,中楼层(共8层)  1995年建塔楼  -,
祈福新村翠怡居 精致三房单位,单价15442元/平米,105,| 3室2厅 | 68平米 | 南 | 其他,高楼层(共5层)  1995年建塔楼  -,
市桥星誉花园 新楼带学位 大型小区,单价21000元/平米,260.4,| 3室2厅 | 124平米 | 南 | 其他,中楼层(共18层)  2011年建塔楼  -,
诺德名都 高景无敌视野 南北对流 过两年,单价24823元/平米,350,| 3室2厅 | 141平米 | 南 | 毛坯,中楼层(共33层)  塔楼  -,
翠怡居南向三房望花园 过五年保养好,单价15687元/平米,160,| 3室2厅 | 102平米 | 南 | 其他,中楼层(共5层)  1995年建塔楼  -,
信联大厦，南北对流，精致两房，户型好,单价11972元/平米,85,| 2室1厅 | 71平米 | 南 | 其他,中楼层(共8层)  1997年建塔楼  -,
侨宫苑两房 成熟小区 南北对流,单价7955元/平米,70,| 2室1厅 | 88平米 | 南 | 其他,高楼层(共8层)  1996年建塔楼  -,
祈福新村A区 温馨两房 保养好 采光好,单价14327元/平米,96,| 2室2厅 | 67.01平米 | 北 | 其他,低楼层(共3层)  1995年建塔楼  -,
祈福新村 D区92方三房南北对流,单价14674元/平米,135,| 3室2厅 | 92平米 | 南 | 其他,中楼层(共4层)  1995年建塔楼  -,
祈福新村 翠湖居 大3房 正南向修改房评,单价17709元/平米,170,| 3室2厅 | 96平米 | 南 | 其他,高楼层(共6层)  1995年建塔楼  -,
祈福新村天湖居 精致两房单位 精装修,单价16884元/平米,130,| 2室2厅 | 77平米 | 南 | 精装,低楼层(共19层)  1995年建塔楼  -,
东城中街 南北对流 实用小3房,单价9667元/平米,58,| 3室1厅 | 60平米 | 南 | 精装,高楼层(共6层)  塔楼  -,
华南碧桂园 精装修四房 保养很好 大花园,单价18714元/平米,320,| 4室2厅 | 171平米 | 北 | 简装,低楼层(共8层)  2001年建塔楼  -,
祈福新村晓峰园 一楼带大花园 居家首选,单价14954元/平米,160,| 3室2厅 | 107平米 | 北 | 简装,低楼层(共35层)  1995年建塔楼  -,
【满堂红链家】大北路小区地铁上盖证过2年,单价8680元/平米,46,| 2室1厅 | 53平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
金沙丽水 小户型 装修新诚意出售,单价10953元/平米,69,| 2室1厅 | 63平米 | 西南 | 其他,中楼层(共4层)  1990年建塔楼  -,
丽江花园左岸 3室2厅 300万,单价23256元/平米,300,| 3室2厅 | 129平米 | 东南 | 简装,低楼层(共18层)  2008年建塔楼  -,
南浦海滨花园海玥居 3室2厅 185万,单价18687元/平米,185,| 3室2厅 | 99平米 | 东北 | 简装,中楼层(共5层)  2002年建塔楼  -,
花巷大三房 好山好水好风光,单价23704元/平米,320,| 3室2厅 | 135平米 | 南 | 精装,低楼层(共6层)  2010年建塔楼  -,
新城区 市桥中心地段 户型方正实用,单价9028元/平米,65,| 3室1厅 | 72平米 | 南 | 精装,中楼层(共5层)  1993年建塔楼  -,
侨联大街 近地铁 低首期,单价7844元/平米,80,| 2室2厅 | 102平米 | 南 | 其他,高楼层(共7层)  塔楼  -,
丽江花园星海洲 电梯高层 过五唯一,单价20000元/平米,220,| 3室2厅 | 110平米 | 东北 | 精装,中楼层(共25层)  2008年建塔楼  -,
洛涛北区 业主急售 实用3房 复式近地铁,单价15297元/平米,160,| 3室2厅 | 104.6平米 | 北 | 其他,高楼层(共6层)  1999年建塔楼  -,
广州雅居乐花园时光九篇 交通便利 保养好,单价17925元/平米,190,| 3室2厅 | 106平米 | 东北 | 精装,低楼层(共11层)  2010年建塔楼  -,
海龙湾 豪华四房 南北对流 保养新,单价21942元/平米,330,| 4室2厅 | 150.4平米 | 南 | 其他,低楼层(共11层)  2004年建塔楼  -,
广州碧桂园 复式四房 园景单位 笋盘出售,单价14815元/平米,280,| 4室2厅 | 189平米 | 西南 | 其他,高楼层(共6层)  1998年建塔楼  -,
锦绣趣园复式3房,单价13664元/平米,138,| 4室2厅 | 101平米 | 暂无数据 | 简装,高楼层(共6层)  2001年建塔楼  -,
石桥新村  成熟小区  配套完善,单价7917元/平米,95,| 3室2厅 | 120平米 | 暂无数据 | 其他,中楼层(共7层)  1995年建塔楼  -,
精装三房 温馨舒适 好房子,单价26214元/平米,270,| 3室2厅 | 103平米 | 南 | 精装,中楼层(共29层)  2010年建塔楼  -,
云山诗意 顶楼复式 ，东南向,单价17143元/平米,180,| 4室2厅 | 105平米 | 南 | 其他,高楼层(共16层)  塔楼  -,
富丽家园温馨一房 南向单位 学位房,单价14250元/平米,57,| 1室1厅 | 40平米 | 南 | 其他,低楼层(共8层)  1995年建塔楼  -,
富丽家园 一楼平台带花园 采光好,单价14286元/平米,100,| 2室1厅 | 70平米 | 南 | 其他,低楼层(共8层)  1995年建塔楼  -,
祈福新村青怡居 中间楼层 实用两房 南向,单价16863元/平米,115,| 2室2厅 | 68.2平米 | 南 | 精装,中楼层(共5层)  1995年建塔楼  -,
美心商贸城位于商业街中心 周边配套完善,单价7917元/平米,38,| 2室1厅 | 48平米 | 北 | 其他,中楼层(共5层)  塔楼  -,
康富花园 近地铁名校物业 刚性首选,单价10732元/平米,88,| 3室2厅 | 82平米 | 东南 | 简装,高楼层(共7层)  1998年建塔楼  -,
富丽家园 交通便利 户型方正,单价12904元/平米,120,| 3室2厅 | 93平米 | 东 | 简装,中楼层(共9层)  1995年建塔楼  -,
彩晴轩 精装3房 户型佳,单价20000元/平米,180,| 3室1厅 | 90平米 | 南 | 其他,高楼层(共11层)  2003年建塔楼  -,
东怡新区实用大四房 临近地铁 生活便利,单价15268元/平米,200,| 4室2厅 | 131平米 | 南 | 其他,高楼层(共7层)  2000年建塔楼  -,
沙湾花园 业主诚心出售,单价10819元/平米,185,| 4室2厅 | 171平米 | 北 | 其他,高楼层(共6层)  2007年建塔楼  -,
柏丽公寓 2居室 随时入住 精装修,单价11207元/平米,65,| 2室1厅 | 58平米 | 北 | 其他,中楼层(共21层)  2013年建塔楼  -,
汇景大道 交通便利 中间楼层 即买即住,单价13334元/平米,96,| 3室1厅 | 72平米 | 北 | 简装,中楼层(共6层)  塔楼  -,
裕兴大厦 电梯3房 框架结构 带学位,单价11072元/平米,93,| 3室1厅 | 84平米 | 东 | 其他,高楼层(共19层)  塔楼  -,
平康路 近地铁 家私电齐 拎包入住,单价7366元/平米,85,| 3室1厅 | 115.4平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
江南西 中层两房 家电全齐 温馨舒适,单价10015元/平米,68,| 2室1厅 | 67.9平米 | 北 | 其他,高楼层(共7层)  1997年建塔楼  -,
星河湾 畅心园东南向2房 保养好,单价23864元/平米,210,| 2室2厅 | 88平米 | 东南 | 简装,低楼层(共9层)  2001年建塔楼  -,
大石富丽楼 实用两房 首选婚房,单价12000元/平米,126,| 2室2厅 | 105平米 | 南 | 其他,高楼层(共8层)  1995年建塔楼  -,
德丰园 业主自住房,单价12296元/平米,150,| 3室2厅 | 122平米 | 南 | 其他,高楼层(共7层)  1995年建塔楼  -,
园丰小区 南向两房 可改三房,单价9167元/平米,88,| 2室2厅 | 96平米 | 南 | 其他,中楼层(共7层)  1998年建塔楼  -,
乳芳园 一楼带花园 全新装修,单价16464元/平米,135,| 2室2厅 | 82平米 | 南 | 简装,低楼层(共7层)  1995年建塔楼  -,
来福苑 地铁上盖 学位房 小区管理,单价12791元/平米,110,| 2室2厅 | 86平米 | 南 | 简装,高楼层(共7层)  2000年建塔楼  -,
中海蓝湾 电梯高层望江 交通方便,单价22603元/平米,330,| 3室2厅 | 146平米 | 南 | 其他,低楼层(共36层)  2003年建塔楼  -,
广州雅居乐花园 十年小雅 南向三房,单价25258元/平米,245,| 3室2厅 | 97平米 | 西南 | 精装,高楼层(共33层)  2010年建塔楼  -,
南国奥园刚需三房宜居安静 学区房交通方便,单价18572元/平米,195,| 3室2厅 | 105平米 | 北 | 简装,中楼层(共6层)  2006年建塔楼  -,
星河湾三期悦心园电梯精致两房,单价24469元/平米,230,| 2室1厅 | 94平米 | 西南 | 其他,低楼层(共18层)  2001年建塔楼  -,
江南花苑 三房出售 学位房,单价10397元/平米,105,| 3室2厅 | 101平米 | 南 | 其他,中楼层(共7层)  1998年建塔楼  -,
