name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
卫生厅大院 大院管理 黄金楼层可改小三房,单价28338元/平米,190,| 2室2厅 | 67.05平米 | 东 | 精装,中楼层(共8层)  1985年建塔楼  -,
环市东天胜村两房出售,单价27587元/平米,160,| 2室1厅 | 58平米 | 南 | 简装,低楼层(共6层)  1982年建塔楼  -,
小北路 朱紫寮 小两房带花园户型,单价25532元/平米,120,| 2室1厅 | 47平米 | 南 | 精装,低楼层(共8层)  塔楼  -,
淘金路小区 华侨学位 3房1厅,单价33847元/平米,220,| 3室1厅 | 65平米 | 南 | 简装,中楼层(共8层)  塔楼  -,
德政中路 实用一房 厅出阳台,单价21569元/平米,110,| 1室1厅 | 51平米 | 西 | 简装,中楼层(共9层)  2000年建塔楼  -,
东华东路 入读培正 精装一房一厅,单价40167元/平米,145,| 1室1厅 | 36.1平米 | 暂无数据 | 其他,高楼层(共6层)  塔楼  -,
中山一路 成熟小区 两房一厅,单价48612元/平米,350,| 2室1厅 | 72平米 | 西北 | 其他,低楼层(共10层)  1990年建塔楼  -,
高层精装舒适大两房 望花园 带学位,单价51686元/平米,460,| 2室2厅 | 89平米 | 北 | 精装,中楼层(共33层)  1999年建塔楼  -,
嘉富广场一期 紧缺户型 方正实用修改房评,单价37374元/平米,370,| 2室1厅 | 99平米 | 南 | 简装,中楼层(共9层)  1999年建塔楼  -,
下塘西路 低楼层 2房1厅 交通便利,单价17895元/平米,170,| 2室1厅 | 95平米 | 西南 | 其他,低楼层(共8层)  塔楼  -,
淘金花园电梯三房出售,单价24771元/平米,270,| 3室1厅 | 109平米 | 南 | 精装,中楼层(共18层)  1995年建塔楼  -,
保利中环公寓 黄金地段 回报率高 管理好,单价36000元/平米,180,| 1室0厅 | 50平米 | 暂无数据 | 精装,中楼层(共36层)  2009年建塔楼  -,
海珠中路 低层三房 东南向采光好,单价20067元/平米,180,| 3室1厅 | 89.7平米 | 东南 | 其他,中楼层(共7层)  1985年建塔楼  -,
光塔路 新装明亮两房放租 全屋有窗 通风,单价22000元/平米,143,| 2室2厅 | 65平米 | 东 | 精装,中楼层(共8层)  塔楼  -,
保利中环广场单身公寓投资首选,单价34891元/平米,310,| 1室0厅 | 88.85平米 | 西 | 精装,低楼层(共36层)  2009年建塔楼  -,
实用温馨单位 配套完善,单价31000元/平米,345.65,| 3室1厅 | 111.5平米 | 南 | 其他,低楼层(共12层)  塔楼  -,
仓边路 全新装修 2房西南向 光线很好,单价27500元/平米,132,| 2室1厅 | 48平米 | 西南 | 简装,中楼层(共9层)  塔楼  -,
麓景路小区 成熟社区 采光一流,单价21806元/平米,157,| 3室1厅 | 72平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
淘金西街小区 有学位 证过5年,单价24676元/平米,190,| 3室1厅 | 77平米 | 东北 | 简装,中楼层(共9层)  塔楼  -,
青龙坊小区 大院管理 框架南北两房,单价29210元/平米,170,| 2室1厅 | 58.2平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
狮带岗中南北对流两房笋价出售,单价25343元/平米,185,| 2室1厅 | 73平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
前鉴通津 临近地铁 方正三居,单价25000元/平米,287.5,| 3室2厅 | 115平米 | 东南 | 其他,中楼层(共8层)  塔楼  -,
建设二马路 舒适两房 精致装修 大房大厅,单价28986元/平米,200,| 2室1厅 | 69平米 | 暂无数据 | 其他,中楼层(共7层)  塔楼  -,
周围配套成熟，交通便利。,单价50762元/平米,1000,| 4室2厅 | 197平米 | 南 | 简装,高楼层(共12层)  1997年建塔楼  -,
应元路 实用三房 小北学位,单价39121元/平米,356,| 3室2厅 | 91平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
东昌南街复式笋价出售,单价27923元/平米,215,| 3室1厅 | 77平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
西华路第一津街小区 带精致装修,单价30286元/平米,106,| 2室1厅 | 35平米 | 东南 | 其他,低楼层(共9层)  1994年建塔楼  -,
三荣大厦 有学位 证过2年,单价28096元/平米,295,| 3室2厅 | 105平米 | 西北 | 其他,高楼层(共30层)  2005年建塔楼  -,
一德东路 一德花园 A座,单价21875元/平米,350,| 5室2厅 | 160平米 | 东南 | 简装,高楼层(共25层)  1996年建塔楼  -,
盘福路小区 3室2厅1卫 东南向,单价24286元/平米,170,| 3室2厅 | 70平米 | 东南 | 简装,中楼层(共8层)  塔楼  -,
实用四房 双公园围绕五楼方正,单价19048元/平米,200,| 4室2厅 | 105平米 | 东南 | 其他,中楼层(共9层)  塔楼  -,
海珠北路小区 中层两房 光线充足,单价22223元/平米,100,| 2室1厅 | 45平米 | 西 | 简装,中楼层(共9层)  塔楼  -,
机务段 实用两房 间隔方正 采光一流,单价14635元/平米,90,| 2室1厅 | 61.5平米 | 北 | 其他,高楼层(共9层)  1990年建塔楼  -,
下塘西路 金麓山庄 配套齐全 交通方便,单价27648元/平米,235,| 2室1厅 | 85平米 | 东南 | 其他,中楼层(共9层)  2005年建塔楼  -,
惠福西路 羊城商厦 住宅,单价17170元/平米,135.88,| 2室1厅 | 79.14平米 | 北 | 简装,高楼层(共20层)  1999年建塔楼  -,
下塘西路小区房屋出售！周边设施齐全！黄金,单价21213元/平米,140,| 2室1厅 | 66平米 | 西南 | 简装,低楼层(共8层)  塔楼  -,
团一大地铁口，全新装修，黄金楼层，,单价24849元/平米,82,| 2室1厅 | 33平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
精选复试 靠近地铁口 环境安静,单价42254元/平米,300,| 3室1厅 | 71平米 | 东 | 简装,低楼层(共8层)  塔楼  -,
锦城花园 安静舒适 电梯高层 豪华装修,单价53460元/平米,850,| 4室2厅 | 159平米 | 南 | 精装,中楼层(共33层)  1999年建塔楼  -,
应元路 南北通透 空气清新,单价29630元/平米,80,| 1室1厅 | 27平米 | 东南 | 其他,低楼层(共3层)  1965年建塔楼  -,
东华东路 低层一居室 周边配套完善,单价40323元/平米,125,| 1室1厅 | 31平米 | 东 | 其他,低楼层(共6层)  1995年建塔楼  -,
惠福西路 中层实用三方 格局方正,单价15883元/平米,135,| 3室2厅 | 85平米 | 东 | 精装,高楼层(共10层)  1998年建塔楼  -,
健乐园小区 黄金楼层 实用二房,单价25938元/平米,166,| 2室2厅 | 64平米 | 南 | 其他,低楼层(共8层)  1985年建塔楼  -,
建设二马路 正规一房 唯一学位,单价27166元/平米,85,| 1室1厅 | 31.29平米 | 南 | 简装,中楼层(共6层)  1990年建塔楼  -,
联发名阁方正两房笋价出售,单价36420元/平米,295,| 2室1厅 | 81平米 | 南 | 其他,高楼层(共19层)  2001年建塔楼  -,
保安前街 通透舒适大两房 省级署前路小学,单价32259元/平米,200,| 2室1厅 | 62平米 | 东 | 简装,低楼层(共7层)  塔楼  -,
东华西路 三房一厅 全新装修 东南北三向,单价21765元/平米,185,| 3室1厅 | 85平米 | 南 | 精装,高楼层(共9层)  塔楼  -,
新河浦路楼梯学区房诚意出售,单价35715元/平米,200,| 2室2厅 | 56平米 | 南 | 其他,高楼层(共9层)  1995年建塔楼  -,
诗书路 置业首选择 附送天台花园,单价15500元/平米,62,| 1室1厅 | 40平米 | 暂无数据 | 其他,高楼层(共10层)  塔楼  -,
富力东堤湾 正规三房 户型方正,单价66667元/平米,800,| 3室2厅 | 120平米 | 西北 | 简装,低楼层(共29层)  2006年建塔楼  -,
三元里 瑶台花园 中低楼层,单价13500元/平米,91.8,| 2室1厅 | 68平米 | 暂无数据 | 其他,低楼层(共8层)  1996年建塔楼  -,
好世界公寓 温馨一房 投资自住适宜,单价40278元/平米,145,| 1室0厅 | 36平米 | 北 | 精装,高楼层(共20层)  2006年建塔楼  -,
大面积单位，装修精致，诚意出售,单价30000元/平米,441,| 4室2厅 | 147平米 | 北 | 毛坯,高楼层(共32层)  2007年建塔楼  -,
恒福路小区 全新装修 证过2年,单价21112元/平米,190,| 3室1厅 | 90平米 | 暂无数据 | 其他,低楼层(共9层)  1988年建塔楼  -,
恒福路小区 有学位 价格低廉,单价14627元/平米,98,| 2室1厅 | 67平米 | 暂无数据 | 简装,高楼层(共9层)  塔楼  -,
东风东路 省级名校 标准1房,单价32521元/平米,120,| 1室1厅 | 36.9平米 | 暂无数据 | 其他,低楼层(共9层)  塔楼  -,
花园新村 方正三房 住家首选,单价19606元/平米,149,| 3室1厅 | 76平米 | 暂无数据 | 其他,高楼层(共9层)  1990年建塔楼  -,
应元路 电梯一房 家电全齐 方便看房,单价34286元/平米,120,| 1室1厅 | 35平米 | 西北 | 简装,高楼层(共9层)  1990年建塔楼  -,
沿江东路 朝南单位 全新装修,单价28000元/平米,210,| 3室1厅 | 75平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
德坭新街 实用三房 素质小区,单价27778元/平米,150,| 2室1厅 | 54平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
整栋带学位房 诚心出售 价格优惠,单价24465元/平米,120,| 4室1厅 | 49.05平米 | 暂无数据 | 精装,低楼层(共1层)  塔楼  -,
应元路 三房带主套 东南北向,单价33000元/平米,339.9,| 3室2厅 | 103平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
环市中路、实用三房、即买即住,单价30435元/平米,280,| 3室1厅 | 92平米 | 南 | 其他,中楼层(共10层)  塔楼  -,
海中宝大厦 实用电梯两房 证够两年,单价32468元/平米,250,| 2室1厅 | 77平米 | 西 | 精装,高楼层(共24层)  2006年建塔楼  -,
水荫直街房改房 低层两房 精美装修,单价34375元/平米,220,| 2室1厅 | 64平米 | 北 | 其他,中楼层(共8层)  塔楼  -,
桂花岗难得的实用一房 南北对流,单价23256元/平米,100,| 2室1厅 | 43平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
下塘西路 两房一厅出售 南北对流,单价23334元/平米,140,| 2室1厅 | 60平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
东风西路 嘉和苑最新三期 少有放盘,单价28572元/平米,380,| 3室2厅 | 133平米 | 北 | 其他,低楼层(共22层)  2003年建塔楼  -,
房改房电梯楼 南向大两房,单价23685元/平米,180,| 2室1厅 | 76平米 | 暂无数据 | 简装,高楼层(共9层)  1995年建塔楼  -,
省级学位 标准三房 地铁上盖,单价28396元/平米,230,| 2室2厅 | 81平米 | 暂无数据 | 简装,高楼层(共8层)  1990年建塔楼  -,
意达大厦 市中心单身首选 极少放盘,单价18889元/平米,85,| 1室0厅 | 45平米 | 暂无数据 | 其他,高楼层(共9层)  2000年建塔楼  -,
竹丝岗小区 稀有一房 通风采光佳,单价30000元/平米,90,| 1室1厅 | 30平米 | 暂无数据 | 其他,中楼层(共8层)  塔楼  -,
百子横路百子大厦电梯小户型出售,单价28000元/平米,168,| 2室1厅 | 60平米 | 暂无数据 | 其他,低楼层(共22层)  2000年建塔楼  -,
波尔多庄园 近黄花岗花园 带中星学位,单价42554元/平米,200,| 1室1厅 | 47平米 | 东 | 简装,中楼层(共22层)  2004年建塔楼  -,
惠雅阁电梯两房出售,单价24738元/平米,200,| 2室1厅 | 80.85平米 | 西南 | 简装,低楼层(共11层)  1998年建塔楼  -,
共和西小区 实用2房 安静舒适,单价34737元/平米,198,| 2室1厅 | 57平米 | 暂无数据 | 其他,低楼层(共7层)  1985年建塔楼  -,
一德花园 一房一厅 名校 投资首选,单价21952元/平米,90,| 1室1厅 | 41平米 | 北 | 简装,高楼层(共26层)  塔楼  -,
惠雅阁实用三房 间隔方正 产权清晰,单价28000元/平米,288.4,| 3室2厅 | 103平米 | 东 | 简装,低楼层(共11层)  1998年建塔楼  -,
东山雅筑 豪华装修 电梯四房 入住名校,单价51613元/平米,960,| 4室2厅 | 186平米 | 东南 | 简装,低楼层(共33层)  2005年建塔楼  -,
合群一马路方正三房笋价出售,单价42532元/平米,336,| 3室1厅 | 79平米 | 西北 | 其他,中楼层(共9层)  1995年建塔楼  -,
水荫路中层三房出售,单价28933元/平米,298,| 3室1厅 | 103平米 | 暂无数据 | 其他,中楼层(共9层)  1995年建塔楼  -,
恒枝岗56号大院，楼龄新，18年，价格低,单价20926元/平米,113,| 2室1厅 | 54平米 | 南 | 精装,中楼层(共6层)  1992年建塔楼  -,
海洋地质大厦 高层电梯两房,单价34699元/平米,288,| 2室2厅 | 83平米 | 西北 | 简装,高楼层(共25层)  塔楼  -,
东山一品 间隔方正 豪华装修 看房方便,单价42648元/平米,725,| 4室2厅 | 170平米 | 南 | 毛坯,低楼层(共32层)  2004年建塔楼  -,
嘉诚国际公寓 小面积学位房 投资首选,单价31579元/平米,120,| 1室0厅 | 38平米 | 东 | 精装,高楼层(共29层)  2007年建塔楼  -,
恒福阁 门口汽配城 商住两用,单价21855元/平米,330,| 4室2厅 | 151平米 | 西 | 简装,中楼层(共36层)  1997年建塔楼  -,
大新路 实用三房间隔方正 通风采光好,单价18651元/平米,220,| 3室2厅 | 117.96平米 | 东 | 简装,中楼层(共9层)  1985年建塔楼  -,
文明路 低层实用三房 新净装修,单价22223元/平米,140,| 3室1厅 | 63平米 | 西 | 其他,中楼层(共7层)  1995年建塔楼  -,
仓边路　细积单位　方正实用　旺中带静,单价22620元/平米,95,| 2室1厅 | 42平米 | 暂无数据 | 简装,高楼层(共8层)  1990年建塔楼  -,
寺右东小区 实用两房 小区环境 安静优美,单价22942元/平米,195,| 2室1厅 | 85平米 | 南 | 简装,高楼层(共9层)  1991年建塔楼  -,
宝山大厦 大三房单位 通风采光好,单价35653元/平米,410,| 3室1厅 | 115平米 | 南 | 精装,中楼层(共18层)  1997年建塔楼  -,
黄花新村 高层 三房一厅,单价28847元/平米,225,| 3室1厅 | 78平米 | 东南 | 其他,高楼层(共8层)  1970年建塔楼  -,
烟墩路小区 格局方正 环境舒适 交通方便,单价50000元/平米,300,| 2室2厅 | 60平米 | 暂无数据 | 其他,低楼层(共8层)  1994年建塔楼  -,
文明路 南北向两房 入读省级名校,单价31411元/平米,245,| 2室1厅 | 78平米 | 南 | 其他,中楼层(共9层)  1990年建塔楼  -,
广东国际大厦高层远景南东向,单价23470元/平米,230,| 3室2厅 | 98平米 | 暂无数据 | 其他,高楼层(共35层)  1990年建塔楼  -,
淘金家园 低层两房 省级中星小学学位,单价44681元/平米,420,| 2室1厅 | 94平米 | 东 | 简装,低楼层(共9层)  2003年建塔楼  -,
白云一街 房改两房 入读东川 毗邻地铁,单价35000元/平米,210,| 2室1厅 | 60平米 | 南 | 其他,中楼层(共8层)  1990年建塔楼  -,
越华路 电梯三房 带20方阳台 看房方便,单价31429元/平米,330,| 3室1厅 | 105平米 | 南 | 其他,高楼层(共9层)  1991年建塔楼  -,
温馨大单间方正实用小户型带学位,单价27106元/平米,103,| 1室1厅 | 38平米 | 西 | 其他,中楼层(共9层)  1990年建塔楼  -,
小新街方正两房笋价出售,单价16735元/平米,82,| 2室1厅 | 49平米 | 暂无数据 | 其他,中楼层(共9层)  1990年建塔楼  -,
中山三路 中层舒适单位 宽大三房双阳台,单价25253元/平米,250,| 3室1厅 | 99平米 | 暂无数据 | 其他,中楼层(共7层)  1990年建塔楼  -,
白云路安静大院中层超宽敞三房两厅出售,单价25253元/平米,250,| 3室2厅 | 99平米 | 暂无数据 | 简装,低楼层(共18层)  塔楼  -,
建设三马路 实用三房 环境优美安静,单价24895元/平米,235,| 2室1厅 | 94.4平米 | 暂无数据 | 其他,中楼层(共9层)  1990年建塔楼  -,
共和西路 入读名校 临近地铁一号线,单价33334元/平米,180,| 2室1厅 | 54平米 | 暂无数据 | 精装,中楼层(共9层)  1990年建塔楼  -,
伟超大厦 地铁沿线 黄金楼层南向两房出售,单价27679元/平米,155,| 2室1厅 | 56平米 | 西南 | 其他,中楼层(共9层)  2002年建塔楼  -,
解放南大新路 实用两房两厅 间隔好光线好,单价16380元/平米,95,| 2室2厅 | 58平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
淘金路小区 精致三房 省级学位,单价24510元/平米,250,| 3室2厅 | 102平米 | 南 | 其他,中楼层(共15层)  塔楼  -,
福今路方正两房笋价出售,单价34667元/平米,260,| 2室0厅 | 75平米 | 暂无数据 | 其他,低楼层(共8层)  塔楼  -,
东湖新村方正两房笋价出售,单价25715元/平米,180,| 2室1厅 | 70平米 | 南 | 其他,高楼层(共6层)  1986年建塔楼  -,
八旗二马路  交通便利 方正实用,单价22675元/平米,195,| 3室1厅 | 86平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
华友大厦 高层精装大户四房 南向望珠江,单价31691元/平米,450,| 4室2厅 | 142平米 | 暂无数据 | 其他,高楼层(共30层)  2000年建塔楼  -,
【满堂红链家】商住两用 户型方正,单价33000元/平米,165,| 1室0厅 | 50平米 | 暂无数据 | 简装,高楼层(共36层)  2009年建塔楼  -,
愉景大厦 配套齐全 生活方便 交通便利,单价25000元/平米,250,| 3室1厅 | 100平米 | 暂无数据 | 其他,高楼层(共27层)  1993年建塔楼  -,
太和岗大院 环境幽静 省级名校学位,单价25000元/平米,190,| 2室2厅 | 76平米 | 暂无数据 | 其他,中楼层(共9层)  1995年建塔楼  -,
西华路 低楼层两房 光线好,单价20000元/平米,92,| 2室1厅 | 46平米 | 暂无数据 | 其他,中楼层(共7层)  塔楼  -,
太和岗 近地铁 中星学位,单价23256元/平米,100,| 1室1厅 | 43平米 | 暂无数据 | 其他,中楼层(共7层)  塔楼  -,
寺右东小区 四房一厅 新装修 看房方便,单价26087元/平米,300,| 4室1厅 | 115平米 | 东北 | 简装,中楼层(共9层)  塔楼  -,
电梯细积，方正实用，住家装修。,单价28379元/平米,105,| 1室1厅 | 37平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
南北对流 格局方正 毛坯装修 空气一流,单价16038元/平米,85,| 2室1厅 | 53平米 | 暂无数据 | 简装,低楼层(共9层)  塔楼  -,
先烈中路 凯城花园 两房精装修 东南向,单价39584元/平米,285,| 2室1厅 | 72平米 | 东北 | 其他,中楼层(共33层)  塔楼  -,
鸿福居 有学位 东南向,单价26882元/平米,250,| 3室1厅 | 93平米 | 南 | 其他,低楼层(共6层)  2000年建塔楼  -,
大南路 精选两房 大院管理 旺中带静,单价18056元/平米,130,| 2室1厅 | 72平米 | 南 | 其他,高楼层(共8层)  1990年建塔楼  -,
青菜东街 实用户型 租赁活跃区,单价24616元/平米,160,| 2室2厅 | 65平米 | 暂无数据 | 其他,低楼层(共9层)  1990年建塔楼  -,
司马街 带八一希望学校 证够二年,单价18000元/平米,108,| 2室1厅 | 60平米 | 南 | 简装,高楼层(共9层)  1994年建塔楼  -,
福今路 低层三房环境安静  入读省级学位,单价34737元/平米,330,| 3室1厅 | 95平米 | 东 | 简装,高楼层(共6层)  塔楼  -,
品质小区 出行方便 户型方正 使用率大,单价42308元/平米,220,| 2室1厅 | 52平米 | 北 | 简装,低楼层(共8层)  塔楼  -,
大新路 低层新装单位 间隔方正,单价20556元/平米,185,| 3室2厅 | 90平米 | 东北 | 简装,中楼层(共9层)  1985年建塔楼  -,
恒福阁，交通方便，汽配城。,单价23334元/平米,350,| 4室2厅 | 150平米 | 东 | 简装,低楼层(共36层)  1997年建塔楼  -,
恒华阁 证过2年 有学位,单价26667元/平米,160,| 1室1厅 | 60平米 | 东 | 简装,低楼层(共28层)  2005年建塔楼  -,
海印苑 南向四房 入读培正,单价44084元/平米,760,| 4室2厅 | 172.4平米 | 东南 | 简装,中楼层(共22层)  1996年建塔楼  -,
水均大街低层2房仅售210万,单价35834元/平米,215,| 2室1厅 | 60平米 | 暂无数据 | 其他,低楼层(共9层)  塔楼  -,
淘金北路小区 证过2年 有学位,单价19627元/平米,210,| 3室2厅 | 107平米 | 东北 | 其他,高楼层(共9层)  塔楼  -,
米市路中层3房仅售180万,单价20931元/平米,180,| 3室1厅 | 86平米 | 暂无数据 | 简装,中楼层(共7层)  塔楼  -,
南向 采光一流,单价29851元/平米,200,| 2室1厅 | 67平米 | 南 | 其他,低楼层(共6层)  2000年建塔楼  -,
仓边路 实用两房 产权清晰,单价32433元/平米,120,| 1室1厅 | 37平米 | 东 | 其他,高楼层(共9层)  1990年建塔楼  -,
东川路 中层南向三房 东川学位 证够5年,单价26887元/平米,285,| 3室1厅 | 106平米 | 西南 | 其他,高楼层(共8层)  1990年建塔楼  -,
东南向通风采光好 顶楼带天台 临近地铁,单价29511元/平米,140,| 2室1厅 | 47.44平米 | 东南 | 其他,高楼层(共6层)  塔楼  -,
嘉诚国际公寓 正规户型 干净舒适,单价30000元/平米,360,| 2室2厅 | 120平米 | 西 | 精装,低楼层(共29层)  2007年建塔楼  -,
大沙头二马路 标准一室 单身首选,单价25000元/平米,80,| 1室1厅 | 32平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
东湖西路 楼龄新净 实用率高 少有放盘,单价23077元/平米,180,| 2室1厅 | 78平米 | 南 | 其他,高楼层(共12层)  1998年建塔楼  -,
洪桥街两房,单价30189元/平米,160,| 2室1厅 | 53平米 | 东南 | 其他,中楼层(共9层)  塔楼  -,
《满堂红链家》保利中环广场带入户花园两房,单价59406元/平米,600,| 2室2厅 | 101平米 | 北 | 简装,高楼层(共36层)  2009年建塔楼  -,
黄华路 低层两房 学位无占用,单价21250元/平米,85,| 2室1厅 | 40平米 | 北 | 简装,低楼层(共9层)  1990年建塔楼  -,
旧北园 实用两房 通风采光极好,单价26191元/平米,110,| 2室1厅 | 42平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
环市中路 中层两房,单价20000元/平米,90,| 2室1厅 | 45平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
下塘西路方正三房笋价出售,单价19659元/平米,230,| 3室1厅 | 117平米 | 东 | 简装,低楼层(共9层)  塔楼  -,
宝山大厦 地铁上盖 办公室设备 新装修,单价32111元/平米,350,| 2室2厅 | 109平米 | 暂无数据 | 其他,高楼层(共18层)  1997年建塔楼  -,
小区安静舒适 环境优美 采光好,单价30000元/平米,270,| 2室1厅 | 90平米 | 东南 | 其他,高楼层(共19层)  1995年建塔楼  -,
解放北实用两房,单价14127元/平米,89,| 2室1厅 | 63平米 | 南 | 简装,中楼层(共8层)  塔楼  -,
天秀大厦 越秀小北 两房放售,单价26316元/平米,250,| 2室2厅 | 95平米 | 东北 | 简装,中楼层(共29层)  1995年建塔楼  -,
东环路3号大院 3房2厅 生活配套齐全,单价28724元/平米,270,| 3室2厅 | 94平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
精装1房 可以改2房,单价50000元/平米,260,| 1室1厅 | 52平米 | 北 | 简装,高楼层(共11层)  1999年建塔楼  -,
三元里精装一房 通风采光好 格局方正,单价13469元/平米,60,| 1室1厅 | 44.55平米 | 东 | 简装,高楼层(共9层)  1996年建塔楼  -,
豪装一房一厅，精致生活新起点,单价30667元/平米,92,| 1室0厅 | 30平米 | 南 | 简装,高楼层(共12层)  塔楼  -,
解放中路陶街 2室1厅 210万,单价27893元/平米,210,| 2室1厅 | 75.29平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
犀牛路 2室0厅 230万,单价41819元/平米,230,| 2室0厅 | 55平米 | 东 | 其他,低楼层(共7层)  塔楼  -,
实用温馨单位 配套完善,单价19118元/平米,65,| 2室1厅 | 34平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
保利中环公寓 商住两用 可注册公司,单价35000元/平米,175,| 1室0厅 | 50平米 | 北 | 其他,中楼层(共36层)  2009年建塔楼  -,
解放北路 桂花岗东一巷37号,单价14865元/平米,110,| 2室2厅 | 74平米 | 南 | 简装,中楼层(共5层)  塔楼  -,
广九五马路楼梯楼低层两房出售,单价26667元/平米,160,| 2室1厅 | 60平米 | 东 | 其他,低楼层(共9层)  塔楼  -,
大新路三房诚意出售修改房评,单价17656元/平米,125,| 3室2厅 | 70.8平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
时代YOU公寓 精致两房一厅 投资自住,单价20000元/平米,174,| 2室1厅 | 87平米 | 北 | 简装,中楼层(共21层)  2006年建塔楼  -,
米市路 天台花园使用,单价19048元/平米,80,| 1室1厅 | 42平米 | 东 | 其他,高楼层(共9层)  塔楼  -,
周家巷 红蓬塘 四房出售,单价26335元/平米,380,| 3室2厅 | 144.3平米 | 东 | 其他,低楼层(共9层)  塔楼  -,
文明路 实用一房 舒适安静,单价21667元/平米,65,| 1室1厅 | 30平米 | 南 | 精装,高楼层(共6层)  塔楼  -,
东风西路 1室1厅 98万,单价21778元/平米,98,| 1室1厅 | 45平米 | 东 | 简装,低楼层(共9层)  塔楼  -,
三元里大道 御景花园两房 过五年唯一,单价11563元/平米,74,| 2室1厅 | 64平米 | 暂无数据 | 其他,高楼层(共9层)  2009年建塔楼  -,
解放中路 小区管理 实用4房,单价19893元/平米,275,| 4室2厅 | 138.24平米 | 暂无数据 | 其他,中楼层(共9层)  1999年建塔楼  -,
北京路 低层两房 南北对流,单价32000元/平米,160,| 2室1厅 | 50平米 | 南 | 简装,中楼层(共5层)  塔楼  -,
寺贝通津 细积单位 学位未占用,单价41936元/平米,130,| 1室1厅 | 31平米 | 南 | 毛坯,中楼层(共8层)  塔楼  -,
东华南路 中层一房 全新装修 即买即收租,单价29575元/平米,75,| 1室1厅 | 25.36平米 | 西 | 简装,中楼层(共9层)  塔楼  -,
新悦楼 精装大开间 极少放盘,单价22570元/平米,65,| 1室0厅 | 28.8平米 | 西北 | 其他,高楼层(共9层)  1999年建塔楼  -,
青菜东街一房小户型 总价少单身过渡之选,单价23810元/平米,50,| 1室0厅 | 21平米 | 北 | 其他,低楼层(共9层)  1990年建塔楼  -,
青菜岗方正一居室 房屋实用 低楼层,单价26364元/平米,58,| 1室0厅 | 22平米 | 暂无数据 | 其他,低楼层(共7层)  1990年建塔楼  -,
水荫直街高层单位 三房单位 通风采光好,单价25774元/平米,250,| 3室1厅 | 97平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
淘金北路 两房 格局方正,单价29221元/平米,225,| 2室2厅 | 77平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
中山四路 榨粉街 中层一房 交通便捷,单价29664元/平米,90,| 1室1厅 | 30.34平米 | 东 | 精装,高楼层(共6层)  1990年建塔楼  -,
国龙大厦 电梯三房 厅出阳台,单价30313元/平米,388,| 3室1厅 | 128平米 | 南 | 简装,中楼层(共29层)  2005年建塔楼  -,
实用温馨单位 配套完善,单价42169元/平米,350,| 3室1厅 | 83平米 | 南 | 其他,中楼层(共9层)  1990年建塔楼  -,
东昌南街 黄金楼层 交通便利,单价29839元/平米,185,| 3室1厅 | 62平米 | 南 | 简装,低楼层(共9层)  1990年建塔楼  -,
越秀北路 中层一房 朝向安静,单价30083元/平米,95,| 1室1厅 | 31.58平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
东华西路四圣街 1室0厅 35万,单价43750元/平米,35,| 1室0厅 | 8平米 | 东 | 其他,低楼层(共8层)  塔楼  -,
金润铂宫 商住两用 北京路繁华地段,单价60976元/平米,500,| 2室1厅 | 82平米 | 南 | 其他,中楼层(共31层)  1993年建塔楼  -,
嘉诚国际公寓 安静舒适 投资性价比高,单价32693元/平米,170,| 1室0厅 | 52平米 | 西 | 简装,低楼层(共29层)  2007年建塔楼  -,
淘金路散盘，实用户型  东南朝向,单价32559元/平米,280,| 3室1厅 | 86平米 | 东南 | 其他,低楼层(共15层)  塔楼  -,
水荫路 低层三房 大院管理 楼龄新净,单价28724元/平米,270,| 3室2厅 | 94平米 | 东南 | 简装,低楼层(共9层)  1995年建塔楼  -,
德悦居　楼龄新净　低层细积　方正实用,单价34091元/平米,75,| 1室0厅 | 22平米 | 北 | 其他,低楼层(共15层)  2000年建塔楼  -,
横枝岗大院 低层两房 南向单位,单价21831元/平米,155,| 2室1厅 | 71平米 | 南 | 其他,中楼层(共5层)  塔楼  -,
