name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
自住靓房 经典跃式 东南 安静朝向,单价55325元/平米,426,| 2室2厅 | 77平米 | 南 | 简装,中楼层(共18层)  2001年建板塔结合  -,
皇御苑一期 正规一房一厅 看房方便有钥匙,单价58334元/平米,280,| 1室1厅 | 48平米 | 南 | 其他,高楼层(共27层)  1998年建板塔结合  -,
皇御苑一期 两房 诚心急售,单价60000元/平米,420,| 2室2厅 | 70平米 | 北 | 精装,低楼层(共35层)  1998年建板塔结合  -,
东方玫瑰花园 主打户型  南北通透 安静朝小区,单价73514元/平米,1050,| 4室2厅 | 142.83平米 | 南 | 精装,高楼层(共11层)  1999年建板塔结合  -,
皇岗口岸，皇御苑精装两房，红本无税。,单价60000元/平米,450,| 2室2厅 | 75平米 | 南 | 其他,低楼层(共35层)  1999年建板塔结合  -,
皇御苑经典大两房 皇岗口岸 采光好 对中庭,单价57616元/平米,435,| 2室2厅 | 75.5平米 | 东南 | 其他,中楼层(共35层)  1999年建板塔结合  -,
40万新装四房 实用120平 位置安静 带前后50平私家花园,单价96352元/平米,750,| 4室2厅 | 77.84平米 | 南 北 | 精装,低楼层(共6层)  1990年建板塔结合  -,
蓝色海云居南北通透4房 小区罕有放盘,单价77236元/平米,950,| 4室2厅 | 123平米 | 南 | 简装,高楼层(共30层)  2005年建板塔结合  -,
皇御苑一期 东南朝向 正规两房两厅,单价65334元/平米,490,| 2室2厅 | 75平米 | 南 | 简装,高楼层(共35层)  1998年建板塔结合  -,
安柏丽晶业主自住房诚心出售,单价61882元/平米,1250,| 4室2厅 | 202平米 | 南 | 精装,低楼层(共18层)  2003年建板塔结合  -,
骏皇嘉园2房 近地铁 学区房,单价60607元/平米,400,| 2室1厅 | 66平米 | 西南 | 简装,高楼层(共30层)  2005年建板塔结合  -,
视野房源，户型方正,单价55385元/平米,360,| 2室2厅 | 65平米 | 北 | 简装,低楼层(共27层)  1997年建塔楼  -,
华强 南光捷佳大厦 方正两房 一手业主,单价48003元/平米,280,| 2室1厅 | 58.33平米 | 西北 | 其他,高楼层(共34层)  2002年建塔楼  -,
地铁口 高层刚需性两房 主卧出阳台 诚卖！,单价56558元/平米,345,| 2室1厅 | 61平米 | 西 | 精装,高楼层(共32层)  2001年建板塔结合  -,
南光捷佳两房 户型方正  红本无税 诚售,单价51725元/平米,300,| 2室1厅 | 58平米 | 西南 | 简装,高楼层(共34层)  2002年建塔楼  -,
绿化小区，大两78平米 户型方正。,单价58975元/平米,460,| 2室1厅 | 78平米 | 北 | 精装,高楼层(共27层)  2002年建塔楼  -,
户型方正 红本在手 百花小学实验中学 用初二 临近地铁,单价102128元/平米,480,| 1室1厅 | 47平米 | 西南 | 简装,中楼层(共32层)  2004年建板塔结合  -,
稀缺户型，首付低，投资回报率高！,单价53479元/平米,123,| 1室0厅 | 23平米 | 东南 | 简装,低楼层(共31层)  2003年建板塔结合  -,
位置安静，装修不错，户型方正，中间楼层,单价64936元/平米,500,| 3室2厅 | 77平米 | 北 | 精装,中楼层(共7层)  板塔结合  -,
群星广场 百花小学+实验中学 1房诚卖,单价79246元/平米,420,| 1室0厅 | 53平米 | 东 | 简装,中楼层(共37层)  2001年建塔楼  -,
嘉州华苑、两房一厅、满两年无营业税,单价55195元/平米,425,| 2室1厅 | 77平米 | 西南 | 精装,高楼层(共31层)  2002年建板塔结合  -,
双实验学位！ 红本,单价106742元/平米,950,| 3室2厅 | 89平米 | 南 | 其他,中楼层(共18层)  1993年建塔楼  -,
市中心顶楼复式 南北通5房 户型稀缺 带送天台花园,单价110479元/平米,2600,| 5室3厅 | 235.34平米 | 东南 | 精装,高楼层(共25层)  2004年建板塔结合  -,
华强 南光捷佳大厦 满两年 红本在手 临近深圳中心公园,单价51725元/平米,300,| 2室1厅 | 58平米 | 南 | 其他,低楼层(共34层)  2002年建塔楼  -,
安静朝南大两房 户型方正 通风采光好 楼层好,单价49334元/平米,370,| 2室2厅 | 75平米 | 南 | 精装,中楼层(共8层)    -,
华强南庆福园高楼层朝南视野开阔户型方正,单价51352元/平米,190,| 1室1厅 | 37平米 | 南 | 其他,高楼层(共33层)  2007年建板塔结合  -,
天御香山花园 4室2厅 1900万,单价112427元/平米,1900,| 4室2厅 | 169平米 | 南 北 | 其他,低楼层(共25层)  2013年建板塔结合  -,
房子满两年，红本在手，空置着卖的。看国都高尔夫花园,单价53192元/平米,750,| 3室2厅 | 141平米 | 南 北 | 其他,高楼层(共31层)  1998年建板塔结合  -,
新浩城带入户花园方正两居，安静通风 ，产权好,单价72520元/平米,570,| 2室2厅 | 78.6平米 | 南 | 其他,中楼层(共14层)  1999年建板塔结合  -,
全海花园4房 学位房 配套完善 笋盘出售,单价63866元/平米,760,| 4室2厅 | 119平米 | 东 | 其他,低楼层(共16层)  2002年建板塔结合  -,
双学位双地铁，红本在手，诚心出售,单价50681元/平米,190,| 1室0厅 | 37.49平米 | 南 | 其他,低楼层(共24层)  1994年建塔楼  -,
稀缺两房安静两房，自住 保养好安静，大两房,单价65790元/平米,500,| 2室2厅 | 76平米 | 西北 | 简装,低楼层(共34层)  2004年建塔楼  -,
稀缺两房 户型好 位置到佳 业主急售，一降再降,单价60000元/平米,390,| 2室1厅 | 65平米 | 西南 | 其他,低楼层(共34层)  2005年建板塔结合  -,
满两年 红本在手 税费少 精装修,单价58109元/平米,215,| 1室1厅 | 37平米 | 东 | 精装,中楼层(共33层)  2007年建板塔结合  -,
旭飞花园 地铁口物业 重点学区房 满二年,单价52659元/平米,208,| 1室1厅 | 39.5平米 | 东南 | 精装,高楼层(共28层)  1999年建板塔结合  -,
福田 近地铁靠公园 户型通透 精装两房 诚心出售,单价60295元/平米,410,| 2室2厅 | 68平米 | 西南 | 精装,低楼层(共32层)  2003年建板塔结合  -,
业主诚心卖 房子保养好  生活配套完善 ！,单价63227元/平米,560,| 2室2厅 | 88.57平米 | 北 | 精装,高楼层(共30层)  2000年建板塔结合  -,
梅林苑 南向两房 地铁口物业 诚心在售,单价47500元/平米,380,| 3室1厅 | 80平米 | 南 北 | 简装,中楼层(共8层)  1997年建板塔结合  -,
华强南 南光捷佳大厦 诚意出售！,单价51432元/平米,300,| 2室1厅 | 58.33平米 | 东南 | 其他,高楼层(共34层)  2002年建塔楼  -,
广业大厦54平一房一厅 户型方正 高楼层 无税,单价55556元/平米,300,| 2室1厅 | 54平米 | 东 | 其他,中楼层(共31层)  2003年建塔楼  -,
实验名校学位 方正实用 得房率高,单价106061元/平米,350,| 1室0厅 | 33平米 | 南 | 其他,高楼层(共27层)  塔楼  -,
桑达大厦 重点名校百花小学加实验中学学位,单价106061元/平米,350,| 1室0厅 | 33平米 | 南 | 其他,高楼层(共27层)  塔楼  -,
雨田村，地铁口物业安静位置三房出售，住家舒适！,单价52174元/平米,480,| 3室2厅 | 92平米 | 北 | 其他,中楼层(共7层)  1998年建板塔结合  -,
不限购不限贷，学位未用。精装，看塘朗山全景。,单价79033元/平米,245,| 1室0厅 | 31平米 | 北 | 精装,高楼层(共33层)  2010年建板塔结合  -,
深业上城全南向豪装大平面商务公寓 住家投资首选,单价93374元/平米,1550,| 2室2厅 | 166平米 | 南 | 精装,低楼层(共62层)  2014年建塔楼  -,
竹子林地铁口老小区，安静舒适，黄金楼层,单价62903元/平米,430,| 2室2厅 | 68.36平米 | 南 北 | 其他,中楼层(共7层)  1985年建塔楼  -,
新浩城花园 安静小区 学位房 适合住家 地铁口,单价67290元/平米,720,| 3室2厅 | 107平米 | 南 北 | 其他,高楼层(共14层)  1997年建板塔结合  -,
大气四房上莲花学校 阳光直 高楼层,单价69931元/平米,1000,| 4室2厅 | 143平米 | 西北 | 其他,中楼层(共30层)  1997年建板塔结合  -,
城市杰座大三房 房子满五年红本在手税费少,单价73470元/平米,720,| 3室1厅 | 98平米 | 西南 | 其他,低楼层(共32层)  2004年建板塔结合  -,
皇岗口岸皇御苑装修好，大三房，居住适宜,单价52337元/平米,560,| 3室2厅 | 107平米 | 北 | 其他,低楼层(共35层)  1998年建板塔结合  -,
金地海景翠堤湾 近红树林公园 红本,单价64517元/平米,770,| 3室2厅 | 119.35平米 | 东南 | 其他,低楼层(共32层)  2000年建板塔结合  -,
中康生活区 75平南北通两房 地铁口物业,单价60000元/平米,450,| 2室2厅 | 75平米 | 南 | 其他,高楼层(共7层)  1995年建板楼  -,
不限购不限贷，京基精装修海景公寓，拎包入住,单价77907元/平米,335,| 1室1厅 | 43平米 | 西南 | 其他,中楼层(共30层)  2014年建板塔结合  -,
中高层，正南朝向，精装保养很好，标准三房。,单价67176元/平米,880,| 3室2厅 | 131平米 | 东南 | 精装,中楼层(共31层)  2000年建板塔结合  -,
元盛兴苑 地铁口物业 楼梯房 生活便利,单价49351元/平米,380,| 2室2厅 | 77平米 | 南 | 其他,中楼层(共8层)  1995年建板塔结合  -,
华茂苑三期 电梯大三诚心出售，视野景观非常好,单价51887元/平米,550,| 3室2厅 | 106平米 | 东南 | 其他,中楼层(共17层)  2000年建塔楼  -,
岗厦地铁口物业 满五年南北三房 户型方正 急售,单价53865元/平米,460,| 3室2厅 | 85.4平米 | 南 北 | 精装,低楼层(共8层)  板塔结合  -,
华强北 华新站 华富村稀缺大两房 华富小学+华富中学,单价59211元/平米,450,| 2室1厅 | 76平米 | 南 | 其他,高楼层(共7层)  1988年建板塔结合  -,
雕塑家园 上复式 红本满五年 可办公,单价43836元/平米,320,| 2室1厅 | 73平米 | 北 | 简装,中楼层(共30层)  2002年建塔楼  -,
华强南 桐林城市广场 公园边的新小区 随时看房,单价67890元/平米,370,| 2室1厅 | 54.5平米 | 东南 | 精装,高楼层(共29层)  板塔结合  -,
城市主场，精装修一房一厅，带园岭外国语小学学位！,单价62223元/平米,280,| 1室1厅 | 45平米 | 西北 | 精装,低楼层(共33层)  2005年建塔楼  -,
八卦岭宿舍，学区房，交通便利.,单价45840元/平米,130,| 1室0厅 | 28.36平米 | 东北 | 精装,中楼层(共7层)  1983年建板塔结合  -,
重点学位 免增值税 方正户型 精致装修,单价83334元/平米,350,| 1室1厅 | 42平米 | 南 | 精装,低楼层(共30层)  2005年建板塔结合  -,
地铁口物业 实用一房  极具投资价值 诚售,单价50000元/平米,245,| 1室1厅 | 49平米 | 东 | 简装,高楼层(共29层)  2001年建板塔结合  -,
天健阳光华苑  红本一手业主 带重点双学位,单价66965元/平米,750,| 3室2厅 | 112平米 | 西北 | 其他,中楼层(共31层)  1999年建塔楼  -,
颐林雅院南北通精装修观景三房！税费低划算,单价68232元/平米,805,| 4室2厅 | 117.98平米 | 南 北 | 精装,低楼层(共11层)  1998年建塔楼  -,
南光捷佳刚需1房诚信出售，近公园、地铁，装修好,单价37888元/平米,170,| 1室0厅 | 44.87平米 | 东北 | 其他,高楼层(共34层)  2002年建塔楼  -,
庆福园精装一房一厅西南向采光好低于市场价10万,单价52703元/平米,195,| 1室1厅 | 37平米 | 西南 | 其他,低楼层(共33层)  2007年建板塔结合  -,
碧海云天精致三房 视野开阔 拎包入住房!,单价97088元/平米,1000,| 3室2厅 | 103平米 | 东北 | 其他,低楼层(共32层)  2003年建板塔结合  -,
福田中心，黄金地段，石厦重点学位，投资居家首选,单价79070元/平米,340,| 1室1厅 | 43平米 | 东 | 精装,中楼层(共30层)  2005年建板塔结合  -,
新世界家园  高层朝南两房  业主急售,单价57353元/平米,390,| 2室2厅 | 68平米 | 南 | 其他,高楼层(共22层)  2003年建板塔结合  -,
看高尔夫景观、拎包入住！,单价51949元/平米,400,| 2室2厅 | 77平米 | 东北 | 其他,低楼层(共31层)  2002年建板塔结合  -,
韵动家园，红本在手，地铁房，学区房,单价63415元/平米,260,| 1室1厅 | 41平米 | 西 | 其他,低楼层(共29层)  2005年建板塔结合  -,
燕南88 满5年 诚心 精装修 住家首选 学位在,单价73188元/平米,960,| 3室2厅 | 131.17平米 | 南 北 | 精装,高楼层(共21层)  2009年建板塔结合  -,
小区单价低，带名校双学位,单价68000元/平米,850,| 3室2厅 | 125平米 | 南 | 其他,中楼层(共28层)  2000年建塔楼  -,
盛世家园二期 西南向2房 自住 精装修,单价66304元/平米,475,| 2室2厅 | 71.64平米 | 西南 | 其他,低楼层(共34层)  2004年建塔楼  -,
南广捷佳刚需一房，近地铁、公园，急卖,单价41482元/平米,168,| 1室0厅 | 40.5平米 | 东南 | 其他,低楼层(共34层)  2002年建塔楼  -,
城市三米六经典小户型 带学位 周边配套齐全,单价51516元/平米,170,| 1室0厅 | 33平米 | 东南 | 简装,高楼层(共27层)  2003年建板塔结合  -,
南北通透 观景房视野开阔 毛坯房 红本在手 双阳台,单价97827元/平米,1350,| 3室2厅 | 138平米 | 南 北 | 毛坯,高楼层(共31层)  2006年建板楼  -,
梅兴苑二期 2房可改3房南向安静 满五年,单价46371元/平米,352,| 2室2厅 | 75.91平米 | 南 西南 | 其他,中楼层(共8层)    -,
恒星园148平大4房 楼王户型客厅3个卧室朝南,单价73618元/平米,1050,| 4室2厅 | 142.63平米 | 南 | 精装,低楼层(共17层)  2009年建板塔结合  -,
业主诚心放售  简单装修,单价51245元/平米,140,| 1室1厅 | 27.32平米 | 西北 | 简装,低楼层(共28层)  1999年建板塔结合  -,
福田中心区  精装大三房 南向居家安静,单价42373元/平米,425,| 3室2厅 | 100.3平米 | 西南 | 精装,高楼层(共32层)  2010年建板塔结合  -,
新世界家园 76平方正两房 安静看山景,单价56000元/平米,420,| 2室2厅 | 75平米 | 北 | 其他,低楼层(共27层)  2003年建板塔结合  -,
南光捷佳大厦 公园旁 地铁旁 满两年 能注册,单价44445元/平米,180,| 1室0厅 | 40.5平米 | 东南 | 简装,高楼层(共34层)  2002年建塔楼  -,
四季山水 高品质住宅  紧邻公园 诚意出售,单价70513元/平米,1100,| 4室2厅 | 156平米 | 南 | 精装,低楼层(共18层)  2010年建塔楼  -,
地铁口新浩城花园 大四房 南北通透 5阳台 业主诚售！,单价57340元/平米,1250,| 4室2厅 | 218平米 | 南 西南 | 简装,中楼层(共12层)  1997年建板塔结合  -,
方正户型 实用率高 满两年,单价79883元/平米,625,| 3室2厅 | 78.24平米 | 南 | 简装,低楼层(共7层)  1995年建板楼  -,
超实用三房，全朝南向，满2年，没有营业税,单价63044元/平米,580,| 3室1厅 | 92平米 | 南 | 精装,中楼层(共30层)  2006年建板塔结合  -,
南光捷佳  朝向好  看中心公园 诚意出售,单价44828元/平米,260,| 1室1厅 | 58平米 | 西北 | 精装,中楼层(共34层)  2002年建塔楼  -,
东南向两房，红本在手，重点石厦学位，居家首选,单价73771元/平米,450,| 2室2厅 | 61平米 | 东南 | 其他,高楼层(共33层)  2005年建板塔结合  -,
安静居家户型，中间楼层 通风 采光好,单价80247元/平米,650,| 2室2厅 | 81平米 | 南 | 精装,中楼层(共18层)  2003年建板塔结合  -,
华侨城碧海云天中式装修 艺术架构生活品质,单价92234元/平米,950,| 3室2厅 | 103平米 | 西北 | 其他,低楼层(共32层)  2003年建板塔结合  -,
梅兴苑二期 实用三房，一手业主因换房诚心出售,单价50000元/平米,485,| 3室2厅 | 97平米 | 北 | 其他,高楼层(共7层)  1996年建板楼  -,
楼王单位4房 安静看花园 交通便利 税费少,单价70834元/平米,850,| 4室2厅 | 120平米 | 北 | 其他,中楼层(共24层)  2002年建塔楼  -,
景田西小区楼王单位户型，南通透，保养好,单价72290元/平米,600,| 3室2厅 | 83平米 | 南 | 其他,中楼层(共8层)  1993年建板塔结合  -,
福田中心区方正两房，楼层高视野好。,单价50736元/平米,345,| 2室2厅 | 68平米 | 东北 | 其他,高楼层(共18层)  1995年建板塔结合  -,
荔园南小学+红岭中学  小户型低总价 地铁口 双重点,单价78621元/平米,335,| 1室1厅 | 42.61平米 | 南 | 精装,高楼层(共26层)  2005年建板塔结合  -,
业主诚售，看房方便，视野采光好,单价60000元/平米,450,| 2室1厅 | 75平米 | 东南 | 精装,高楼层(共34层)  2005年建板塔结合  -,
福民靓房出售 温馨舒适 值得拥有,单价60564元/平米,430,| 2室2厅 | 71平米 | 南 | 其他,高楼层(共18层)  1999年建板塔结合  -,
房子通风光线非常好，位置安静，清爽装修,单价55814元/平米,480,| 3室2厅 | 86平米 | 北 | 简装,高楼层(共7层)  1994年建板塔结合  -,
都会100 大两房 可申请荔园小学+红岭中学 未占用,单价60028元/平米,525.3,| 1室1厅 | 87.51平米 | 南 | 简装,中楼层(共31层)  2002年建板塔结合  -,
高楼层，精装修、高租金、税费低、位置优越、景观好,单价70290元/平米,970,| 3室2厅 | 138平米 | 西南 | 精装,中楼层(共41层)  2003年建板塔结合  -,
主卧朝南！！！一手业主，无增值税，中高楼层,单价58442元/平米,450,| 3室2厅 | 77平米 | 南 北 | 简装,中楼层(共31层)  2000年建板塔结合  -,
CBD中心区，瀑布园林式南向两房。,单价61539元/平米,480,| 2室2厅 | 78平米 | 南 | 其他,中楼层(共35层)  1999年建板塔结合  -,
香景大厦2房83平 全新靓装  带学位,单价60241元/平米,500,| 2室2厅 | 83平米 | 西北 | 其他,中楼层(共24层)  1996年建塔楼  -,
俊景豪园，南向3房，户型正，看房方便！,单价67568元/平米,750,| 3室2厅 | 111平米 | 西南 | 其他,低楼层(共27层)  2003年建塔楼  -,
双地铁口，双口岸，学区房，户型方正实用,单价55385元/平米,360,| 2室2厅 | 65平米 | 北 | 其他,中楼层(共29层)  2004年建板塔结合  -,
福田区莲花村地铁口中银花园三房满五年唯一住宅带学位,单价53334元/平米,528,| 3室2厅 | 99平米 | 东北 | 精装,低楼层(共31层)  1997年建塔楼  -,
新洲大厦，2房改3房，朝向好，楼层适中!,单价40000元/平米,368,| 3室2厅 | 92平米 | 东 | 其他,低楼层(共33层)  2009年建板塔结合  -,
梅林一村 3改4房，户型方正  高层采光好,单价66327元/平米,650,| 3室2厅 | 98平米 | 北 | 其他,中楼层(共18层)  1999年建板塔结合  -,
业主诚心放卖，南北通透，看房方便。,单价103175元/平米,520,| 2室2厅 | 50.4平米 | 南 北 | 简装,中楼层(共12层)  2012年建塔楼  -,
南向 位置安静 精致装修 诚心出售,单价63954元/平米,550,| 3室2厅 | 86平米 | 南 | 其他,高楼层(共8层)  1994年建板塔结合  -,
石厦标准二房带学位业主诚心放卖,单价71642元/平米,480,| 2室2厅 | 67平米 | 西 | 其他,中楼层(共17层)  2000年建板塔结合  -,
群星广场百花小学+实验中学学位房,单价95511元/平米,500,| 1室1厅 | 52.35平米 | 南 | 其他,中楼层(共37层)  2001年建塔楼  -,
正规大两房，东南朝向，视野非常好,单价59723元/平米,430,| 2室1厅 | 72平米 | 东南 | 其他,中楼层(共34层)  2005年建板塔结合  -,
桐林城市广场高层朝南大两居急售，精装修，住家精选,单价60897元/平米,375,| 2室2厅 | 61.58平米 | 南 | 其他,低楼层(共29层)  2012年建板塔结合  -,
东南朝向，78平米，阳台出去有私家花园,单价80770元/平米,630,| 2室2厅 | 78平米 | 东南 | 简装,低楼层(共26层)  2003年建板塔结合  -,
地铁口物业,大金沙旧改 祥云天都一房 新装修 双阳台,单价51000元/平米,255,| 1室1厅 | 50平米 | 北 | 精装,中楼层(共32层)  2005年建塔楼  -,
地铁口卓越城中央住宅复式两房黄金楼层业主诚售,单价72223元/平米,520,| 2室2厅 | 72平米 | 南 | 毛坯,中楼层(共30层)  2009年建板楼  -,
使用率高 中心区配套成熟区 总价低,单价76037元/平米,310,| 2室1厅 | 40.77平米 | 北 | 其他,高楼层(共7层)  2009年建板塔结合  -,
益田豪园居 精装大三房 高层朝南向！视野开阔装修好！,单价60834元/平米,730,| 3室2厅 | 120平米 | 南 | 其他,高楼层(共33层)  2000年建板塔结合  -,
地铁口物业、旧改规划区、满两年红本在手、户型方正,单价62000元/平米,310,| 1室2厅 | 50平米 | 北 | 简装,中楼层(共33层)  2008年建板塔结合  -,
合旺阁 地铁口物业 业主已经改成两房,单价56000元/平米,280,| 2室1厅 | 50平米 | 东南 | 简装,中楼层(共7层)  1996年建板塔结合  -,
宝田苑 精装两房，周边配套齐全，户型方正诚心出售,单价53175元/平米,335,| 2室2厅 | 63平米 | 东 西 | 精装,中楼层(共15层)  2001年建板塔结合  -,
益田村  南向三房，带学位，地铁口,单价68182元/平米,600,| 3室2厅 | 88平米 | 南 | 简装,低楼层(共32层)  2001年建板塔结合  -,
万科金域蓝湾，南北通四房格局，安静看花园,单价75000元/平米,1200,| 5室2厅 | 160平米 | 南 | 精装,低楼层(共46层)  2003年建板塔结合  -,
地铁站 南朝向  高楼层 视野开阔 投资自住首选房,单价62500元/平米,450,| 2室2厅 | 72平米 | 南 | 其他,中楼层(共33层)  2008年建板塔结合  -,
中银花园东南向3房 高楼层 稀缺户型 满两年,单价51516元/平米,510,| 3室2厅 | 99平米 | 东南 | 其他,高楼层(共31层)  1997年建塔楼  -,
翔名苑 景秀双学位 东北向 精装修 三阳台 景观非常好,单价86957元/平米,800,| 3室2厅 | 92平米 | 东 南 | 精装,高楼层(共11层)  2001年建板塔结合  -,
华强南 桐林城市广场二房一厅 学区房,单价69842元/平米,440,| 2室1厅 | 63平米 | 东南 | 其他,高楼层(共29层)  2012年建板塔结合  -,
皇御苑一期！大三房东北向 诚心出售,单价55141元/平米,590,| 3室2厅 | 107平米 | 北 | 简装,低楼层(共35层)  1999年建板塔结合  -,
此房满五年，深圳唯一住宅，费率低。,单价40000元/平米,288,| 2室2厅 | 72平米 | 南 | 其他,中楼层(共30层)  2002年建塔楼  -,
豪华新装修，不限购不限贷，满二年。,单价84858元/平米,297,| 2室1厅 | 35平米 | 西 | 其他,高楼层(共20层)  2013年建板塔结合  -,
精装复式  大阳台  带省重点学位的两房,单价87756元/平米,430,| 2室1厅 | 49平米 | 北 | 其他,高楼层(共26层)  2006年建板塔结合  -,
名校学位房，紧挨儿童乐园和深国投，满五，业主急售,单价93221元/平米,550,| 2室1厅 | 59平米 | 南 | 精装,中楼层(共11层)  2009年建板塔结合  -,
皇岗公园旁 高端住宅 红本在手 随时看房,单价69015元/平米,490,| 2室1厅 | 71平米 | 北 | 精装,低楼层(共31层)  2003年建板塔结合  -,
益田花园二期，精装五房两厅，南北通透，业主急售,单价58283元/平米,950,| 5室2厅 | 163平米 | 南 北 | 精装,高楼层(共6层)  1996年建板塔结合  -,
景发花园 精装三房 双学位 业主急卖,单价55407元/平米,580,| 3室2厅 | 104.68平米 | 东北 | 其他,低楼层(共28层)  1999年建板塔结合  -,
景桦花园 南北通安静三房 方正实用,单价58120元/平米,680,| 3室2厅 | 117平米 | 北 | 其他,低楼层(共10层)  2000年建板塔结合  -,
中银花园四房二厅复式  业主诚心出售,单价52122元/平米,860,| 5室2厅 | 165平米 | 西北 | 简装,中楼层(共31层)  1997年建塔楼  -,
碧荔花园中心位置经典大复式 红本无税 钥匙房,单价51930元/平米,1280,| 5室2厅 | 246.49平米 | 南 北 | 其他,高楼层(共9层)  1998年建板塔结合  -,
蓝湾半岛一房一厅、住家舒适、景观好！,单价57143元/平米,240,| 1室1厅 | 42平米 | 东北 | 其他,中楼层(共33层)  2004年建板楼  -,
近中心区、一房一厅、楼下公交站台交通便利,单价55406元/平米,205,| 1室1厅 | 37平米 | 北 | 其他,高楼层(共32层)  2003年建板塔结合  -,
港田花园近口岸十二小时通关去香港方便精装修视野开阔,单价57739元/平米,335,| 2室2厅 | 58.02平米 | 东北 | 简装,高楼层(共32层)  2001年建板塔结合  -,
香荔绿洲 户型方正 周边配套完善 有钥匙,单价87500元/平米,1400,| 3室2厅 | 160平米 | 南 | 简装,中楼层(共18层)  板塔结合  -,
碧荔花园中心位置 南北通透 业主诚心出售,单价57972元/平米,800,| 4室2厅 | 138平米 | 南 | 其他,中楼层(共9层)  1998年建板塔结合  -,
朗晴馨洲 高楼层 地铁物业 。。,单价56217元/平米,208,| 1室1厅 | 37平米 | 东北 | 其他,中楼层(共32层)  2003年建板塔结合  -,
翠海花园 户型方正 使用率高  同户型2200万,单价77501元/平米,1868,| 4室2厅 | 241.03平米 | 东南 | 精装,低楼层(共31层)  2003年建板塔结合  -,
自住式地铁房，客厅和主卧带阳台，红本在手,单价90849元/平米,1630,| 5室2厅 | 179.42平米 | 南 | 精装,中楼层(共31层)  2003年建板塔结合  -,
安静位置，方正户型，红本五年，黄金楼层，仅此一套,单价77060元/平米,650,| 3室2厅 | 84.35平米 | 南 北 | 简装,中楼层(共8层)  2009年建板塔结合  -,
中旅二期 通透3房 前后看花园 户型正 满5年 有入户,单价118755元/平米,1400,| 3室2厅 | 117.89平米 | 南 | 精装,中楼层(共24层)  2005年建板塔结合  -,
白领公寓，诚心出售,单价57693元/平米,150,| 1室0厅 | 26平米 | 北 | 其他,中楼层(共30层)  2003年建板塔结合  -,
文伟阁精装修三居室  高层观景  通透性很强 满五年,单价72949元/平米,1200,| 4室2厅 | 164.5平米 | 南 | 精装,高楼层(共25层)  1999年建板塔结合  -,
旭飞花园 双地铁口物业 学区房 诚心出售,单价54905元/平米,150,| 1室0厅 | 27.32平米 | 北 | 其他,中楼层(共28层)  1999年建板塔结合  -,
庆福园-正规一房一厅-安静适合居家,单价54055元/平米,200,| 1室1厅 | 37平米 | 东南 | 其他,低楼层(共33层)  2007年建板塔结合  -,
文伟阁三居室  观水库 精装修  满五年 通透性很强,单价74793元/平米,675,| 3室2厅 | 90.25平米 | 南 | 精装,高楼层(共25层)  1999年建板塔结合  -,
城市主场开间中间楼层满五年红本在手,单价58696元/平米,270,| 1室0厅 | 46平米 | 东北 | 简装,低楼层(共33层)  2005年建板塔结合  -,
准地铁口，户型好，看房方便，诚心卖,单价54333元/平米,575,| 3室2厅 | 105.83平米 | 西北 | 精装,低楼层(共29层)  2005年建塔楼  -,
在建地铁房，省一级学位，诚心出售,单价44000元/平米,198,| 1室1厅 | 45平米 | 南 | 其他,中楼层(共24层)  1994年建塔楼  -,
风临左岸南北通四房两厅，深高+竹园，满五红本少税,单价96317元/平米,1250,| 4室2厅 | 129.78平米 | 南 北 | 简装,中楼层(共18层)  2003年建板塔结合  -,
双地铁口物业 四房 安静  近中心区,单价56579元/平米,645,| 4室2厅 | 114平米 | 东北 | 其他,低楼层(共30层)  2000年建板塔结合  -,
天健世纪花园1-1-1-1,单价93827元/平米,500,| 1室1厅 | 53.29平米 | 西北 | 简装,高楼层(共18层)  2004年建板塔结合  -,
旭飞花园 一房 重点学区 诚心卖,单价61364元/平米,135,| 1室0厅 | 22平米 | 南 | 简装,中楼层(共28层)  1999年建板塔结合  -,
中心区双地铁 租金高 首付低 投资式小户型,单价54546元/平米,180,| 1室0厅 | 33平米 | 东 | 简装,中楼层(共32层)  2001年建板塔结合  -,
天健世纪花园 1-1-1-1 59.46m² 600 万,单价100909元/平米,600,| 1室1厅 | 59.46平米 | 南 | 简装,高楼层(共18层)  2004年建板塔结合  -,
南向带电梯小二房 带莲花双学位,单价66273元/平米,370,| 2室1厅 | 55.83平米 | 南 | 简装,中楼层(共21层)  2009年建板塔结合  -,
片区楼王！户型南北通透！省重点学位！,单价75397元/平米,950,| 3室2厅 | 126平米 | 东南 | 精装,低楼层(共33层)  2005年建板塔结合  -,
嘉福花园大四居，满两年,单价45334元/平米,680,| 4室2厅 | 150平米 | 西 | 简装,中楼层(共12层)  2001年建板塔结合  -,
皇御苑一期精装一房 看花园 户型好 带阳台,单价54167元/平米,260,| 1室1厅 | 48平米 | 北 | 精装,低楼层(共27层)  1999年建板塔结合  -,
无营业税，东南向精装修，户型好卧室出阳台,单价53750元/平米,430,| 2室2厅 | 80平米 | 南 | 精装,中楼层(共32层)  2005年建塔楼  -,
翠海花园南北通高层荔园+深高学位满五精装,单价87629元/平米,1700,| 4室2厅 | 194平米 | 南 | 精装,高楼层(共32层)  2003年建板塔结合  -,
