name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
万科金域蓝湾 近地铁 中高楼层,单价25000元/平米,260,| 3室2厅 | 104平米 | 西南 | 其他,中楼层(共25层)  2008年建塔楼  -,
远景路 万方园经济实用电梯房精装修,单价19079元/平米,145,| 2室2厅 | 76平米 | 东 | 简装,中楼层(共18层)  1999年建塔楼  -,
汇侨新城 正南向两房 格局方正,单价14286元/平米,100,| 2室2厅 | 70平米 | 暂无数据 | 简装,低楼层(共17层)  2000年建塔楼  -,
南航新村 小区成熟 电梯高层单位,单价13954元/平米,120,| 3室1厅 | 86平米 | 东南 | 其他,高楼层(共17层)  1997年建塔楼  -,
上步花园 间隔方正 精装修 光线一流,单价12453元/平米,43,| 1室1厅 | 34.53平米 | 西 | 其他,高楼层(共9层)  1998年建塔楼  -,
临近好友多 附带省级名校 交通购物方便,单价17043元/平米,121,| 2室1厅 | 71平米 | 东 | 简装,高楼层(共8层)  2008年建塔楼  -,
戒毒所宿舍 小三房 过五免重税,单价14433元/平米,140,| 3室2厅 | 97平米 | 东北 | 其他,中楼层(共13层)  1999年建塔楼  -,
棠安路 精装修1房 东向 方正实用,单价16000元/平米,64,| 1室0厅 | 40平米 | 东 | 简装,高楼层(共9层)  1998年建塔楼  -,
三元里 嘉华苑 住家2房,单价12858元/平米,72,| 2室1厅 | 56平米 | 西 | 简装,高楼层(共9层)  1995年建塔楼  -,
同逸苑 光线一流 间隔方正 交通便利,单价19500元/平米,78,| 1室0厅 | 40平米 | 北 | 其他,中楼层(共7层)  2003年建塔楼  -,
金碧新城 3室 保养新 采光好,单价21429元/平米,225,| 3室2厅 | 105平米 | 东北 | 其他,中楼层(共18层)  2005年建塔楼  -,
百荣园 云山名都 精装豪华大五房,单价32339元/平米,650,| 5室2厅 | 201平米 | 西南 | 其他,高楼层(共18层)  2000年建塔楼  -,
汇侨新城 东南向看游泳池 安静舒适,单价12163元/平米,90,| 2室1厅 | 74平米 | 东南 | 其他,高楼层(共9层)  2000年建塔楼  -,
乐得高楼层实用三房,单价13680元/平米,145,| 3室2厅 | 106平米 | 南 | 其他,高楼层(共14层)  2000年建塔楼  -,
时代玫瑰园 安静2房 北向望花园,单价23750元/平米,190,| 4室1厅 | 80平米 | 东 | 简装,低楼层(共13层)  2001年建塔楼  -,
金碧新城 带主套三房 装修干净漂亮,单价22858元/平米,240,| 3室2厅 | 105平米 | 东北 | 其他,低楼层(共18层)  2005年建塔楼  -,
乐嘉路 雅图居 实用新净一房 配套完善,单价17778元/平米,80,| 1室1厅 | 45平米 | 东 | 其他,高楼层(共9层)  1999年建塔楼  -,
中海金沙湾 c区四房 笋盘新出,单价19231元/平米,400,| 4室2厅 | 208平米 | 东南 | 其他,低楼层(共33层)  2012年建塔楼  -,
云熙雅苑 低密度住宅 环境优雅 值得珍藏,单价36445元/平米,820,| 6室3厅 | 225平米 | 南 | 其他,中楼层(共5层)  塔楼  -,
云东花园 精致两房,单价16394元/平米,100,| 2室1厅 | 61平米 | 东 | 简装,高楼层(共9层)  1998年建塔楼  -,
位于广州市白云区黄石西路与石槎路交界,单价18064元/平米,125,| 2室1厅 | 69.2平米 | 东南 | 其他,低楼层(共18层)  2005年建塔楼  -,
金碧新城 精装修南向2房,单价18841元/平米,130,| 2室2厅 | 69平米 | 南 | 其他,低楼层(共18层)  2005年建塔楼  -,
云苑新村 格局方正 交通便利,单价15715元/平米,110,| 3室1厅 | 70平米 | 北 | 其他,低楼层(共9层)  1999年建塔楼  -,
景泰新村 交通便利 省级学位,单价16667元/平米,65,| 1室1厅 | 39平米 | 南 | 其他,中楼层(共7层)  2008年建塔楼  -,
飞行小区 电梯大两房 通风采光好 方便看,单价19388元/平米,190,| 2室1厅 | 98平米 | 南 | 其他,中楼层(共16层)  2000年建塔楼  -,
富力城正南中层四房 免豪宅税,单价19316元/平米,240,| 4室2厅 | 124.25平米 | 南 | 简装,低楼层(共18层)  2007年建塔楼  -,
香江苑 大三房 交通便利 实用安静漂亮,单价14866元/平米,140,| 3室1厅 | 94.18平米 | 南 | 简装,高楼层(共9层)  1995年建塔楼  -,
三元里大道 新新花园 超大气实用三房,单价15574元/平米,190,| 3室2厅 | 122平米 | 南 | 其他,高楼层(共8层)  1998年建塔楼  -,
同和地铁口 东南靓向大三房 景观好,单价16945元/平米,183,| 3室2厅 | 108平米 | 东南 | 其他,中楼层(共7层)  2000年建塔楼  -,
广园中路 精装两房 南北对流,单价17143元/平米,108,| 2室2厅 | 63平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
岭南新世界 2D区南向三房,单价27982元/平米,305,| 3室2厅 | 109平米 | 南 | 其他,低楼层(共18层)  2008年建塔楼  -,
司法学校3房 南向 格局方正 业主急售,单价12800元/平米,128,| 3室2厅 | 100平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
机场路 枫溪苑 中层三房 间隔方正实用,单价16667元/平米,150,| 3室2厅 | 90平米 | 北 | 简装,中楼层(共9层)  塔楼  -,
乐得花园乐天阁 3室2厅 150万,单价14286元/平米,150,| 3室2厅 | 105平米 | 暂无数据 | 其他,低楼层(共14层)  2000年建塔楼  -,
紫竹苑环境优雅 采光通风一流 管理好,单价14079元/平米,107,| 2室1厅 | 76平米 | 东北 | 毛坯,高楼层(共9层)  1998年建塔楼  -,
擎山苑 成熟地段 名校学位 交通便利,单价23112元/平米,208,| 2室2厅 | 90平米 | 东南 | 简装,低楼层(共15层)  2005年建塔楼  -,
中海金沙湾C区大三房,单价20530元/平米,310,| 3室2厅 | 151平米 | 东南 | 其他,低楼层(共33层)  2010年建塔楼  -,
金碧雅苑 西向望花园 安静不吵,单价22059元/平米,150,| 2室2厅 | 68平米 | 东 | 其他,高楼层(共18层)  2004年建塔楼  -,
云景名都 大三房 可改四房,单价30720元/平米,380,| 3室2厅 | 123.7平米 | 东北 | 简装,高楼层(共25层)  2002年建塔楼  -,
又一居花园 格局方正 望花园,单价19286元/平米,135,| 2室1厅 | 70平米 | 北 | 简装,中楼层(共9层)  2001年建塔楼  -,
云山诗意 大气四房 北向望花园 安静舒适,单价29000元/平米,464,| 4室2厅 | 160平米 | 北 | 其他,低楼层(共18层)  2008年建塔楼  -,
机场路 宽阔两房 大院管理 低层单位,单价16591元/平米,146,| 2室2厅 | 88平米 | 南 | 简装,低楼层(共7层)  塔楼  -,
纵横缤城 户型方正大三房 装修保养好,单价17308元/平米,135,| 2室1厅 | 78平米 | 暂无数据 | 其他,高楼层(共18层)  2009年建塔楼  -,
晓翠苑 电梯东向大两房 可改回三房,单价14920元/平米,185,| 2室2厅 | 124平米 | 东 | 简装,低楼层(共15层)  1999年建塔楼  -,
汇侨新城 蓝天丽境 精装修电梯2房,单价17858元/平米,150,| 2室2厅 | 84平米 | 西南 | 其他,高楼层(共18层)  2000年建塔楼  -,
金迪城市花园东南向两房 全明屋,单价19187元/平米,165,| 2室2厅 | 86平米 | 东南 | 其他,中楼层(共15层)  1995年建塔楼  -,
三元里合益小区 小户型 精装修,单价15500元/平米,31,| 1室1厅 | 20平米 | 东 | 其他,高楼层(共9层)  1995年建塔楼  -,
三元里 合益小区 实用两房采光好 东南向,单价12821元/平米,100,| 2室1厅 | 78平米 | 东南 | 简装,高楼层(共9层)  1995年建塔楼  -,
春庭花园 实用两房 格局方正无暗房,单价14517元/平米,90,| 2室2厅 | 62平米 | 西 | 其他,高楼层(共9层)  2008年建塔楼  -,
黄石东路 祥景花园,单价14311元/平米,83,| 2室1厅 | 58平米 | 北 | 简装,高楼层(共9层)  1999年建塔楼  -,
黄石东路 祥景花园,单价16000元/平米,72,| 1室1厅 | 45平米 | 北 | 简装,中楼层(共9层)  1999年建塔楼  -,
东湖映月 安静舒适,单价20203元/平米,200,| 3室2厅 | 99平米 | 北 | 其他,高楼层(共33层)  2012年建塔楼  -,
云苑新村 新装小两房,单价18491元/平米,98,| 2室1厅 | 53平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
中楼层两房 采光好 带学位,单价31393元/平米,248,| 2室2厅 | 79平米 | 南 | 简装,中楼层(共23层)  2002年建塔楼  -,
三元里侨爱苑 地铁物业 精装三房,单价15910元/平米,140,| 3室2厅 | 88平米 | 暂无数据 | 精装,低楼层(共9层)  1995年建塔楼  -,
三元里地铁口 低层超实用 送七十方大平台,单价19178元/平米,139,| 6室2厅 | 72.48平米 | 南 | 其他,低楼层(共9层)  1995年建塔楼  -,
汇侨新城 实用方正 厅出阳台,单价14616元/平米,95,| 2室1厅 | 65平米 | 东 | 其他,低楼层(共16层)  2000年建塔楼  -,
万科云山 大气三房 东南向 舒适安静,单价29592元/平米,290,| 3室2厅 | 98平米 | 南 | 其他,中楼层(共29层)  2009年建塔楼  -,
飞鹅西小区 温馨两房,单价13000元/平米,58.5,| 2室1厅 | 45平米 | 东南 | 简装,高楼层(共9层)  塔楼  -,
三元里大道 蓝色海岸旁边 低层两房,单价15108元/平米,105,| 2室1厅 | 69.5平米 | 南 | 其他,低楼层(共9层)  2000年建塔楼  -,
嘉景园小区 格局方正 高层通风 采光好,单价12778元/平米,115,| 2室2厅 | 90平米 | 南 | 其他,高楼层(共9层)  1997年建塔楼  -,
白云堡豪苑 环境优雅 景观漂亮,单价23077元/平米,510,| 4室2厅 | 221平米 | 北 | 其他,中楼层(共5层)  1998年建塔楼  -,
成丰大厦 电梯高层 通风采光好,单价15218元/平米,70,| 1室1厅 | 46平米 | 南 | 简装,高楼层(共13层)  1999年建塔楼  -,
远景路 工商局宿舍 东向大两房,单价17074元/平米,105,| 2室1厅 | 61.5平米 | 东 | 其他,中楼层(共9层)  塔楼  -,
松涛北苑 两房一厅 格局好 简单装修,单价14844元/平米,95,| 2室2厅 | 64平米 | 东北 | 其他,低楼层(共9层)  1998年建塔楼  -,
地铁上盖 交通便利 配套齐全,单价12576元/平米,83,| 2室1厅 | 66平米 | 东南 | 其他,高楼层(共10层)  1998年建塔楼  -,
又一居花园 南北对流 采光通风一流,单价26346元/平米,161.97,| 2室1厅 | 61.48平米 | 南 | 其他,中楼层(共9层)  2001年建塔楼  -,
86平方小3房 实用率高 带空中花园,单价16047元/平米,138,| 3室2厅 | 86平米 | 东南 | 其他,中楼层(共10层)  1990年建塔楼  -,
岗贝路 机安宿舍 电梯两房,单价17969元/平米,115,| 2室1厅 | 64平米 | 东南 | 简装,低楼层(共16层)  1995年建塔楼  -,
顺景花园 南向两房 普通装修,单价12600元/平米,63,| 1室1厅 | 50平米 | 南 | 简装,中楼层(共9层)  1998年建塔楼  -,
云山居 精装大三房 望花园,单价18868元/平米,200,| 3室2厅 | 106平米 | 北 | 简装,中楼层(共5层)  2000年建塔楼  -,
金迪城市花园 一房一厅 采光好 户型方正,单价16038元/平米,85,| 1室1厅 | 53平米 | 西 | 其他,中楼层(共15层)  1995年建塔楼  -,
汇侨新城 南向两房 低楼层,单价15000元/平米,90,| 2室2厅 | 60平米 | 南 | 简装,中楼层(共9层)  2000年建塔楼  -,
广州 富力城 实用两房,单价14815元/平米,120,| 2室2厅 | 81平米 | 东北 | 简装,高楼层(共17层)  2008年建塔楼  -,
云熙雅苑 毛坯房 望花园 背山面湖,单价31603元/平米,700,| 4室2厅 | 221.5平米 | 南 | 其他,中楼层(共5层)  塔楼  -,
三元里大道 南北向两房 中层楼层,单价14375元/平米,115,| 3室2厅 | 80平米 | 东 | 简装,高楼层(共6层)  塔楼  -,
紫薇花园 方正三房 干净舒适,单价19179元/平米,210,| 3室1厅 | 109.5平米 | 南 | 其他,中楼层(共11层)  2006年建塔楼  -,
时代玫瑰园 大三房带主套 保养新净 安静,单价25410元/平米,310,| 3室2厅 | 122平米 | 东北 | 其他,低楼层(共18层)  2006年建塔楼  -,
金迪城市花园 电梯两房 户型方正 阳台,单价17648元/平米,150,| 2室1厅 | 85平米 | 西 | 其他,中楼层(共15层)  1995年建塔楼  -,
政通路 精装大三房,单价20409元/平米,200,| 3室2厅 | 98平米 | 东 | 简装,高楼层(共9层)  1993年建塔楼  -,
汇景路小区 南北对流 保养新净,单价11869元/平米,86,| 2室2厅 | 72.46平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
三元里大道 白沙新村 格局方正 出行便利,单价11703元/平米,55,| 1室1厅 | 47平米 | 南 | 简装,中楼层(共9层)  1998年建塔楼  -,
机场路 香江苑 大3房,单价11539元/平米,120,| 3室2厅 | 104平米 | 东 | 其他,高楼层(共9层)  1995年建塔楼  -,
竹园小区 中层小户型 采光通风好,单价18000元/平米,126,| 2室1厅 | 70平米 | 南 | 简装,中楼层(共9层)  1995年建塔楼  -,
新兴白云花园 东向两房 格局好 高层,单价15790元/平米,120,| 2室2厅 | 76平米 | 东 | 精装,高楼层(共9层)  1999年建塔楼  -,
中海金沙湾两房两厅 望泳池望花园,单价24419元/平米,210,| 2室2厅 | 86平米 | 北 | 简装,高楼层(共33层)  2009年建塔楼  -,
云东花园 精致两房,单价17858元/平米,150,| 2室1厅 | 84平米 | 东南 | 精装,低楼层(共9层)  1998年建塔楼  -,
中海金沙湾B区两房 视野光线好 保养新净,单价21000元/平米,180.6,| 2室2厅 | 86平米 | 西北 | 其他,低楼层(共33层)  2009年建塔楼  -,
云东花园 证够五年 附带省级学位,单价19513元/平米,160,| 2室2厅 | 82平米 | 东 | 简装,中楼层(共9层)  1998年建塔楼  -,
松涛北苑 两房简单装修 通风采光好,单价10000元/平米,73,| 2室2厅 | 73平米 | 南 | 其他,高楼层(共11层)  1999年建塔楼  -,
云景名都 地铁物业 精装三房 朝南采光好,单价31579元/平米,300,| 3室2厅 | 95平米 | 南 | 简装,中楼层(共23层)  2002年建塔楼  -,
白云山脚下 低楼层 方正两房,单价10898元/平米,85,| 2室1厅 | 78平米 | 南 | 其他,中楼层(共8层)  2007年建塔楼  -,
中意花园 夏意阁,单价19737元/平米,150,| 2室2厅 | 76平米 | 南 | 其他,中楼层(共15层)  1998年建塔楼  -,
汇侨新城 两房一厅 格局方正 采光好,单价15069元/平米,110,| 2室1厅 | 73平米 | 南 | 其他,低楼层(共18层)  2000年建塔楼  -,
榕溪花园 三房单位 希少户型,单价12026元/平米,95,| 3室2厅 | 79平米 | 西 | 其他,高楼层(共8层)  1996年建塔楼  -,
乐得花园 电梯高层 方正户型 两房两厅,单价12000元/平米,85.2,| 2室1厅 | 71平米 | 西 | 其他,高楼层(共14层)  2000年建塔楼  -,
增乐楼 实用一房 中楼层,单价11429元/平米,56,| 1室1厅 | 49平米 | 东北 | 简装,中楼层(共9层)  1995年建塔楼  -,
榕溪花园实用新净两房 户型方正 证够两年,单价12364元/平米,68,| 2室1厅 | 55平米 | 南 | 简装,中楼层(共8层)  1996年建塔楼  -,
卡布奇诺 黄金楼层 户型方正 采光好修,单价15715元/平米,55,| 1室1厅 | 35平米 | 东 | 其他,低楼层(共8层)  2012年建塔楼  -,
侨德花园 高层靓向 实用一房,单价12539元/平米,61,| 1室1厅 | 48.65平米 | 南 | 简装,高楼层(共9层)  1998年建塔楼  -,
京华雅居 楼梯中高 实用一房,单价13549元/平米,42,| 1室1厅 | 31平米 | 西 | 其他,中楼层(共9层)  1995年建塔楼  -,
增槎路 增槎路 高桥大街33号,单价11379元/平米,98,| 2室2厅 | 86.13平米 | 东南 | 精装,中楼层(共9层)  塔楼  -,
积德花园 精装两房 南北对流 采光通风好,单价15968元/平米,99,| 2室1厅 | 62平米 | 东北 | 其他,高楼层(共9层)  1998年建塔楼  -,
客厅宽敞大气黄金地段！黄金楼层！。,单价23034元/平米,205,| 3室2厅 | 89平米 | 南 | 其他,中楼层(共32层)  2006年建塔楼  -,
晓景苑 楼梯中层 间隔方正 东南向,单价15077元/平米,98,| 3室1厅 | 65平米 | 东南 | 其他,中楼层(共9层)  1998年建塔楼  -,
汇侨新城 楼梯三房 厅出阳台 望花园,单价11495元/平米,100,| 3室1厅 | 87平米 | 东 | 简装,高楼层(共9层)  2000年建塔楼  -,
广园中路 实用大三房,单价10000元/平米,115,| 6室1厅 | 115平米 | 北 | 简装,高楼层(共10层)  1998年建塔楼  -,
白云明珠广场 正规小三房 间隔方正,单价17662元/平米,160,| 3室2厅 | 90.59平米 | 东 | 其他,低楼层(共14层)  1996年建塔楼  -,
云霄街 南向三房 近地铁 交通便利,单价18019元/平米,200,| 3室2厅 | 111平米 | 南 | 简装,低楼层(共13层)  1995年建塔楼  -,
【链家】戒毒所宿舍 温馨两房 电梯楼,单价14595元/平米,108,| 2室2厅 | 74平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
山水庭苑 电梯中楼 豪华装修 视野开阔,单价20000元/平米,556,| 4室2厅 | 278平米 | 南 | 精装,中楼层(共7层)  2007年建塔楼  -,
春兰花园 实用大四房 带名校学位,单价28818元/平米,268,| 4室2厅 | 93平米 | 南 | 精装,低楼层(共9层)  1995年建塔楼  -,
白云明珠广场 正规一房 投资笋盘,单价17000元/平米,85,| 1室1厅 | 50平米 | 北 | 精装,中楼层(共14层)  1996年建塔楼  -,
恒大御景半岛 豪华装修 采光好,单价17526元/平米,170,| 3室1厅 | 97平米 | 东 | 其他,中楼层(共31层)  2007年建塔楼  -,
云苑新村 一房一厅 省级学位房,单价15152元/平米,50,| 1室1厅 | 33平米 | 西 | 其他,高楼层(共9层)  1999年建塔楼  -,
祥兴楼  实用率超高 旁边就是购物广场,单价12615元/平米,120,| 3室2厅 | 95.13平米 | 西南 | 其他,低楼层(共9层)  1995年建塔楼  -,
金印大厦 实用两房 双阳台,单价11000元/平米,80.3,| 2室1厅 | 73平米 | 西 | 其他,高楼层(共9层)  1995年建塔楼  -,
安居园 间隔方正 精装带饭厅,单价10968元/平米,68,| 2室2厅 | 62平米 | 东 | 简装,中楼层(共9层)  1993年建塔楼  -,
精装三房南北对流 位置安静居家首选,单价20741元/平米,280,| 3室2厅 | 135平米 | 暂无数据 | 其他,中楼层(共7层)  2004年建塔楼  -,
新市 新市花园二期 大两房 格局好,单价13194元/平米,88,| 2室1厅 | 66.7平米 | 暂无数据 | 其他,高楼层(共9层)  1994年建塔楼  -,
格局方正 黄金楼层 交通方便 装修良好,单价16436元/平米,95,| 2室1厅 | 57.8平米 | 东南 | 简装,中楼层(共8层)  塔楼  -,
山水庭苑 便宜四房 自住宜居生态小区,单价19091元/平米,420,| 3室2厅 | 220平米 | 南 | 简装,低楼层(共7层)  2007年建塔楼  -,
[满堂红链家]百事佳精装好房独家放盘,单价16728元/平米,92,| 2室1厅 | 55平米 | 暂无数据 | 简装,低楼层(共5层)  2006年建塔楼  -,
福林大厦 配套完善 交通便利,单价12706元/平米,108,| 3室1厅 | 85平米 | 暂无数据 | 其他,高楼层(共9层)  1999年建塔楼  -,
乐得花园 新装修两房 高层南向,单价12963元/平米,70,| 2室1厅 | 54平米 | 暂无数据 | 其他,高楼层(共9层)  2000年建塔楼  -,
上步花园 精装修两房 温馨舒适 东南靓向,单价12500元/平米,90,| 2室1厅 | 72平米 | 暂无数据 | 其他,中楼层(共9层)  1998年建塔楼  -,
康盈阁 厅出阳台 光线充足 投资首选,单价18355元/平米,145,| 1室1厅 | 79平米 | 暂无数据 | 精装,高楼层(共6层)  1995年建塔楼  -,
飞鹅西路 实用两房 双阳台,单价11352元/平米,65,| 2室1厅 | 57.26平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
机场路 派出所宿舍 实用两房 采光通风,单价15278元/平米,110,| 2室1厅 | 72平米 | 暂无数据 | 其他,高楼层(共9层)  1997年建塔楼  -,
顺景花园 刚需两房 新装修 采光好,单价15246元/平米,93,| 2室1厅 | 61平米 | 南 | 其他,高楼层(共9层)  1998年建塔楼  -,
三元里棠下 远景新城 笋盘单间 过2年,单价10938元/平米,35,| 1室0厅 | 32平米 | 暂无数据 | 简装,高楼层(共9层)  1998年建塔楼  -,
高桥大街 方正实用 南北对流 证过5年,单价13847元/平米,90,| 2室1厅 | 65平米 | 暂无数据 | 其他,高楼层(共7层)  塔楼  -,
骏御华庭 精致两房 家私家电齐全,单价24151元/平米,128,| 2室1厅 | 53平米 | 东南 | 其他,低楼层(共21层)  2012年建塔楼  -,
汇侨新城 高楼层 双阳台 采光好,单价11667元/平米,56,| 1室1厅 | 48平米 | 东南 | 简装,高楼层(共9层)  2000年建塔楼  -,
三元里大道 中层厅出阳台 一居一室,单价10870元/平米,50,| 1室1厅 | 46平米 | 暂无数据 | 其他,中楼层(共8层)  1995年建塔楼  -,
城西花园产证过2年地铁上盖高楼层阳光通透,单价16130元/平米,50,| 1室1厅 | 31平米 | 东 | 简装,高楼层(共9层)  1999年建塔楼  -,
温馨两居室 婚房首选 全明格局 随时看,单价10782元/平米,69,| 2室1厅 | 64平米 | 西北 | 简装,高楼层(共9层)  1998年建塔楼  -,
积德花园 电梯中层 封闭小区,单价20000元/平米,140,| 2室2厅 | 70平米 | 南 | 其他,低楼层(共27层)  1998年建塔楼  -,
金碧新城 两套打通 四房出售,单价16130元/平米,100,| 2室1厅 | 62平米 | 东北 | 简装,高楼层(共11层)  2004年建塔楼  -,
金碧新城 地铁上盖 厅出阳台超值单位,单价19015元/平米,135,| 2室2厅 | 71平米 | 北 | 简装,中楼层(共11层)  2004年建塔楼  -,
(满堂红链家) 户型方正 采光通透,单价18334元/平米,110,| 2室1厅 | 60平米 | 南 | 其他,高楼层(共7层)  2006年建塔楼  -,
上步花园 电梯3房 客厅出阳台 保养新净,单价15442元/平米,210,| 3室1厅 | 136平米 | 暂无数据 | 精装,低楼层(共9层)  1998年建塔楼  -,
石榴桥路 配套成熟 精致四房 超大户型,单价19643元/平米,330,| 4室2厅 | 168平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
三元里大道 晓景苑 东向两房 间隔方正,单价14180元/平米,95,| 2室1厅 | 67平米 | 暂无数据 | 其他,高楼层(共9层)  1998年建塔楼  -,
【满堂红链家】引领云山诗意主流 精装修,单价24000元/平米,331.2,| 4室2厅 | 138平米 | 北 | 其他,高楼层(共18层)  2008年建塔楼  -,
阳光美居 实用两房 厅出阳台 精致装修,单价19260元/平米,130,| 2室1厅 | 67.5平米 | 北 | 精装,中楼层(共6层)  2001年建塔楼  -,
机场路 中意花园复式单位 配套完善,单价15000元/平米,285,| 5室2厅 | 190平米 | 暂无数据 | 其他,低楼层(共15层)  1998年建塔楼  -,
云山居 楼梯二楼 多客户喜欢楼层,单价18056元/平米,130,| 2室2厅 | 72平米 | 东北 | 简装,低楼层(共6层)  2000年建塔楼  -,
和馨雅居 厅出阳台 格局靓 带主套,单价16495元/平米,160,| 3室2厅 | 97平米 | 暂无数据 | 其他,低楼层(共11层)  2002年建塔楼  -,
馨雅居 超实用两房 简隔方正 精装修,单价12069元/平米,70,| 2室2厅 | 58平米 | 北 | 简装,中楼层(共9层)  2008年建塔楼  -,
丽康居 交通便利 间隔方正 配套成熟,单价16464元/平米,135,| 2室2厅 | 82平米 | 南 | 简装,高楼层(共15层)  2000年建塔楼  -,
浔峰山西路 万科四季公寓 B栋 0507,单价16667元/平米,100,| 1室1厅 | 60平米 | 西 | 其他,中楼层(共13层)  2000年建塔楼  -,
南航新村 方正两房 厅出阳台,单价12651元/平米,105,| 2室2厅 | 83平米 | 南 | 其他,低楼层(共9层)  1999年建塔楼  -,
依云小镇 四方南向 厅出阳台,单价20956元/平米,285,| 3室2厅 | 136平米 | 南 | 其他,低楼层(共10层)  2009年建塔楼  -,
云苑新村 精装两房 采光通风 入读名校,单价17088元/平米,63,| 1室0厅 | 36.87平米 | 西 | 简装,中楼层(共9层)  1999年建塔楼  -,
祥景花园 南向两房 格局一流 采光通风好,单价14756元/平米,110,| 2室2厅 | 74.55平米 | 南 | 简装,中楼层(共9层)  1999年建塔楼  -,
东方明珠花园 电梯楼 东南向 望园景,单价21952元/平米,162,| 2室1厅 | 73.8平米 | 东南 | 精装,低楼层(共9层)  1999年建塔楼  -,
润祥大厦 精装修两房 电梯高楼层,单价18841元/平米,130,| 2室1厅 | 69平米 | 暂无数据 | 简装,中楼层(共13层)  2000年建塔楼  -,
云东花园 格局方正 产权清晰 入读名校,单价16000元/平米,160,| 2室2厅 | 100平米 | 暂无数据 | 其他,高楼层(共9层)  1998年建塔楼  -,
百顺台花园 电梯两房 格局方正 光线足,单价18667元/平米,140,| 2室2厅 | 75平米 | 西南 | 简装,低楼层(共16层)  1999年建塔楼  -,
康雅花园 温馨装修大两房 装修保养新,单价15278元/平米,110,| 2室2厅 | 72平米 | 暂无数据 | 其他,中楼层(共9层)  1999年建塔楼  -,
小三房低总价 厅出阳台明厨明卫 学区房,单价22414元/平米,195,| 3室2厅 | 87平米 | 东 | 简装,低楼层(共11层)  2002年建塔楼  -,
南航新村 环境优美 双阳台三房 采光好,单价11651元/平米,120,| 3室2厅 | 103平米 | 暂无数据 | 其他,高楼层(共17层)  1997年建塔楼  -,
乐得花园 精装3房  东向望中心花园,单价13762元/平米,150,| 3室2厅 | 109平米 | 暂无数据 | 简装,中楼层(共14层)  2000年建塔楼  -,
槎龙公安宿舍 带主套大3房  间隔好,单价14584元/平米,140,| 3室2厅 | 96平米 | 南 | 其他,中楼层(共6层)  2000年建塔楼  -,
齐富路 白云骏景家园 精装修2房 双阳台,单价20000元/平米,160,| 2室1厅 | 80平米 | 暂无数据 | 其他,低楼层(共11层)  2003年建塔楼  -,
榕溪花园2室南北通透低价低首付抢购中,单价12543元/平米,74,| 2室1厅 | 59平米 | 暂无数据 | 其他,中楼层(共8层)  1996年建塔楼  -,
积德花园 东南靓向 装修精致,单价16950元/平米,100,| 2室1厅 | 59平米 | 东南 | 其他,中楼层(共9层)  1998年建塔楼  -,
同德花园中层温馨两房 南北对流,单价16407元/平米,105,| 2室1厅 | 64平米 | 南 | 简装,低楼层(共9层)  1998年建塔楼  -,
富力阳光美居 一般装修 格局方正,单价17648元/平米,180,| 3室2厅 | 102平米 | 东南 | 其他,高楼层(共16层)  2001年建塔楼  -,
祥景花园 电梯楼 精装三房 东南靓向,单价18225元/平米,195,| 3室2厅 | 107平米 | 东南 | 其他,低楼层(共15层)  2000年建塔楼  -,
南航新村 电梯中层 舒适三房 装修新,单价12622元/平米,130,| 3室1厅 | 103平米 | 东南 | 其他,低楼层(共17层)  1997年建塔楼  -,
金泉山庄 环境幽静 采光一流,单价33645元/平米,360,| 3室2厅 | 107平米 | 东北 | 其他,低楼层(共5层)  2003年建塔楼  -,
隆康花园 证过两年 旺中带静 交通方便,单价22414元/平米,260,| 3室1厅 | 116平米 | 西北 | 简装,高楼层(共9层)  2002年建塔楼  -,
金碧电梯高层 靓户型 提包入住,单价19445元/平米,140,| 2室1厅 | 72平米 | 暂无数据 | 其他,高楼层(共18层)  2005年建塔楼  -,
三元里大道 晓翠苑 电梯三房,单价15117元/平米,130,| 3室1厅 | 86平米 | 暂无数据 | 其他,中楼层(共15层)  1999年建塔楼  -,
润祥大厦 2房1厅 地铁上盖,单价18453元/平米,155,| 2室2厅 | 84平米 | 暂无数据 | 简装,低楼层(共13层)  2000年建塔楼  -,
汇海花园 实用两房 南北对流,单价22000元/平米,165,| 2室2厅 | 75平米 | 西北 | 其他,中楼层(共26层)  2010年建塔楼  -,
新市花园 小面积 可上户口,单价14616元/平米,38,| 1室0厅 | 26平米 | 南 | 其他,中楼层(共9层)  1994年建塔楼  -,
中海金沙湾 3室2厅 350万,单价27344元/平米,350,| 3室2厅 | 128平米 | 东南 | 其他,中楼层(共33层)  2009年建塔楼  -,
岭南新世界优悦园 3室2厅 310万,单价30098元/平米,310,| 3室2厅 | 103平米 | 南 | 其他,中楼层(共14层)  2008年建塔楼  -,
榕桂街东一巷 近市场 采光好,单价11118元/平米,58,| 1室1厅 | 52.17平米 | 西 | 其他,中楼层(共8层)  塔楼  -,
