name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
玉雅居，两房，近仙桐公园空气好,单价48953元/平米,285,| 2室2厅 | 58.22平米 | 东南 北 | 其他,低楼层(共10层)  1998年建板塔结合  -,
桐景花园 优质学区 四房附送空中花园,单价56185元/平米,730,| 4室2厅 | 129.93平米 | 北 | 精装,中楼层(共22层)  2002年建板塔结合  -,
万科俊园通透五居 高层观景 业主诚意出售,单价50240元/平米,1050,| 5室2厅 | 209平米 | 东北 | 简装,中楼层(共43层)  2009年建板塔结合  -,
日豪名园 商住两用 带名校学位,单价40067元/平米,600,| 5室2厅 | 149.75平米 | 东 | 简装,高楼层(共31层)  2000年建板塔结合  -,
阳光新干线 精装南向两居室 卧室出阳台 全名格局,单价51613元/平米,320,| 2室1厅 | 62平米 | 东南 | 精装,高楼层(共33层)  2005年建塔楼  -,
金祥都市花园复试大六房放卖，红本在手,单价37821元/平米,590,| 4室2厅 | 156平米 | 南 | 其他,高楼层(共7层)  1998年建板塔结合  -,
都市名园 核心地段 居住舒适 高层观景大宅,单价48690元/平米,1300,| 5室2厅 | 267平米 | 东 | 其他,中楼层(共32层)  1990年建板塔结合  -,
花园小区 双地铁口物业 户型方正,单价45000元/平米,1350,| 5室2厅 | 300平米 | 南 北 | 其他,中楼层(共9层)  1997年建板塔结合  -,
深发花园86平3房 看房方便 总价低 业主诚售,单价40416元/平米,350,| 3室2厅 | 86.6平米 | 北 | 简装,低楼层(共32层)  1994年建板塔结合  -,
万科桂苑复式五房 精装修  带车位 拎包入住,单价60503元/平米,1200,| 5室3厅 | 198.34平米 | 南 北 | 精装,低楼层(共7层)  2000年建板塔结合  -,
云景梧桐花园；靠山物业，空气清新，安静,单价89553元/平米,1200,| 4室2厅 | 134平米 | 南 | 精装,中楼层(共18层)  塔楼  -,
地铁房、翠小学位、税少,单价49123元/平米,280,| 1室1厅 | 57平米 | 东北 | 简装,高楼层(共29层)  1998年建板塔结合  -,
锦田小学 文锦中学学位房 南北通透！！！,单价41442元/平米,360,| 3室2厅 | 86.87平米 | 东 西 | 简装,高楼层(共7层)  1993年建板塔结合  -,
鸿业苑复式5居室 带露台 送车位,单价66667元/平米,1700,| 5室2厅 | 255平米 | 南 北 | 精装,高楼层(共16层)  2001年建塔楼  -,
淘金山湖景花园 三面环山 依山傍水,单价63266元/平米,1550,| 7室2厅 | 245平米 | 南 | 毛坯,中楼层(共32层)  2014年建板塔结合  -,
培森大厦，稀缺复式楼房，非顶楼,单价52632元/平米,400,| 5室2厅 | 76平米 | 东 | 其他,低楼层(共19层)  1996年建板塔结合  -,
深港豪苑，朝南向精装四居室。,单价51035元/平米,740,| 4室2厅 | 145平米 | 西南 | 其他,中楼层(共22层)  1997年建塔楼  -,
富达花园103平米，4房2厅2卫，成熟大社区。,单价48544元/平米,500,| 4室2厅 | 103平米 | 北 | 简装,中楼层(共8层)  2008年建板塔结合  -,
新港鸿豪苑 方正大四房 红本在手 满两年,单价57143元/平米,960,| 4室2厅 | 168平米 | 南 | 精装,中楼层(共9层)  1998年建板塔结合  -,
松泉公寓 三房一厅 翠园学位,单价45000元/平米,306,| 2室3厅 | 68平米 | 南 | 其他,低楼层(共8层)  1988年建板塔结合  -,
鹏兴花园二期厅出阳台居家装修,单价60000元/平米,750,| 3室2厅 | 125平米 | 南 | 精装,低楼层(共10层)  板塔结合  -,
云景豪园 精装大二房 户型方正 交通便利,单价44783元/平米,315,| 2室1厅 | 70.34平米 | 东北 | 精装,中楼层(共31层)  2002年建板塔结合  -,
怡景花园 精装三房 红本在手 送顶楼花园,单价60000元/平米,630,| 3室2厅 | 105平米 | 东南 | 简装,高楼层(共7层)  板塔结合  -,
海丽大厦 精装大三房 螺岭小学学位房,单价51486元/平米,520,| 3室2厅 | 101平米 | 南 | 精装,高楼层(共32层)  1993年建板塔结合  -,
泰宁朝南大四房户型 碧波中学学位房,单价48544元/平米,1000,| 4室2厅 | 206平米 | 南 | 精装,中楼层(共27层)  1997年建板塔结合  -,
经典户型，真正的背山面水，您的好选择,单价82292元/平米,1580,| 5室2厅 | 192平米 | 东南 | 精装,高楼层(共32层)  2006年建板塔结合  -,
花园小区 锦上花家园3房 精装 红本无税！,单价48864元/平米,430,| 3室2厅 | 88平米 | 东南 | 简装,高楼层(共33层)  2003年建板塔结合  -,
新天地名居楼王 交通方便 方正大方安静舒适,单价83334元/平米,1200,| 4室2厅 | 144平米 | 南 | 精装,低楼层(共31层)  2004年建板塔结合  -,
半山别墅 四房 临近香港    居家投资首选,单价49747元/平米,980,| 4室2厅 | 197平米 | 南 | 精装,低楼层(共9层)  2001年建板塔结合  -,
云景梧桐，大4房带学位，南北通，装修好。,单价88889元/平米,1200,| 4室2厅 | 135平米 | 南 北 | 精装,中楼层(共14层)  板塔结合  -,
贝丽花园  正规三房 房型方正,单价54546元/平米,480,| 3室2厅 | 88平米 | 东南 | 其他,高楼层(共6层)  1981年建板塔结合  -,
稀缺复式 唯一在卖户型 看房子方便,单价66007元/平米,2000,| 5室2厅 | 303平米 | 东南 | 其他,低楼层(共3层)  1999年建板塔结合  -,
景观房看水库 豪华装修 格局方正 红本在手,单价86806元/平米,1250,| 3室2厅 | 144平米 | 东北 | 精装,高楼层(共29层)  2005年建板塔结合  -,
淘金山 半山豪宅 精装五房 楼王位置景观好,单价79198元/平米,2368,| 4室2厅 | 299平米 | 南 | 其他,高楼层(共32层)  2006年建板塔结合  -,
曦龙山庄 4房 满五年 春风路大区,单价49674元/平米,670,| 4室2厅 | 134.88平米 | 南 | 精装,低楼层(共9层)  2001年建板塔结合  -,
新港鸿 一楼带花园两层复试 满五年,单价72816元/平米,1500,| 3室2厅 | 206平米 | 南 北 | 精装,低楼层(共7层)  1998年建板塔结合  -,
嘉宝田 二期看花园 大三房 红本无税 精装修,单价61947元/平米,700,| 3室2厅 | 113平米 | 北 | 其他,中楼层(共25层)  2002年建板塔结合  -,
百仕达一期顶楼带花园跃层，住家享受,单价85186元/平米,2300,| 5室2厅 | 270平米 | 南 | 精装,中楼层(共10层)  1997年建板塔结合  -,
少有户型复式出售 深小学位没有用过,单价86957元/平米,680,| 4室2厅 | 78.2平米 | 西北 | 其他,高楼层(共27层)  1999年建板塔结合  -,
东方凤雅台 港式山林花园设计,单价53192元/平米,250,| 1室1厅 | 47平米 | 北 | 简装,低楼层(共9层)  2002年建板塔结合  -,
曦龙山庄 豪华复式大三居  花园小区 近莲塘口岸 新秀,单价53921元/平米,1165,| 3室2厅 | 216.06平米 | 南 | 精装,中楼层(共9层)  2001年建板塔结合  -,
您见过二套平层改成的复式吗 前年装修住进来 一手业主,单价67227元/平米,800,| 1室2厅 | 119平米 | 南 | 精装,中楼层(共9层)  1997年建板塔结合  -,
逸翠园 四房两厅 客厅出阳台 畔山物业 红本在手,单价53489元/平米,660,| 4室2厅 | 123.39平米 | 西北 | 精装,中楼层(共12层)  2000年建板塔结合  -,
稀缺少有极佳户型 一手业主 南北朝向 诚心出售,单价67797元/平米,1600,| 3室2厅 | 236平米 | 南 | 精装,中楼层(共9层)  1997年建板塔结合  -,
邮电大院精装3房 拎包入住 带桂园中学学区,单价50000元/平米,450,| 3室2厅 | 90平米 | 西北 | 精装,中楼层(共23层)  2000年建板塔结合  -,
今日家园 南向紧凑三居 loft格局 红本在手,单价56452元/平米,350,| 2室2厅 | 62平米 | 西南 | 精装,低楼层(共25层)  1999年建板塔结合  -,
百仕达商圈标准两房  稀缺位置和朝向 红本在手,单价50000元/平米,290,| 2室1厅 | 58平米 | 南 | 简装,低楼层(共24层)  2001年建塔楼  -,
新天地名居  两房  高层南向  精装修,单价62593元/平米,338,| 2室1厅 | 54平米 | 西南 | 其他,高楼层(共31层)  2004年建板塔结合  -,
庐峰翠苑复式六房 朝南 赠送大阳台 采光好,单价65117元/平米,1400,| 6室2厅 | 215平米 | 南 | 简装,高楼层(共17层)  1999年建板塔结合  -,
2客厅2卫2阳台2实验学位+户型方正实用+少有户型+拆迁,单价55661元/平米,590,| 3室2厅 | 106平米 | 南 | 简装,高楼层(共8层)  1985年建板塔结合  -,
罗湖泥岗，精装修两房，采光好 业主诚心出售,单价48215元/平米,270,| 2室1厅 | 56平米 | 南 | 精装,中楼层(共19层)  2000年建板塔结合  -,
云景梧桐花园，莲塘豪宅，高端梧桐山下。,单价77683元/平米,960,| 4室2厅 | 123.58平米 | 南 北 | 毛坯,高楼层(共14层)  板塔结合  -,
罗湖区国贸商圈 大中华汇展阁 急出售,单价21690元/平米,95,| 1室0厅 | 43.8平米 | 南 | 其他,中楼层(共36层)  1995年建塔楼  -,
70年产权，不限购，精装一房。,单价61364元/平米,270,| 1室0厅 | 44平米 | 东南 | 其他,低楼层(共37层)    -,
鸿翔花园 不限购不限贷 70年产权 公寓,单价55556元/平米,250,| 1室0厅 | 45平米 | 南 | 精装,低楼层(共29层)  2006年建板塔结合  -,
百仕达东郡精装一房 双阳台 采光好 诚心出售,单价71112元/平米,320,| 1室1厅 | 45平米 | 西南 | 精装,中楼层(共27层)  2005年建板塔结合  -,
松泉阁 精装修正规一房  客厅出阳台 户型方正,单价63637元/平米,280,| 1室1厅 | 44平米 | 南 | 其他,中楼层(共20层)  1998年建塔楼  -,
布心花园  户型方正 采光充足,单价45239元/平米,380,| 3室1厅 | 84平米 | 南 | 其他,高楼层(共8层)  1987年建板塔结合  -,
今日家园 翠园学位房 正南向两房,单价58065元/平米,360,| 2室1厅 | 62平米 | 南 | 其他,低楼层(共25层)  1999年建板塔结合  -,
嘉宝田花园一期东南向两房，可改小三房，实用率高！,单价63493元/平米,400,| 2室1厅 | 63平米 | 东南 | 其他,低楼层(共16层)  2002年建板塔结合  -,
畔山物业 空气清新 大两房可改三房 红本满5年,单价50633元/平米,400,| 3室1厅 | 79平米 | 南 | 精装,低楼层(共34层)  2002年建塔楼  -,
锦上花家园关口物业，户型方正实用，业主诚心急售,单价50820元/平米,310,| 2室1厅 | 61平米 | 北 | 精装,中楼层(共32层)  2003年建板塔结合  -,
田苑小区精装三房 南北通透 双学位,单价57004元/平米,490,| 3室1厅 | 85.96平米 | 东南 | 其他,中楼层(共7层)  1986年建板楼  -,
华丽园楼梯房  黄金楼层 南北通透,单价58000元/平米,580,| 0室2厅 | 100平米 | 南 | 精装,中楼层(共7层)  1993年建板楼  -,
宝龙苑 朝南大两房 红本在手 厅出阳台,单价59190元/平米,438,| 2室1厅 | 74平米 | 东南 | 简装,低楼层(共12层)  1998年建板塔结合  -,
中海苑精装三房二卫 主卧出阳台 看小区园林景观,单价65347元/平米,660,| 3室2厅 | 101平米 | 东南 | 其他,中楼层(共9层)  1997年建板塔结合  -,
仙湖枫景家园，3房2厅，高楼层，采光佳！,单价58537元/平米,480,| 3室2厅 | 82平米 | 西南 | 精装,高楼层(共21层)  2004年建塔楼  -,
美景大厦，高层采光好，红本在手,单价48612元/平米,350,| 2室1厅 | 72平米 | 北 | 其他,高楼层(共29层)  1995年建板塔结合  -,
罗湖春风路片区 天俊大厦一房一厅 户型方正 外阳台！,单价44844元/平米,180,| 1室1厅 | 40.14平米 | 北 | 精装,高楼层(共26层)  2003年建板塔结合  -,
金祥都市花园 龙岗线地铁站旁 好楼层三房,单价34496元/平米,270,| 3室2厅 | 78.27平米 | 南 | 其他,低楼层(共7层)  1998年建板塔结合  -,
红岗花园三房 无欠款 红本在手 业主诚卖,单价40284元/平米,290,| 3室1厅 | 71.99平米 | 南 | 其他,中楼层(共8层)  1987年建板塔结合  -,
业主诚心出售，重点学区，小区旁边就是公园。,单价52473元/平米,260,| 1室1厅 | 49.55平米 | 东南 | 简装,中楼层(共31层)  2005年建板塔结合  -,
金鼎大厦 豪华装修三房 通风采光好 看房方便,单价61777元/平米,480,| 3室1厅 | 77.7平米 | 东北 | 精装,低楼层(共28层)  2003年建板塔结合  -,
螺岭学位房 学位未占用 全新装修 带租约出售,单价55000元/平米,176,| 1室0厅 | 32平米 | 东 | 精装,低楼层(共24层)  板塔结合  -,
户型方正，中心位置，交通便利，红本税费少,单价36463元/平米,195,| 2室1厅 | 53.48平米 | 北 | 简装,中楼层(共31层)  1998年建板塔结合  -,
怡泰品质三房  满五  翠竹学位未用,单价50071元/平米,500,| 3室1厅 | 99.86平米 | 东南 | 简装,高楼层(共40层)  1998年建板塔结合  -,
城市天地广场，万象城中心，高层采光好,单价47143元/平米,330,| 2室1厅 | 70平米 | 南 | 其他,中楼层(共41层)  2005年建板塔结合  -,
70年住宅产 满五年 免增值税 带学位 诚心出售,单价58065元/平米,180,| 1室0厅 | 31平米 | 西 | 其他,高楼层(共27层)  2007年建板塔结合  -,
翠竹小学重点学位，总价低，税费少，看房方便,单价76745元/平米,330,| 2室1厅 | 43平米 | 北 | 其他,低楼层(共18层)  2006年建板塔结合  -,
文锦渡海关三院三房  房子通风很好,单价41875元/平米,335,| 3室2厅 | 80平米 | 南 | 其他,中楼层(共7层)  板塔结合  -,
旭飞华达园 标准一居室 可改小两房 珠宝基地周边,单价52019元/平米,210,| 1室1厅 | 40.37平米 | 西 | 简装,低楼层(共21层)  2001年建塔楼  -,
汇泰大厦 客厅出阳台一房 精装修 进口岸 交通便利,单价54514元/平米,215,| 1室1厅 | 39.44平米 | 南 | 其他,低楼层(共33层)  2008年建板塔结合  -,
红岗大厦，精装修三房一厅，高楼层！,单价44118元/平米,450,| 3室1厅 | 102平米 | 西南 | 其他,高楼层(共32层)  1999年建板塔结合  -,
祥和花园，厅出阳台，中间楼层，采光好,单价49426元/平米,430,| 3室2厅 | 87平米 | 北 | 简装,中楼层(共16层)  板塔结合  -,
布心花园二区 户型方正 满五年红本在手,单价45239元/平米,380,| 2室2厅 | 84平米 | 南 | 简装,低楼层(共8层)  1987年建板塔结合  -,
万达丰 稀缺户型 高楼层 采光好,单价48000元/平米,600,| 4室2厅 | 125平米 | 东南 | 其他,高楼层(共31层)  1998年建板塔结合  -,
南海中心精装三房 满两年 两卫 赠送10平米阳台不临街,单价46908元/平米,455,| 3室1厅 | 97平米 | 东南 | 其他,中楼层(共29层)  板塔结合  -,
核心位置 精装修 出租回报率高 总价低,单价35136元/平米,130,| 1室0厅 | 37平米 | 南 | 其他,高楼层(共26层)  1998年建板塔结合  -,
京基东方颐园带螺岭学位 三大阳台 可改三房,单价75232元/平米,325,| 2室1厅 | 43.2平米 | 东南 | 其他,低楼层(共33层)  2010年建板塔结合  -,
山湖居  布心地铁站  朝南户型,单价56250元/平米,360,| 2室2厅 | 64平米 | 南 | 精装,低楼层(共10层)  2002年建板塔结合  -,
翠怡苑正规小房 中间层 采光充足 通风好,单价43721元/平米,188,| 1室1厅 | 43平米 | 南 | 精装,中楼层(共8层)  2001年建板塔结合  -,
金祥都市花园 中间楼层 南北通透 双阳台,单价41177元/平米,350,| 3室2厅 | 85平米 | 南 | 简装,中楼层(共7层)  1998年建板塔结合  -,
天井湖小区经典三房，碧波双学位靠地铁 低楼层,单价51220元/平米,420,| 3室1厅 | 82平米 | 南 | 简装,低楼层(共1层)  板塔结合  -,
地铁物业 税费少 精装修 大三房带大阳台,单价41721元/平米,320,| 3室2厅 | 76.7平米 | 南 | 精装,低楼层(共8层)  1998年建板塔结合  -,
朗钜御风庭 高层南向 采光充足 户型方正 卧室出阳台。,单价58427元/平米,260,| 1室1厅 | 44.5平米 | 南 | 其他,高楼层(共28层)  2004年建板塔结合  -,
新世界鹿茵翠地，朝南方正，厅出大阳台。,单价53334元/平米,400,| 2室2厅 | 75平米 | 南 | 其他,高楼层(共10层)  2003年建板塔结合  -,
莲塘金色年华家园，实用三房，罗外学位,单价69566元/平米,480,| 3室2厅 | 69平米 | 北 | 其他,低楼层(共26层)  2005年建板塔结合  -,
厅出阳台  全明格局 带翠园中学学位,单价50225元/平米,335,| 2室2厅 | 66.7平米 | 北 | 其他,低楼层(共25层)  1999年建板塔结合  -,
翠园学位 地铁口物业  高层南向,单价56061元/平米,370,| 2室2厅 | 66平米 | 南 | 其他,中楼层(共25层)  1999年建板塔结合  -,
宝安南路花园社区 核心地段 南向豪装大四房,单价60690元/平米,880,| 3室2厅 | 145平米 | 南 | 其他,高楼层(共22层)  1997年建塔楼  -,
世界金融中心世金国际 两居室 商住两用,单价49053元/平米,290,| 2室1厅 | 59.12平米 | 东 | 精装,低楼层(共23层)  2004年建板楼  -,
怡泰大厦，翠竹外国语学位，翠竹地铁站,单价50648元/平米,270,| 2室1厅 | 53.31平米 | 北 | 简装,高楼层(共29层)  1998年建板塔结合  -,
新秀村南区优质三居室，南北通透！满五年红本在手！,单价44000元/平米,330,| 3室2厅 | 75平米 | 南 北 | 其他,高楼层(共7层)  1998年建板塔结合  -,
黄贝岭地铁口 金城华庭优质两房双阳台 满五年螺岭小学,单价65874元/平米,415,| 2室1厅 | 63平米 | 北 | 精装,低楼层(共24层)  2003年建板塔结合  -,
标准三房学位未用户型方正布局合理无浪费,单价57693元/平米,450,| 3室1厅 | 78平米 | 南 | 其他,低楼层(共6层)  1983年建板塔结合  -,
阳光明居  大气精装两房朝南向,单价56000元/平米,420,| 2室1厅 | 75平米 | 东南 | 其他,中楼层(共11层)  1999年建板塔结合  -,
金城华庭  采光好  客厅出阳台,单价68519元/平米,370,| 2室2厅 | 54平米 | 北 | 其他,低楼层(共24层)  2003年建板塔结合  -,
急售翠雅居精装南向大两房 安静住家 看花园,单价48485元/平米,320,| 2室2厅 | 66平米 | 南 | 其他,中楼层(共9层)  2001年建板塔结合  -,
布心花园 朝南正规两房 满五年,单价46667元/平米,350,| 2室1厅 | 75平米 | 南 | 其他,高楼层(共7层)  1987年建板塔结合  -,
西湖花园正规两房 交通生活便利 可看房,单价45455元/平米,400,| 2室2厅 | 88平米 | 东南 | 其他,高楼层(共32层)  1994年建板塔结合  -,
太白居 布心地铁站   居家两房朝南,单价47381元/平米,398,| 2室1厅 | 84平米 | 南 | 简装,低楼层(共7层)  1998年建板塔结合  -,
城市天地广场 罗湖中心地段 投资热盘租金高,单价52084元/平米,250,| 1室1厅 | 48平米 | 北 | 精装,中楼层(共39层)  2005年建板塔结合  -,
龙园苑，采光足，看房方便，近文锦渡关口,单价45141元/平米,170,| 1室1厅 | 37.66平米 | 北 | 精装,低楼层(共12层)  2000年建板塔结合  -,
南北通透 位置安静 舒适居家大户型,单价68863元/平米,1150,| 3室2厅 | 167平米 | 西南 | 其他,低楼层(共5层)  1999年建板塔结合  -,
深中学位大两房好出租+阳光天地旁边+双地铁双公园,单价63146元/平米,330,| 2室1厅 | 52.26平米 | 南 | 其他,中楼层(共7层)  板塔结合  -,
集浩大厦 地铁口物业 红本在手 看房随时 业主诚心出售,单价37648元/平米,320,| 2室1厅 | 85平米 | 东南 | 简装,中楼层(共26层)  2009年建板塔结合  -,
翠竹小学电梯房，采光佳通风好的两房！,单价75000元/平米,360,| 2室1厅 | 48平米 | 东 | 精装,中楼层(共22层)  1983年建塔楼  -,
嘉宝田花园一期两房，格局方正实用，房间大！,单价61765元/平米,420,| 2室2厅 | 68平米 | 西北 | 简装,低楼层(共16层)  2002年建板塔结合  -,
正南朝向，正看小区游泳池，楼层居中，视野无遮挡,单价59860元/平米,255,| 1室1厅 | 42.6平米 | 南 | 其他,中楼层(共32层)  2005年建板塔结合  -,
东门天下精装两房，深小学区房，学位没有用过，满两年,单价56924元/平米,370,| 2室1厅 | 65平米 | 西南 | 其他,高楼层(共31层)  2005年建板塔结合  -,
新银座华庭 两房一厅 中高层 正南向,单价50000元/平米,290,| 2室1厅 | 58平米 | 南 | 精装,低楼层(共31层)  2004年建板塔结合  -,
户型方正，大落地窗，采光好！房子满2年，税费低,单价57024元/平米,479,| 3室2厅 | 84平米 | 南 | 其他,中楼层(共32层)  2003年建板塔结合  -,
金丽豪苑 带深中翠北学位 免增税 诚卖,单价59406元/平米,600,| 3室1厅 | 101平米 | 南 | 简装,中楼层(共34层)  2000年建板塔结合  -,
洪湖二街楼梯户型方正，看房方便,单价44096元/平米,385,| 3室2厅 | 87.31平米 | 西南 | 简装,高楼层(共7层)    -,
锦上花家园  两房   精装修   封闭式小区   繁华地段,单价52719元/平米,320,| 2室2厅 | 60.7平米 | 西 | 其他,低楼层(共33层)  2003年建板塔结合  -,
朝南两居室！ 方正实用   厅出阳台！,单价56250元/平米,360,| 2室1厅 | 64平米 | 东南 | 精装,高楼层(共10层)  2002年建板塔结合  -,
楼层高，采光好，格局方正，投资首选,单价43750元/平米,105,| 1室0厅 | 24平米 | 北 | 其他,高楼层(共31层)  2000年建板塔结合  -,
翠竹小学学位，满五年红本在手。,单价58334元/平米,280,| 2室1厅 | 48平米 | 西南 | 简装,中楼层(共22层)  1983年建塔楼  -,
芳邻大厦2房 朝东采光通风 户型方正 厅出阳台,单价54099元/平米,330,| 2室1厅 | 61平米 | 东 | 简装,低楼层(共27层)  2000年建板塔结合  -,
紫荆花园 正规一房一厅 中间楼层 采光充足,单价42858元/平米,180,| 1室1厅 | 42平米 | 西北 | 其他,高楼层(共7层)  1999年建板塔结合  -,
闹中取静，宜居自住佳，需求旺盛。,单价61539元/平米,400,| 2室1厅 | 65平米 | 东南 | 精装,低楼层(共31层)  2000年建板塔结合  -,
莲塘梧桐山新居 二房 南北通透 采光充足 双学位！！！,单价55264元/平米,420,| 2室2厅 | 76平米 | 南 北 | 其他,中楼层(共7层)  2001年建板楼  -,
红岗花园三房 无欠款 红本在手 业主诚售,单价40284元/平米,290,| 3室1厅 | 71.99平米 | 南 | 其他,中楼层(共8层)  1987年建板塔结合  -,
罗湖区天地大厦 户型方正 业主诚心出售,单价42500元/平米,340,| 2室1厅 | 80平米 | 西 | 其他,高楼层(共23层)  1992年建塔楼  -,
向西大厦 东南朝向 四房两厅 满五年无增值税,单价38480元/平米,490,| 4室2厅 | 127.34平米 | 东南 | 简装,中楼层(共29层)  2000年建塔楼  -,
双城世纪 2房 满五不唯一 红本在手 自住 看房方便,单价47839元/平米,332,| 2室1厅 | 69.4平米 | 南 | 精装,中楼层(共29层)  2006年建板塔结合  -,
颖隆大厦 精装单房 投资首选 总价首付低,单价39190元/平米,145,| 1室0厅 | 37平米 | 北 | 精装,低楼层(共33层)  2000年建板塔结合  -,
颖隆大厦 精装单房 投资首选 总价首付低,单价39190元/平米,145,| 1室0厅 | 37平米 | 西北 | 简装,低楼层(共33层)  2000年建板塔结合  -,
东乐花园2改3房 70年产权 新装修 中间位置 黄金5楼！,单价58199元/平米,400,| 3室2厅 | 68.73平米 | 南 | 其他,中楼层(共7层)  1988年建板塔结合  -,
仙湖枫景家园南向两房，精装，自住，业主急卖,单价55836元/平米,410,| 2室2厅 | 73.43平米 | 东南 | 其他,中楼层(共21层)  2004年建塔楼  -,
曦龙山庄 满五年  大3房  带入户花园,单价52448元/平米,750,| 3室2厅 | 143平米 | 东南 | 其他,低楼层(共9层)  2001年建板塔结合  -,
名仕阁精装两房 业主诚意出售 看房提前约,单价46667元/平米,350,| 2室1厅 | 75平米 | 西南 | 精装,中楼层(共33层)  1999年建板塔结合  -,
新小区 小学门口，螺岭小学未用，采光足。,单价58537元/平米,240,| 1室1厅 | 41平米 | 西北 | 其他,高楼层(共24层)  1999年建板塔结合  -,
新盘出售 朝东向 观深中球场 视野开阔,单价86022元/平米,800,| 4室1厅 | 93平米 | 南 | 精装,低楼层(共16层)  板塔结合  -,
万象城幸福万象复式公寓  新楼盘,单价62233元/平米,305,| 2室2厅 | 49.01平米 | 北 | 简装,中楼层(共32层)  2015年建板楼  -,
东港中心 精装 两房 户型方正,单价43498元/平米,300,| 2室1厅 | 68.97平米 | 西 | 其他,中楼层(共19层)  板塔结合  -,
翡翠公寓 精装3房 采光通透 户型方正,单价68628元/平米,350,| 2室1厅 | 51平米 | 南 | 精装,低楼层(共32层)  2014年建板塔结合  -,
租金3800+翠北实验深中学位房+04年小区电梯房+临地铁,单价76563元/平米,245,| 1室1厅 | 32平米 | 西 | 简装,低楼层(共31层)  2002年建塔楼  -,
雅仕居 1室0厅 95万,单价46162元/平米,95,| 1室0厅 | 20.58平米 | 西南 | 其他,高楼层(共10层)  2000年建板塔结合  -,
房子在高楼层 视野开阔 精装两房 不限购不限贷 诚意售,单价65152元/平米,215,| 2室1厅 | 33平米 | 东南 | 精装,高楼层(共32层)  2014年建板塔结合  -,
洪湖公园旁，小两房，精装空房,单价32813元/平米,210,| 2室1厅 | 64平米 | 东 | 其他,低楼层(共19层)  2008年建板塔结合  -,
户型方正 看山全景 业主自住 无营业税,单价50519元/平米,195,| 1室1厅 | 38.6平米 | 西 | 其他,低楼层(共27层)  2007年建板塔结合  -,
正规3房2厅中层朝南采光好户型方正视野开阔,单价32968元/平米,300,| 3室2厅 | 91平米 | 南 | 其他,中楼层(共21层)  板塔结合  -,
宝丽大两房，地段好，视野开阔,单价46667元/平米,350,| 2室1厅 | 75平米 | 西南 | 精装,中楼层(共31层)  1994年建板塔结合  -,
翠竹 地铁 翠园学位 楼盘新 配套齐全,单价66667元/平米,620,| 2室1厅 | 93平米 | 北 | 其他,中楼层(共30层)  板塔结合  -,
布心花园三区正规两房  南北通透 采光充足 中间楼层,单价43836元/平米,320,| 2室2厅 | 73平米 | 南 北 | 简装,中楼层(共7层)  1997年建板塔结合  -,
龙园山庄电梯房较低价格单房业主换房急售,单价31915元/平米,150,| 1室0厅 | 47平米 | 南 | 简装,中楼层(共8层)  1997年建板塔结合  -,
今日家园  稀缺朝南两房 翠园学位,单价50807元/平米,315,| 2室1厅 | 62平米 | 南 | 简装,中楼层(共25层)  1999年建板塔结合  -,
华达园 一房一厅 交通方便 采光非常好,单价40333元/平米,165,| 1室1厅 | 40.91平米 | 南 | 精装,中楼层(共33层)  2002年建塔楼  -,
海洋大厦一居室中楼层诚售,单价48864元/平米,215,| 1室0厅 | 44平米 | 东南 西北 | 简装,高楼层(共16层)  2004年建板楼  -,
怡泰大厦 两方 红本在手,单价47657元/平米,305,| 2室1厅 | 64平米 | 东 | 简装,高楼层(共29层)  1998年建板塔结合  -,
大地花园  居家两房  户型方正,单价41510元/平米,220,| 2室1厅 | 53平米 | 东 | 其他,中楼层(共26层)  1996年建板塔结合  -,
中山花园、翠园学位房、,单价44768元/平米,385,| 2室2厅 | 86平米 | 西北 | 简装,低楼层(共33层)  2009年建板塔结合  -,
稀缺 大两房靠翠竹公园 户型方正 使用率高,单价64553元/平米,570,| 2室2厅 | 88.3平米 | 北 | 简装,低楼层(共9层)  1997年建板塔结合  -,
湖心大厦 红本在手 满两年 一号线国贸站,单价41819元/平米,230,| 2室1厅 | 55平米 | 南 | 精装,中楼层(共24层)  1988年建板塔结合  -,
双学位笋盘，正规的三房，紧邻着地铁,单价57170元/平米,610,| 3室2厅 | 106.7平米 | 南 | 简装,高楼层(共34层)  2000年建板塔结合  -,
庐山花园，紧邻罗湖，文锦渡口岸，精装修,单价37363元/平米,340,| 3室1厅 | 91平米 | 北 | 精装,高楼层(共30层)  1997年建板塔结合  -,
锦上花家园，2房2厅，户型好，近邻香港口岸,单价50000元/平米,300,| 2室1厅 | 60平米 | 西北 | 精装,高楼层(共32层)  2003年建板塔结合  -,
今日家园 3室2厅 440万,单价60192元/平米,440,| 3室2厅 | 73.1平米 | 东 北 | 其他,低楼层(共25层)  1999年建板塔结合  -,
海关宿舍一院 3房 南北通透 采光好 双阳台 带公园,单价46754元/平米,360,| 3室1厅 | 77平米 | 南 北 | 精装,低楼层(共6层)  1988年建板塔结合  -,
大地花园，满五年两房，采光好，视野开阔,单价42000元/平米,210,| 2室1厅 | 50平米 | 西北 | 简装,中楼层(共26层)  1996年建板塔结合  -,
四季御园 四房二卫 本小区高赠送户型,单价52084元/平米,450,| 4室1厅 | 86.4平米 | 北 | 毛坯,低楼层(共39层)  板塔结合  -,
